install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
819,다사664321,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1085,77.5
820,다사682298,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1020,79.4
821,다사654272,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,901,83.05
822,다사659300,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,461,101.58
823,다사667326,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1278,74.63
824,다사661274,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1028,78.93
825,다사667350,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1371,73.58
826,다사687344,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,862,83.9
827,다사680378,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,748,86.65
828,다사684404,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1194,75.89
829,다사672394,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1190,75.94
830,다사680391,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,844,84.35
831,다사648367,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1180,76.16
832,다사677389,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,907,82.91
833,다사681389,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,867,83.74
834,다사684383,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,648,90.99
835,다사680379,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,888,83.34
836,다사703390,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,725,87.42
837,다사691368,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,784,85.69
838,다사704396,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,775,85.95
839,다사704382,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,606,92.42
840,다사702373,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,978,80.98
841,다사705391,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,735,87.07
842,다사710388,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1002,79.95
843,다사664445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1100,77.24
844,다사648471,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1161,76.47
845,다사653441,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,870,83.56
846,다사661452,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,755,86.57
847,다사672427,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,845,84.34
848,다사653454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,892,83.22
849,다사644445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1015,79.51
850,다사663447,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1255,74.98
851,다사641454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,772,86.2
852,다사630464,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1256,74.93
853,다사672418,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1209,75.65
854,다사683417,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,683,89.18
855,다사646445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,919,82.56
856,다사683453,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1332,74.08
857,다사731477,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1047,78.13
858,다사684461,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1423,72.91
859,다사740485,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,690,88.92
860,다사742502,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1253,75.04
861,다사747513,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1311,74.23
862,다사709478,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1393,73.36
863,다사689451,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1385,73.48
864,다사688454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1460,71.95
865,다사704463,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1317,74.18
866,다사587114,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,914,82.68
867,다사568123,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,980,80.94
868,다사408118,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1413,73.07
869,다사651074,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1225,75.44
870,다사422035,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1090,77.43
871,다사454114,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1153,76.57
872,다사408105,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1411,73.12
873,다사657113,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1034,78.68
874,다사451017,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1379,73.53
875,다사494073,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1128,76.88
876,다사402121,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1421,72.92
877,다사541111,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1283,74.57
878,다사499106,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1281,74.6
879,다사379120,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1158,76.5
880,다사451079,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1213,75.63
881,다사601125,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1012,79.57
882,다사683375,77.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,40.38,36.62,9.155,549,95.65
883,다사646449,77.0,2,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,40.38,36.62,9.155,706,88.21
884,다사653278,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,430,104.31
885,다사669407,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,539,96.48
886,다사662474,85.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,600,92.88
887,다사662423,85.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,584,93.9
888,다사672461,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,643,91.04
889,다사660441,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,405,107.21
890,다사672438,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,444,102.5
891,다사726518,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,524,97.44
892,다사470032,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,672,89.72
893,다사401116,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,556,95.35
894,다사407127,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,638,91.3
895,다사590113,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,431,104.16
896,다사643118,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,561,95.13
897,다사592125,69.0,1,0,1,2,bus_stop_cnt | speedbump_cnt,26.4,50.78,18.22,9.11,1250,75.07
898,다사610120,69.0,1,0,1,2,bus_stop_cnt | speedbump_cnt,26.4,50.78,18.22,9.11,985,80.38
899,다사675308,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,41.57,36.43,9.1075,475,100.57
900,다사655463,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,41.57,36.43,9.1075,658,90.45
901,다사684439,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,41.57,36.43,9.1075,510,98.15
902,다사665341,79.0,5,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,33.68,45.32,9.064,439,103.48
903,다사652451,84.0,14,0,0,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,38.76,45.24,9.048,464,101.47
904,다사617120,84.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,38.76,45.24,9.048,601,92.8
905,다사628453,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,49.03,35.97,8.9925,500,98.67
906,다사733497,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,49.03,35.97,8.9925,590,93.5
907,다사626459,83.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,38.3,44.7,8.94,642,91.13
908,다사687413,69.0,1,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,33.43,35.57,8.8925,1346,73.95
909,다사698358,69.0,1,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,33.43,35.57,8.8925,1337,74.06
910,다사658296,71.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,35.61,35.39,8.8475,793,85.56
911,다사647287,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,796,85.37
912,다사637365,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,852,84.2
913,다사678407,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,828,84.82
914,다사685402,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,956,81.76
915,다사705397,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,526,97.32
916,다사706370,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,758,86.53
917,다사671413,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,917,82.62
918,다사653460,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,765,86.42
919,다사660440,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,711,88.01
920,다사625451,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,909,82.81
921,다사672458,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,599,92.96
922,다사673446,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,981,80.86
923,다사698465,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,900,83.07
924,다사688417,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,650,90.96
925,다사485042,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,965,81.48
926,다사502106,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,954,81.86
927,다사656082,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,918,82.58
928,다사398105,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,763,86.44
929,다사649123,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,886,83.35
930,다사659113,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,861,83.91
931,다사528112,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,963,81.59
932,다사635324,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,42.17,43.83,8.766,559,95.19
933,다사659461,75.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,39.97,35.03,8.7575,750,86.62
934,다사658333,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,583,94.07
935,다사645336,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,511,98.03
936,다사671365,86.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,533,96.82
937,다사669416,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,577,94.51
938,다사728534,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,609,92.32
939,다사726483,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,527,97.21
940,다사501103,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,529,97.16
941,다사633074,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,588,93.53
942,다사687412,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,41.68,43.32,8.664,636,91.45
943,다사744489,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,41.68,43.32,8.664,362,111.89
944,다사668303,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,544,95.89
945,다사670329,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,458,101.66
946,다사652294,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,409,106.9
947,다사654269,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,555,95.38
948,다사692390,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,492,99.48
949,다사648363,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,564,95.06
950,다사626360,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,557,95.26
951,다사696369,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,652,90.95
952,다사681373,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,460,101.58
953,다사666368,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,535,96.81
954,다사657476,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,635,91.46
955,다사665430,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,421,105.41
956,다사723501,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,610,92.31
957,다사728472,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,548,95.7
958,다사698434,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,663,90.12
959,다사585122,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,580,94.32
960,다사458080,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,552,95.42
961,다사442103,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,573,94.6
962,다사597143,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,628,91.66
963,다사663105,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,611,92.27
964,다사472168,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,594,93.33
965,다사459080,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,438,103.61
966,다사656108,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,662,90.19
967,다사554068,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,543,95.99
968,다사656453,69.0,1,0,1,3,bus_stop_cnt | crosswalk_cnt | speedbump_cnt,37.44,43.17,25.83,8.61,987,80.33
969,다사730485,69.0,1,0,1,3,bus_stop_cnt | crosswalk_cnt | speedbump_cnt,37.44,43.17,25.83,8.61,1387,73.47
970,다사468037,69.0,1,0,1,3,bus_stop_cnt | crosswalk_cnt | speedbump_cnt,37.44,43.17,25.83,8.61,1477,70.9
971,다사646336,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1197,75.85
972,다사649334,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1334,74.07
973,다사669383,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,681,89.2
974,다사655441,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1342,74.02
975,다사665483,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,670,89.82
976,다사650439,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1436,72.63
977,다사734506,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1326,74.11
978,다사756494,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1232,75.35
979,다사730523,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1394,73.33
980,다사731520,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,34.61,34.39,8.5975,1373,73.55
