grid_gid,accident_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,kindergarten_child_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt,speedbump_hght_nan,speedbump_hght_below,speedbump_hght_above
다사687432,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사671451,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사663448,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사691447,0,0,0,1,0,0,0,0,1,3,1,0,1,0
다사672441,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사665447,0,0,0,1,0,0,0,0,0,0,1,0,1,0
다사682463,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사672470,0,0,0,2,0,0,0,0,0,0,0,0,0,0
다사642443,0,0,0,2,0,0,0,0,0,0,0,0,0,0
다사678447,0,0,0,1,0,0,0,0,0,0,1,0,1,0
다사636462,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사677459,0,0,0,1,0,0,0,0,1,3,0,0,0,0
다사672450,0,0,0,1,0,0,0,0,0,0,1,0,1,0
다사637457,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사635463,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사683436,0,0,0,1,0,0,0,0,3,8,0,0,0,0
다사674455,0,0,0,1,0,0,0,0,1,2,1,0,1,0
다사680463,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사675313,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사698403,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사677308,0,0,0,1,0,0,0,0,2,8,1,1,0,0
다사659328,0,0,0,1,0,0,0,0,1,3,0,0,0,0
다사685373,0,0,0,3,0,0,0,0,0,0,0,0,0,0
다사693339,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사671339,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사655303,0,0,0,1,0,0,0,0,1,4,0,0,0,0
다사689410,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사690409,0,0,0,1,0,0,0,0,0,0,1,1,0,0
다사694353,0,0,0,1,0,0,0,0,2,10,1,1,0,0
다사697398,0,0,0,1,0,0,0,0,1,5,0,0,0,0
다사708390,0,0,0,2,0,0,0,0,0,0,0,0,0,0
다사674327,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사667291,0,0,0,1,0,0,0,0,1,3,0,0,0,0
다사637283,0,0,0,2,0,0,0,0,0,0,0,0,0,0
다사672299,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사622325,0,0,0,1,0,0,0,1,1,5,0,0,0,0
다사659288,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사650305,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사667315,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사680340,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사655319,0,0,0,1,0,0,0,0,2,2,2,2,0,0
다사663302,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사662277,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사664326,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사642311,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사671386,0,0,0,1,0,0,0,1,1,5,0,0,0,0
다사672297,0,0,0,1,0,0,0,0,1,3,0,0,0,0
다사667376,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사649390,0,0,0,1,0,0,0,0,0,0,1,1,0,0
다사687365,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사646319,0,0,0,1,0,0,0,0,1,3,0,0,0,0
다사679403,0,0,0,1,0,0,0,0,0,0,1,1,0,0
다사685370,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사673373,0,0,0,2,0,0,0,1,1,4,0,0,0,0
다사678345,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사674325,0,0,0,2,0,0,0,0,1,4,0,0,0,0
다사660307,0,0,0,1,0,0,0,1,0,0,1,1,0,0
다사694402,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사666275,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사687372,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사622327,0,0,0,1,0,0,0,0,1,5,1,1,0,0
다사680414,0,0,0,1,0,0,0,0,0,0,0,0,0,0
다사580113,0,0,0,0,1,21,0,0,8,8,0,0,0,0
다사650110,0,0,0,0,1,69,0,0,4,4,0,0,0,0
다사667096,0,0,0,0,1,152,0,0,4,4,0,0,0,0
다사626099,0,0,0,0,1,136,0,0,1,1,0,0,0,0
다사489142,0,0,0,0,1,116,0,0,9,9,0,0,0,0
다사383186,0,0,0,0,1,44,0,0,0,0,0,0,0,0
다사505042,0,0,0,0,1,56,0,0,0,0,0,0,0,0
다사654076,0,0,0,0,1,162,0,0,4,4,0,0,0,0
다사655124,0,0,0,0,1,193,0,2,0,0,0,0,0,0
다사645115,0,0,0,0,1,263,0,0,0,0,0,0,0,0
다바467996,0,0,0,0,1,31,0,0,0,0,0,0,0,0
다사583114,0,0,0,0,1,36,0,2,0,0,0,0,0,0
다사656132,0,0,0,0,1,143,0,0,0,0,0,0,0,0
다사296081,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사651068,0,0,0,0,1,46,1,0,0,0,0,0,0,0
다사538115,0,0,0,0,1,0,0,0,3,3,0,0,0,0
다사494029,0,0,0,0,1,167,0,0,0,0,0,0,0,0
다사394104,0,0,0,0,1,60,0,0,0,0,0,0,0,0
다사614114,0,0,0,0,1,23,0,0,0,0,0,0,0,0
다사658081,0,0,0,0,1,124,1,0,0,0,0,0,0,0
다사669077,0,0,0,0,1,205,0,0,0,0,0,0,0,0
다사635122,0,0,0,0,1,66,0,0,0,0,0,0,0,0
다사615105,0,0,0,0,1,210,0,0,8,8,0,0,0,0
다사344101,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사624125,0,0,0,0,1,96,0,0,0,0,0,0,0,0
다사671094,0,0,0,0,1,31,0,0,0,0,0,0,0,0
다사568125,0,0,0,0,1,6,0,0,5,5,0,0,0,0
다사493168,0,0,0,0,1,0,0,0,8,8,0,0,0,0
다사671084,0,0,0,0,1,58,0,0,0,0,0,0,0,0
다사442023,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사701445,0,0,0,0,1,58,0,0,1,3,0,0,0,0
다사732491,0,0,0,0,1,8,0,0,0,0,0,0,0,0
다사737487,0,0,0,0,1,12,0,0,5,19,2,0,0,2
다사739491,0,0,0,0,1,132,1,0,2,8,0,0,0,0
다사700458,0,0,0,0,1,92,1,0,0,0,0,0,0,0
다사685435,0,0,0,0,1,86,2,0,0,0,0,0,0,0
다사662478,0,0,0,0,1,78,0,0,0,0,1,0,1,0
다사673435,0,0,0,0,1,162,0,0,0,0,0,0,0,0
다사678418,0,0,0,0,1,42,1,0,0,0,0,0,0,0
다사673460,0,0,0,0,1,117,0,0,0,0,0,0,0,0
다사657477,0,0,0,0,1,287,0,0,0,0,0,0,0,0
다사670452,0,0,0,0,1,137,0,0,0,0,0,0,0,0
다사682303,0,0,0,0,1,119,0,1,0,0,2,2,0,0
다사684367,0,0,0,0,1,36,0,0,0,0,2,2,0,0
다사668338,0,0,0,0,2,251,0,2,1,5,0,0,0,0
다사656275,0,0,0,0,1,133,0,0,0,0,0,0,0,0
다사662304,0,0,0,0,1,98,0,0,0,0,0,0,0,0
다사657278,0,0,0,0,1,94,0,0,0,0,0,0,0,0
다사700381,0,0,0,0,1,28,0,0,2,7,1,1,0,0
다사658265,0,0,0,0,1,133,0,0,0,0,0,0,0,0
다사661278,0,0,0,0,1,44,0,0,0,0,0,0,0,0
다사672404,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사661291,0,0,0,0,1,46,0,0,0,0,0,0,0,0
다사680351,0,0,0,0,1,106,0,1,1,4,0,0,0,0
다사663307,0,0,0,0,1,41,0,0,0,0,0,0,0,0
다사669318,0,0,0,0,1,24,0,0,0,0,0,0,0,0
다사701393,0,0,0,0,1,128,0,0,2,5,0,0,0,0
다사674374,0,0,0,0,1,12,0,0,0,0,0,0,0,0
다사684304,0,0,0,0,1,0,0,0,1,4,1,1,0,0
다사643333,0,0,0,0,1,220,0,0,3,12,2,2,0,0
다사707387,0,0,0,0,1,139,0,1,2,5,0,0,0,0
다사665293,0,0,0,0,1,107,0,1,0,0,0,0,0,0
다사657341,0,0,0,0,1,32,0,0,0,0,0,0,0,0
다사693391,0,0,0,0,1,101,0,0,0,0,0,0,0,0
다사663296,0,0,0,0,1,44,0,0,0,0,0,0,0,0
다사656323,0,0,0,0,1,124,0,0,0,0,0,0,0,0
다사672351,0,0,0,0,1,171,0,0,0,0,0,0,0,0
다사666332,0,0,0,0,1,31,0,4,1,3,0,0,0,0
다사655282,0,0,0,0,1,104,0,0,0,0,0,0,0,0
다사674303,0,0,0,0,1,49,0,0,0,0,0,0,0,0
다사619298,0,0,0,0,1,249,0,0,1,3,0,0,0,0
다사620326,0,0,0,0,1,100,0,0,0,0,0,0,0,0
다사662309,0,0,0,0,1,132,0,0,1,3,0,0,0,0
다사707386,0,0,0,0,1,47,0,1,2,9,0,0,0,0
다사667324,0,0,0,0,1,45,0,0,0,0,0,0,0,0
다사678347,0,0,0,0,1,141,0,0,0,0,1,1,0,0
다사660298,0,0,0,0,1,88,0,0,0,0,0,0,0,0
다사659262,0,0,0,0,1,86,0,0,1,2,1,1,0,0
다사671311,0,0,0,0,1,151,1,0,0,0,0,0,0,0
다사673314,0,0,0,0,1,76,1,0,0,0,0,0,0,0
다사675307,0,0,0,0,1,67,0,0,0,0,0,0,0,0
다사658267,0,0,0,0,1,123,3,0,0,0,0,0,0,0
다사491068,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사455168,0,0,0,0,0,0,1,0,6,6,0,0,0,0
다사569128,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사616138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사533142,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다바383984,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사391097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사542070,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사533143,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사594116,0,0,0,0,0,0,1,0,1,1,0,0,0,0
다사410108,0,0,0,0,0,0,3,0,0,0,0,0,0,0
다사603135,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사599138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사536132,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사382119,0,0,0,0,0,0,2,0,3,3,0,0,0,0
다사391125,0,0,0,0,0,0,1,0,2,2,0,0,0,0
다바365948,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사611150,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사606148,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사578113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사502063,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사601111,0,0,0,0,0,0,1,0,8,8,0,0,0,0
다사598138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다바403983,0,0,0,0,0,0,1,1,2,2,0,0,0,0
다사599112,0,0,0,0,0,0,1,1,2,2,0,0,0,0
다사390124,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사609151,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사394112,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사395101,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사589132,0,0,0,0,0,0,1,0,12,12,0,0,0,0
다사594113,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사596131,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사398081,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사595143,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사600127,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사595127,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사593123,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사609148,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사408041,0,0,0,0,0,0,1,0,1,1,0,0,0,0
다바472997,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사511139,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사622094,0,0,0,0,0,0,1,0,2,2,0,0,0,0
다사598130,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사527133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사530125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사601135,0,0,0,0,0,0,2,0,11,11,0,0,0,0
다사406113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사600135,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사618113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사575118,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사617113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사619121,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사615114,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사529125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사615119,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사617115,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사572122,0,0,0,0,0,0,1,0,11,11,0,0,0,0
다사617123,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사613116,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사615122,0,0,0,0,0,0,1,0,11,11,0,0,0,0
다사614116,0,0,0,0,0,0,2,0,1,1,0,0,0,0
다사614150,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사599111,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사621107,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사613152,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사520129,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사562114,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사597124,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사476044,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사534130,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사588130,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사518133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사508133,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사604116,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사521134,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사515160,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사609129,0,0,0,0,0,0,1,2,1,1,0,0,0,0
다사624108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사530142,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사616149,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사606114,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사590131,0,0,0,0,0,0,1,0,2,2,0,0,0,0
다사620112,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사515154,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사602121,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사523128,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사604121,0,0,0,0,0,0,3,0,0,0,0,0,0,0
다사470108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사604117,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사607120,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사616153,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사608130,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사517132,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사621124,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사621123,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사535133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사622126,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사625126,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사492037,0,0,0,0,0,0,1,0,2,2,0,0,0,0
다사493032,0,0,0,0,0,0,1,0,8,8,0,0,0,0
다사609122,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사485011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사489032,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사533139,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사481032,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사493034,0,0,0,0,0,0,2,0,12,12,0,0,0,0
다사482036,0,0,0,0,0,0,1,2,5,5,0,0,0,0
다사488040,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사608121,0,0,0,0,0,0,2,2,0,0,0,0,0,0
다사484032,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사623122,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사500017,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사488036,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사480034,0,0,0,0,0,0,1,1,5,5,0,0,0,0
다사606123,0,0,0,0,0,0,1,0,1,1,0,0,0,0
다사492032,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사615110,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사530128,0,0,0,0,0,0,2,0,3,3,0,0,0,0
다사491038,0,0,0,0,0,0,1,1,8,8,0,0,0,0
다사483029,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사480030,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사407123,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사529128,0,0,0,0,0,0,1,2,3,3,0,0,0,0
다사484035,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사601138,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사622114,0,0,0,0,0,0,1,0,21,21,0,0,0,0
다사622082,0,0,0,0,0,0,1,0,1,1,0,0,0,0
다사306143,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사591126,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사588127,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다바460998,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사493053,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사320133,0,0,0,0,0,0,1,0,6,6,0,0,0,0
다사393127,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사405135,0,0,0,0,0,0,1,0,1,1,0,0,0,0
다사516140,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사605130,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사612114,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사626123,0,0,0,0,0,0,1,1,6,6,0,0,0,0
다사619120,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사608116,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사614112,0,0,0,0,0,0,1,0,5,5,0,0,0,0
다사488038,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사600128,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사614104,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사589129,0,0,0,0,0,0,1,1,4,4,0,0,0,0
다사486012,0,0,0,0,0,0,1,0,8,8,0,0,0,0
다사481016,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사478025,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사482025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사648116,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사605136,0,0,0,0,0,0,3,0,0,0,0,0,0,0
다사606138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사654110,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사478017,0,0,0,0,0,0,1,0,0,0,1,0,0,1
다사478024,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사478023,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사661114,0,0,0,0,0,0,1,1,9,9,0,0,0,0
다사645112,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사644115,0,0,0,0,0,0,1,0,15,15,0,0,0,0
다사648112,0,0,0,0,0,0,1,0,7,7,0,0,0,0
다사479023,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사518137,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사653119,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사662118,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사417012,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사645111,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사660123,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659122,0,0,0,0,0,0,1,1,4,4,0,0,0,0
다사664108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사661106,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사648093,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사502029,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사648084,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사649084,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사649083,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사654118,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사633100,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사611141,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사610142,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사610141,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사609141,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659119,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사662112,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659121,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사659120,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사404113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사526129,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사663109,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사661090,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사660091,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사658090,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사464000,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사652091,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사658088,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사636120,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사647122,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사517153,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사603131,0,0,0,0,0,0,3,0,0,0,0,0,0,0
다사485043,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사399116,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사661091,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사669095,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사615117,0,0,0,0,0,0,3,0,2,2,0,0,0,0
다사661083,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사507138,0,0,0,0,0,0,1,2,0,0,0,0,0,0
다사514143,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사560116,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사635121,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사666096,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사658132,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사660072,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사461003,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사633101,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사662125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사648114,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사641080,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사658112,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사654133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사669104,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사398113,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사600117,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사670100,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사669101,0,0,0,0,0,0,2,1,0,0,0,0,0,0
다사635117,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사655133,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사637107,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사649120,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사403124,0,0,0,0,0,0,1,1,0,0,0,0,0,0
다사655066,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사635100,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사617143,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사671076,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사473019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사665103,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사649080,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사666099,0,0,0,0,0,0,1,0,4,4,0,0,0,0
다사668101,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사667098,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사660092,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사532131,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사654066,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사666103,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사645122,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659076,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사487005,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659080,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사659107,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사669097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사672075,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사670075,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사673074,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사634097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사599136,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사653081,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사647124,0,0,0,0,0,0,1,0,5,5,0,0,0,0
다사652084,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사653083,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사647071,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사655132,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사657126,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사651072,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사646070,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사658083,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사653076,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사526130,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사647110,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사464003,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사652077,0,0,0,0,0,0,2,0,0,0,0,0,0,0
다사598115,0,0,0,0,0,0,1,0,3,3,0,0,0,0
다사663097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사640072,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사639071,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사657130,0,0,0,0,0,0,1,0,0,0,0,0,0,0
다사670074,0,0,0,0,0,0,1,0,0,0,0,0,0,0
