link_id,road_name,road_rank,max_speed,length,accident_cnt,accident_uids
572643757,수정로456번길,107,30,0.065,1,1714
572654514,공원로,107,40,0.513,1,1715
572672210,성남대로,103,60,0.111,1,1716
571540692,달래내로,107,50,0.146,1,1720
571663556,탄천로,107,60,0.026,1,1723
572655548,공원로,107,40,0.038,1,1730
572655808,희망로490번길,107,30,0.059,1,1734
571540684,대왕판교로,105,60,0.021,1,1740
571558541,창업로40번길,107,30,0.138,1,1741
571682192,대왕판교로,105,40,0.037,1,1744
571669075,청계산로,107,50,0.138,1,1748
571550702,대왕판교로,105,60,0.259,1,1749
571682252,대왕판교로,105,60,0.015,1,1751
572661883,위례순환로,107,30,0.134,1,1753
572647127,복정로,107,30,0.045,1,1757
572672230,성남대로,103,70,0.12,1,1759
572655540,공원로,107,30,0.019,1,1764
572672068,성남대로,103,60,0.035,1,1772
572647174,복정로42번길,107,30,0.049,1,1776
571682402,고등로,107,60,0.112,1,1782
572672582,헌릉로890번길,107,30,0.226,1,1791
572660152,위례대로,107,30,0.028,1,1792
921544050,달래내로,107,50,0.248,1,1795
572672196,성남대로,103,60,0.098,1,1798
571682164,여수대로,107,80,0.016,1,1799
572655012,공원로,107,30,0.169,1,1801
572610684,태평로,107,30,0.259,1,1803
572672265,성남대로,103,70,0.032,1,1805
572644566,산성대로405번길,107,40,0.082,1,1808
572647397,산성대로,107,60,0.054,1,1809
572649640,복정로96번길,107,30,0.051,1,1810
572655320,공원로,107,40,0.014,1,1811
571682307,대왕판교로,105,70,0.384,1,1812
572658136,희망로534번길,107,30,0.068,1,1813
572660918,위례광장로,107,30,0.109,1,1815
572664355,위례순환로,107,30,0.13,1,1816
572647130,성남대로1480번길,107,30,0.069,1,1821
572661800,위례광장로,104,50,0.024,1,1823
572649349,시민로,107,30,0.164,1,1824
572641107,모란로,107,30,0.087,1,1826
572647941,희망로506번길,107,30,0.042,1,1828
572655090,공원로,107,50,0.077,1,1829
572672398,성남대로,103,60,0.013,1,1830
571682300,여수대로,107,80,0.021,1,1839
571540685,달래내로,107,50,0.065,1,1844
572610309,제일로,107,30,0.189,1,1846
571682184,분당내곡간고속화도로,108,60,0.041,1,1849
572654408,공원로,107,50,0.5,1,1854
571659506,여수대로,107,80,0.035,1,1858
572672403,성남대로,103,70,0.018,1,1863
571558117,제2경인고속도로,101,100,0.375,1,1866
572610078,산성대로527번길,107,30,0.264,1,1869
572661434,위례광장로,107,30,0.172,1,1870
571550706,대왕판교로,105,60,0.036,1,1871
572672066,성남대로,103,60,0.079,1,1872
572673018,헌릉로,107,50,0.041,1,1873
572647074,복정로118번길,107,30,0.05,1,1874
572671942,성남대로,103,30,0.024,1,1875
571664724,여수대로,107,80,0.346,1,1877
571683023,대왕판교로,105,70,0.091,1,1878
572660656,공원로,107,30,0.177,1,1883
572664354,위례순환로,107,30,0.036,1,1887
571682350,대왕판교로,105,60,0.024,1,1890
572670944,,107,30,0.018,1,1891
572672217,성남대로,103,60,0.041,1,1892
572655552,공원로,107,40,0.025,1,1894
572671788,,104,30,0.006,1,1899
572661926,위례순환로,107,30,0.149,1,1909
571558905,용인서울고속도로,101,100,1.049,1,1912
572672402,성남대로,103,60,0.012,1,1913
572646970,희망로,107,40,0.062,1,1916
572655100,공원로,107,30,0.03,1,1919
572655576,공원로,107,50,0.065,1,1920
571669206,청계산로,107,50,0.053,1,1922
572672292,성남대로,103,70,0.117,1,1929
572672111,성남대로1416번길,107,30,0.021,1,1931
571541446,탄천로,107,50,0.045,1,1932
571653036,대왕판교로,105,60,0.539,1,1934
571682399,대왕판교로,105,50,0.164,1,1935
572672274,남문로,107,30,0.021,1,1937
571566275,금토로40번길,107,50,0.103,1,1939
571547811,용인서울고속도로,101,50,0.767,1,1943
572647929,산성대로341번길,107,30,0.168,1,1948
572672215,성남대로,103,60,0.035,1,1949
571544200,대왕판교로851번길,107,30,0.199,1,1950
571550770,달래내로,107,50,0.412,1,1951
572647077,복정로118번길,107,30,0.048,1,1956
572672136,성남대로,103,70,0.047,1,1957
571560033,경부고속도로,101,110,0.717,1,1963
572610692,남문로,107,30,0.086,1,1965
571650169,심곡로,107,30,0.358,1,1966
571682285,대왕판교로,105,60,0.222,1,1970
572671938,성남대로,103,60,0.023,1,1971
571661062,산성대로,107,60,0.016,1,1977
571664007,탄천로,107,50,0.272,1,1983
572672260,성남대로,103,70,0.22,1,1985
572610004,수정로,107,30,0.071,1,1989
571545139,달래내로,107,50,0.62,1,1990
571682584,,107,50,0.015,1,1992
572672348,성남대로,103,60,0.125,1,1993
572662466,위례광장로,107,30,0.035,1,1995
571558093,제2경인고속도로,101,100,1.231,1,1997
572647225,성남대로1390번길,107,30,0.068,1,2002
572644256,공원로,107,30,0.186,1,2003
572646896,산성대로,107,60,0.012,1,2006
572647412,수정로,107,50,0.032,1,2007
571560100,창업로,107,50,0.117,1,2012
572655374,산성대로437번길,107,50,0.117,1,2013
572661224,수도권제1순환고속도로,101,100,0.047,1,2015
571682329,대왕판교로,105,60,0.141,1,2022
572673312,헌릉로,107,50,0.299,1,2025
572672163,,107,30,0.074,1,2028
572670819,,107,30,0.019,1,2031
572654692,헌릉로,107,50,0.184,1,2032
571558085,제2경인고속도로,101,100,0.87,1,2037
571646187,분당수서간고속화도로,108,40,0.489,1,2039
571650197,여수대로29번길,107,30,0.018,1,2042
922610036,논골로,107,30,0.251,1,2043
572661956,분당수서간고속화도로,102,80,1.141,1,2044
572672896,헌릉로,107,50,0.515,1,2045
572660464,위례대로,107,30,0.073,1,2051
572664352,위례순환로,107,30,0.033,1,2053
572672256,성남대로,103,60,0.081,1,2059
572672721,헌릉로,107,50,0.074,1,2067
572672278,성남대로,103,60,0.015,1,2072
571679018,,107,30,0.015,1,2083
571668272,고등로,107,60,0.101,1,2084
572650629,,107,30,0.012,1,2087
572603599,수정로,107,50,0.028,1,2088
571660548,대왕판교로,105,60,0.094,1,2089
571682302,,105,80,0.025,1,2093
572647207,복정로,107,30,0.04,1,2094
571682337,청계산로,107,50,0.021,1,2098
571553762,금토로,107,30,0.146,1,2103
572655340,,107,30,0.024,1,2110
571672870,탄천로,107,50,0.014,1,2111
572660462,위례대로,107,30,0.036,1,2115
571672873,수정로,107,50,0.072,1,2116
572603507,수정로,107,50,0.061,1,2117
572672071,성남대로,103,70,0.334,1,2120
572649572,산성대로,107,60,0.094,1,2123
572673237,위례대로,107,30,0.087,1,2124
572672436,성남대로,103,60,0.006,1,2129
572672382,산성대로,107,60,0.015,1,2131
571682378,대왕판교로,105,60,0.035,1,2132
572663114,성남대로1416번길,107,30,0.052,1,2134
572672263,성남대로,103,60,0.036,1,2150
572661884,위례순환로,107,30,0.142,1,2155
572662170,,104,30,0.283,1,2157
572673048,,107,50,0.225,1,2159
571667854,대왕판교로,105,60,0.384,1,2160
572672131,성남대로,103,30,0.021,1,2161
572662133,위례동로,107,30,0.124,1,2162
572655226,수정로,107,50,0.035,1,2164
572664323,위례순환로,107,30,0.112,1,2169
572647242,,107,30,0.045,1,2171
572673230,,107,30,0.023,1,2173
572672075,,107,30,0.07,1,2176
572661930,위례동로,107,30,0.032,1,2177
571649191,탄천로,107,60,0.063,1,2178
571654073,용인서울고속도로,101,60,1.117,1,2179
572660928,위례서일로,107,30,0.127,1,2180
571679356,여수대로,107,70,0.221,1,2182
922662464,위례광장로,107,30,0.053,1,2185
571560149,용인서울고속도로,101,100,0.12,1,2193
571665473,제2경인고속도로,108,70,0.028,1,2195
572647458,복정로,107,30,0.053,1,2198
572661544,위례대로,107,50,0.042,1,2202
572647377,,107,60,0.305,1,2203
572670290,헌릉로,107,50,0.159,1,2205
572656082,수정로,107,50,0.024,1,2207
571557672,경부고속도로,101,110,0.845,1,2215
572660838,위례대로,107,30,0.036,1,2221
572661624,위례동로,107,30,0.075,1,2225
571547770,동판교로,107,60,0.307,1,2230
572670954,,107,50,0.018,1,2231
572648529,,107,40,0.027,1,2238
572646876,원터로,107,60,0.052,1,2242
571668271,,107,30,0.063,1,2243
571672876,탄천로,107,50,0.016,1,2244
571682020,제2경인고속도로,108,70,0.027,1,2245
572646895,산성대로,107,60,0.035,1,2252
572672116,성남대로,103,70,0.326,1,2253
572655098,공원로,107,30,0.029,1,2261
571668302,청계산로1길,107,30,0.137,1,2262
571682353,대왕판교로,105,60,0.049,1,2265
572662207,분당수서간고속화도로,102,80,0.086,1,2267
571557895,분당수서간고속화도로,102,80,0.989,1,2268
572651005,산성대로437번길,107,30,0.076,1,2272
572661018,위례광장로,107,30,0.144,1,2279
572671802,수정로,107,50,0.204,1,2282
572603588,수정로,107,30,0.04,1,2283
571541182,달래내로,107,50,0.523,1,2284
571651188,,107,40,0.168,1,2287
572647195,복정로20번길,107,30,0.101,1,2289
571664579,대왕판교로,105,50,0.091,1,2291
572652156,수정로466번길,107,50,0.198,1,2292
571669071,청계산로,107,50,0.025,1,2293
571669077,청계산로,107,50,0.021,1,2295
572655316,공원로,107,40,0.056,1,2296
572650767,단대로,107,40,0.032,1,2310
572655562,공원로,107,40,0.018,1,2312
571668395,탄천대교로,107,50,0.039,1,2318
572672221,성남대로,103,60,0.032,1,2322
571565758,금토로,107,50,0.332,1,2326
572655326,산성대로,107,50,0.065,1,2329
572654188,탄천로,107,40,0.118,1,2332
572672154,성남대로,103,60,0.283,1,2334
571556516,동판교로,107,60,0.278,1,2335
572645622,산성대로,107,60,0.037,1,2336
571543360,,107,40,0.083,1,2338
571682182,분당내곡간고속화도로,108,90,0.046,1,2340
572660638,위례대로,107,30,0.026,1,2341
572648642,산성대로475번길,107,60,0.082,1,2343
571682308,대왕판교로,105,60,0.141,1,2352
572661756,헌릉로,107,50,0.075,1,2354
572647375,산성대로,107,60,0.112,1,2355
572672140,성남대로,103,60,0.282,1,2357
571550444,대왕판교로,105,60,0.046,1,2359
571682220,여수대로,107,80,0.057,1,2362
572647937,희망로,107,30,0.05,1,2372
571556510,사송로,107,60,0.039,1,2373
572673236,위례대로,107,30,0.088,1,2377
572668839,헌릉로,107,50,0.233,1,2379
572661588,위례대로,107,50,0.034,1,2383
571683024,대왕판교로,105,50,0.073,1,2384
572647080,복정로118번길,107,30,0.046,1,2392
572672295,성남대로,103,60,0.237,1,2395
571606505,분당수서간고속화도로,102,80,1.208,1,2397
572647969,산성대로,107,60,0.034,1,2401
572672863,헌릉로,107,50,0.038,1,2410
572672336,성남대로,103,60,0.019,1,2416
572661958,분당수서간고속화도로,102,80,0.935,1,2421
572660244,위례중앙로,107,60,0.349,1,2426
572662103,위례순환로,107,30,0.033,1,2430
572656092,수정로366번길,107,30,0.041,1,2434
572643749,수정로,107,50,0.132,1,2440
571560521,,107,30,0.025,1,2445
571682098,여수대로,107,80,0.166,1,2447
572647446,복정로72번길,107,30,0.177,1,2448
571651206,탄천로,107,50,0.382,1,2450
572650766,,107,30,0.148,1,2457
572658738,산성대로,107,60,0.081,1,2458
572672809,헌릉로,107,50,0.131,1,2467
572673001,,107,50,0.012,1,2468
572661989,위례광장로,104,50,0.032,1,2471
571663212,대왕판교로,105,60,0.591,1,2472
571558101,제2경인고속도로,101,100,0.226,1,2474
571558091,제2경인고속도로,101,100,1.964,1,2478
572647046,성남대로1542번길,107,30,0.06,1,2480
572647123,성남대로1480번길,107,30,0.145,1,2481
571647522,여수대로,107,80,0.029,1,2485
572644412,수정로,107,50,0.013,1,2488
571510301,대왕판교로,107,60,0.059,1,2494
572670626,,107,30,0.023,1,2496
572649571,산성대로,107,60,0.129,1,2499
572662307,위례광장로,104,30,0.055,1,2506
571561164,창업로40번길,107,40,0.046,1,2507
571649426,대왕판교로,105,50,0.036,1,2510
571682165,여수대로,107,80,0.038,1,2512
571682369,대왕판교로,105,60,0.229,1,2516
572672189,성남대로,103,60,0.098,1,2526
572649292,태평로,107,30,0.146,1,2528
571606629,수도권제1순환고속도로,101,100,0.542,1,2532
572643955,산성대로,107,60,0.031,1,2533
572646799,산성대로187번길,107,30,0.085,1,2534
572661847,위례동로,107,30,0.12,1,2535
572672396,수정로,107,50,0.021,1,2537
571565727,금토로80번길,107,50,0.107,1,2541
572647171,복정로,107,30,0.135,1,2543
572647288,금상로95번길,107,30,0.153,1,2546
572672325,둔촌대로,107,50,0.029,1,2549
572653342,공원로,107,60,0.061,1,2554
572603326,경충대로,107,40,0.347,1,2556
572672129,성남대로,103,60,0.105,1,2567
572651231,공원로,107,60,0.051,1,2570
572660576,,107,30,0.077,1,2577
572660688,둔촌대로,107,60,0.099,1,2579
572671996,성남대로,107,60,0.032,1,2580
572550734,,107,30,0.046,1,2581
572672332,성남대로,103,60,0.006,1,2591
572643973,은이로,107,30,0.048,1,2592
572650607,금상로,107,40,0.1,1,2604
572666284,신이배재로,106,50,0.309,1,2609
572646834,경충대로,107,40,0.219,1,2612
572640186,사기막골로45번길,107,30,0.242,1,2613
572549876,희망로,107,60,0.007,1,2614
571659628,둔촌대로,107,50,0.025,1,2615
572611092,마지로,106,30,0.373,1,2617
572602087,갈마치로,107,50,0.145,1,2624
572652168,둔촌대로457번길,107,60,0.079,1,2634
572550500,공원로,107,60,0.179,1,2635
572672175,성남대로,103,60,0.032,1,2636
571681944,여수대로,107,70,0.321,1,2643
572647348,산성대로,107,60,0.042,1,2652
572554428,성장간선로,103,90,0.106,1,2654
572611491,순환로,107,50,0.1,1,2656
572666274,순환로,107,50,0.045,1,2658
572666507,순환로,107,40,0.1,1,2664
572655486,노을길,107,50,0.047,1,2669
922662369,,107,50,0.34,1,2670
572662452,산성대로,107,60,0.318,1,2683
572660056,갈현로,107,70,0.051,1,2684
572657168,금빛로112번길,107,40,0.296,1,2686
572651970,둔촌대로,107,60,0.016,1,2690
572603663,경충대로,107,70,0.174,1,2694
572645746,금빛로2번길,107,50,0.544,1,2703
572661484,마지로,106,50,0.008,1,2706
572643823,은행로,107,30,0.09,1,2707
572647396,산성대로,107,60,0.044,1,2718
572672470,,103,60,0.036,1,2722
572651554,,107,30,0.04,1,2723
572602084,갈마치로,107,50,0.197,1,2735
572655450,광명로264번길,107,30,0.097,1,2737
572646575,경충대로,107,40,0.101,1,2745
572648185,산성대로,107,50,0.052,1,2746
572667289,,107,40,0.012,1,2747
572652022,사기막골로,107,50,0.038,1,2748
572668903,성남대로,103,40,0.008,1,2750
572649736,순환로,107,50,0.055,1,2753
572611147,시민로,107,30,0.28,1,2754
572562907,성남대로997번길,107,70,0.145,1,2761
572645819,제일로,107,50,0.022,1,2764
572645643,금빛로,107,30,0.09,1,2767
572644742,희망로400번길,107,30,0.137,1,2768
572647403,산성대로,107,60,0.012,1,2771
572611350,둔촌대로,107,60,0.047,1,2773
571660996,탄천로,107,50,0.174,1,2777
572647318,산성대로420번길,107,30,0.076,1,2793
572645765,사기막골로,107,60,0.219,1,2795
572610814,사기막골로,107,50,0.235,1,2796
572611504,둔촌대로,107,60,0.021,1,2804
572667291,광명로,107,40,0.021,1,2809
572642171,산성대로476번길,107,30,0.131,1,2810
572603091,둔촌대로,107,60,0.015,1,2814
572666270,순환로,106,50,0.038,1,2817
572651097,은행로,107,30,0.316,1,2818
572547036,희망로,107,60,0.031,1,2824
572650742,경충대로,106,70,0.267,1,2828
572661074,은행로25번길,107,30,0.026,1,2829
572659840,둔촌대로541번길,107,50,0.115,1,2833
572648045,둔촌대로425번길,107,30,0.061,1,2847
572602275,마지로,106,30,0.022,1,2848
572648033,황송로,107,50,0.047,1,2849
572662279,성남대로,107,40,0.029,1,2850
572646311,둔촌대로,107,60,0.164,1,2851
572650455,둔촌대로,107,60,0.052,1,2858
572501187,희망로,107,50,0.047,1,2862
572646897,산성대로,107,60,0.007,1,2873
572647952,산성대로,107,60,0.055,1,2876
572651472,경충대로,107,70,0.041,1,2884
572671926,성남대로,103,60,0.021,1,2885
572610250,은이로,107,30,0.036,1,2892
572545255,도촌로8번길,107,60,0.297,1,2898
572651356,마지로,107,50,0.044,1,2905
572603245,희망로,107,60,0.079,1,2907
572659860,둔촌대로,107,60,0.155,1,2909
572552838,여수울로,107,30,0.136,1,2914
572603831,성남대로,103,40,0.269,1,2915
572611562,자혜로17번길,107,30,0.34,1,2917
572667253,,107,40,0.01,1,2920
572671999,성남대로,107,60,0.034,1,2921
571606534,분당수서간고속화도로,102,80,0.375,1,2928
572646824,수도권제1순환고속도로,108,50,0.085,1,2936
572650773,원터로,107,30,0.105,1,2939
572666267,신이배재로,106,50,0.05,1,2952
572562905,성남대로,107,50,0.107,1,2953
572651382,둔촌대로,107,60,0.101,1,2954
572663919,둔촌대로,107,70,0.043,1,2961
572650062,성남대로,103,40,0.203,1,2966
572550046,,107,30,0.049,1,2968
572650212,박석로85번길,107,30,0.124,1,2969
572648009,사기막골로,107,50,0.036,1,2971
572603402,둔촌대로,107,60,0.053,1,2972
572551222,,107,30,0.116,1,2973
572672134,성남대로,103,50,0.013,1,2978
572648262,시민로,107,40,0.046,1,2983
572649618,,107,40,0.089,1,2984
572611529,희망로,107,40,0.244,1,2985
572652862,태평로8번길,107,30,0.081,1,2989
572656038,,107,30,0.059,1,2995
572651882,산성대로,107,60,0.041,1,2998
572649664,순환로,107,50,0.507,1,3000
572648527,원터로,106,30,0.098,1,3005
572662012,희망로,107,30,0.036,1,3014
572660384,은행로18번길,107,30,0.12,1,3016
571606528,분당수서간고속화도로,102,80,0.396,1,3018
572610950,광명로,107,40,0.203,1,3020
572652064,공원로,107,60,0.071,1,3023
572660520,산성대로516번길,107,30,0.088,1,3025
572642268,마지로,106,30,0.027,1,3030
572650486,둔촌대로,106,60,0.172,1,3035
572672113,성남대로,103,60,0.198,1,3055
572666459,신이배재로,106,50,0.197,1,3062
572645624,산성대로,107,60,0.029,1,3063
572655908,순암로,107,30,0.816,1,3066
572661492,둔촌대로,106,60,0.014,1,3067
572546117,도촌북로,107,50,0.456,1,3073
572673306,성남이천로,107,40,0.402,1,3075
572670683,,107,30,0.021,1,3077
572671668,경충대로,107,70,0.312,1,3081
572645169,금빛로,107,40,0.277,1,3082
572667280,광명로,107,40,0.062,1,3083
572645747,금빛로2번길,107,30,0.25,1,3087
572647400,산성대로,107,60,0.122,1,3095
571605939,분당수서간고속화도로,108,40,0.271,1,3105
572645619,희망로,107,40,0.059,1,3111
572646883,원터로,107,30,0.037,1,3112
572651386,공원로,107,60,0.048,1,3113
572651964,둔촌대로,107,50,0.059,1,3124
572642164,제일로,107,50,0.142,1,3131
572650594,둔촌대로,107,60,0.081,1,3142
572650744,마지로,107,30,0.23,1,3154
572655274,여수울로29번길,107,30,0.044,1,3155
572661098,은이로63번길,107,30,0.045,1,3166
572603055,둔촌대로,107,60,0.02,1,3167
572666271,신이배재로,106,50,0.032,1,3169
571643587,수도권제1순환고속도로,108,50,0.559,1,3174
572654476,,107,50,0.059,1,3176
572659842,둔촌대로,107,60,0.156,1,3178
572667199,산성대로,107,60,0.024,1,3179
572642066,경충대로,107,70,0.284,1,3184
572662238,성장간선로,103,70,0.337,1,3191
572660392,자혜로17번길,107,30,0.111,1,3192
572661861,,107,30,0.332,1,3198
572611172,산성대로552번길,107,30,0.142,1,3200
572603090,둔촌대로,107,60,0.031,1,3201
572672187,성남대로,103,70,0.012,1,3207
572646316,마지로,106,30,0.96,1,3214
572611130,둔촌대로,107,60,0.129,1,3216
572651412,둔촌대로,107,60,0.044,1,3218
572611143,둔촌대로,107,60,0.218,1,3225
572651017,둔촌대로388번길,107,30,0.085,1,3227
572611131,둔촌대로,107,60,0.028,1,3230
572611050,시민로,107,40,0.113,1,3236
571669667,수도권제1순환고속도로,108,40,0.306,1,3238
572662627,,107,50,0.029,1,3250
572672365,성남대로,103,60,0.008,1,3251
572659244,,107,30,0.04,1,3253
572640386,원터로,107,30,0.076,1,3257
572648633,산성대로,107,60,0.059,1,3262
572671163,여수대로,107,70,0.041,1,3270
572666506,순환로,107,40,0.44,1,3271
572611403,,107,50,0.137,1,3275
572654966,희망로,107,40,0.08,1,3276
572603718,경충대로,106,70,0.28,1,3278
572660626,경충대로,106,70,0.059,1,3279
572653344,공원로,107,60,0.017,1,3280
572659258,희망로,107,30,0.018,1,3282
572671864,성남대로,103,60,0.4,1,3285
572646863,산성대로,107,60,0.007,1,3286
572672018,성남대로,103,60,0.035,1,3292
572646822,수도권제1순환고속도로,108,50,0.111,1,3294
572610404,순환로,107,30,0.133,1,3296
572553388,여수울로,107,50,0.115,1,3297
2023002129,광명로,107,30,0.454,1,3312
572651578,,107,30,0.058,1,3318
572655472,,107,30,0.011,1,3319
572671158,,107,30,0.019,1,3325
572547004,희망로,107,50,0.241,1,3326
572550856,성장간선로,103,40,0.205,1,3327
572643995,자혜로,107,40,0.048,1,3328
572666032,둔촌대로,107,50,0.048,1,3333
572642023,순환로,107,60,0.314,1,3339
572649662,순환로,107,50,0.518,1,3340
572611124,둔촌대로,107,60,0.019,1,3343
572655530,시민로66번길,107,40,0.032,1,3344
572546526,공원로,107,60,0.352,1,3349
572611472,산성대로,107,60,0.036,1,3357
572611343,둔촌대로,106,60,0.031,1,3360
572546148,도촌남로,107,50,0.056,1,3366
572650068,경충대로,103,40,0.197,1,3369
572640188,원터길,107,30,0.074,1,3380
572649661,순환로,107,50,0.146,1,3398
572672408,성남대로,107,60,0.041,1,3400
572661128,은이로47번길,107,30,0.109,1,3403
572646577,경충대로,107,40,0.39,1,3407
572643810,은이로,107,30,0.075,1,3412
572550022,성남대로997번길,107,60,0.093,1,3418
571669669,둔촌대로,107,50,0.238,1,3419
572611319,사기막골로,107,50,0.061,1,3420
572655900,순암로,107,40,0.096,1,3422
572645745,,107,30,0.214,1,3432
572546180,도촌북로,107,50,0.453,1,3435
572645736,황송로,107,50,0.145,1,3436
572645817,,107,30,0.039,1,3440
572646893,공원로,107,40,0.036,1,3446
571647073,탄천로,107,60,0.302,1,3448
572541633,돌마로,107,60,0.059,1,3458
572642223,산성대로,107,60,0.024,1,3459
572672481,성남대로,103,60,0.053,1,3470
572611422,산성대로372번길,107,60,0.018,1,3476
572650418,둔촌대로457번길,107,50,0.126,1,3477
572646572,둔촌대로,107,60,0.081,1,3478
572640220,둔촌대로309번길,107,30,0.08,1,3481
571739764,,104,50,0.476,1,3489
572703438,동남로,104,50,0.037,1,3491
571679917,송이로,104,40,0.019,1,3492
572647566,동남로,104,50,0.044,1,3493
571711030,올림픽대로,108,40,0.034,1,3494
571783758,올림픽대로,102,80,0.16,1,3495
572672384,탄천동로,104,50,0.022,1,3512
572663535,위례중앙로,104,60,0.034,1,3515
571773484,송파대로,103,50,0.039,1,3519
571655932,동남로,104,40,0.119,1,3522
571649761,송파대로30길,104,30,0.037,1,3541
572710297,마천로,104,40,0.113,1,3543
572668789,위례송파로,104,40,0.049,1,3547
571772244,올림픽로,104,50,0.266,1,3548
571732118,올림픽로35다길,104,30,0.082,1,3555
572642442,마천로,104,40,0.239,1,3562
571734222,올림픽로43길,104,40,0.046,1,3565
571754673,선사로,104,50,0.257,1,3574
572782283,위례성대로,104,50,0.047,1,3576
571682060,,104,50,0.033,1,3579
571651587,송파대로,103,50,0.048,1,3582
571772955,강동대로,104,50,0.055,1,3589
571714117,올림픽로43길,104,40,0.157,1,3590
571715326,한가람로,104,30,0.314,1,3591
572603262,오금로,104,50,0.036,1,3592
572669040,분당수서간고속화도로,108,30,0.613,1,3606
571719958,삼전로,104,50,0.035,1,3610
571772959,강동대로,104,50,0.022,1,3625
571772885,강동대로,104,50,0.04,1,3626
571605241,도곡로,104,50,0.546,1,3634
571773455,송파대로,103,50,0.041,1,3642
571773282,위례성대로,104,50,0.122,1,3646
571742631,잠실로,104,50,0.026,1,3647
571663390,정의로,104,30,0.092,1,3653
572672048,,103,50,0.038,1,3654
572672086,새말로,104,40,0.057,1,3657
571702776,올림픽로,104,50,0.042,1,3661
572641260,동남로24길,104,30,0.248,1,3662
571714148,토성로,104,30,0.044,1,3663
572672444,헌릉로,104,50,0.04,1,3666
572782229,강동대로,104,60,0.049,1,3670
572668775,,104,30,0.573,1,3671
571774541,송파대로,103,50,0.028,1,3679
571743883,위례성대로,104,50,0.038,1,3682
572610471,동남로,104,50,0.119,1,3683
571772178,올림픽로,104,30,0.057,1,3687
572653220,,104,30,0.028,1,3689
571679907,송이로,104,40,0.095,1,3699
571772739,올림픽로,104,50,0.006,1,3713
572659390,,104,30,0.032,1,3719
572663115,헌릉로,104,50,0.107,1,3723
572663159,송파대로6길,104,30,0.02,1,3726
571739992,올림픽로35길,104,30,0.156,1,3729
571723764,석촌호수로,104,50,0.039,1,3732
572667482,,104,50,0.071,1,3734
571654604,중대로,104,50,0.053,1,3742
571771851,탄천동로,104,50,0.251,1,3744
571679937,양재대로,104,50,0.064,1,3754
572710327,마천로15길,104,40,0.179,1,3755
571773892,위례성대로,104,50,0.106,1,3757
571716512,가락로,104,30,0.034,1,3759
571679821,양재대로,104,50,0.06,1,3769
571726538,올림픽대로,108,30,0.028,1,3771
571724741,석촌호수로,104,50,0.031,1,3783
572661766,위례중앙로,104,60,0.04,1,3792
572767489,올림픽로,104,50,0.026,1,3795
572782504,양재대로,104,50,0.019,1,3800
571734476,풍성로26길,104,30,0.193,1,3804
572752699,동남로,104,50,0.117,1,3814
572610002,동남로,104,50,0.02,1,3815
571772310,오금로,104,30,0.02,1,3817
572668752,위례대로,104,50,0.106,1,3818
572663548,위례중앙로,104,50,0.034,1,3823
571604108,삼학사로1길,104,40,0.167,1,3824
571773071,올림픽로,104,50,0.044,1,3828
572749752,동남로,104,50,0.023,1,3829
571724803,올림픽로35다길,104,30,0.03,1,3830
571774402,송파대로,103,50,0.048,1,3834
572781762,위례성대로,104,50,0.065,1,3835
571679834,양재대로,104,50,0.021,1,3838
572782611,,104,30,0.061,1,3839
571611278,송파대로30길,104,30,0.135,1,3852
571772665,올림픽로,104,50,0.029,1,3857
571705867,올림픽로8길,104,30,0.117,1,3865
571701461,오금로,104,50,0.032,1,3883
572782448,양재대로,104,50,0.317,1,3895
572703679,동남로,104,60,0.036,1,3898
571762374,,104,30,0.047,1,3901
572643865,문정로,104,30,0.058,1,3902
571726337,올림픽로37길,104,30,0.025,1,3907
572651398,거마로,104,60,0.042,1,3923
571772288,올림픽로,104,50,0.054,1,3926
571605154,백제고분로,104,50,0.035,1,3931
571764616,,104,30,0.022,1,3933
572643862,성내천로,104,30,0.078,1,3940
572640001,분당수서간고속화도로,102,80,0.293,1,3943
571726964,도곡로61길,104,30,0.036,1,3944
571683030,새말로,104,50,0.053,1,3953
571605738,동남로,104,50,0.046,1,3957
571611201,가락로,104,40,0.177,1,3966
572781547,동남로,104,50,0.068,1,3972
572643201,동남로,104,50,0.035,1,3985
571773069,올림픽로,104,50,0.103,1,3988
571715049,오금로32길,104,30,0.102,1,3989
571744987,오금로,104,50,0.123,1,3990
571715191,한가람로,104,40,0.414,1,3993
571703222,올림픽대로,108,40,0.038,1,3995
571772804,도곡로,104,50,0.019,1,3996
571760259,도곡로,104,50,0.04,1,3997
572703921,중대로,104,50,0.034,1,4007
572662235,,104,50,0.046,1,4012
571742630,잠실로,104,30,0.143,1,4013
571664559,정의로,104,30,0.064,1,4015
571706102,올림픽대로,108,40,0.211,1,4016
572782767,양재대로,104,50,0.03,1,4023
571700586,올림픽로35길,104,30,0.046,1,4028
572672484,송파대로,103,50,0.042,1,4029
572751758,마천로,104,30,0.033,1,4035
572672385,탄천동로,104,50,0.018,1,4036
571771825,도곡로,104,50,0.02,1,4037
571772890,올림픽로,104,50,0.026,1,4039
571725017,올림픽로43길,104,30,0.172,1,4051
571714477,오금로,104,50,0.023,1,4055
572647030,문정로,104,50,0.146,1,4066
571773327,송파대로,103,50,0.045,1,4068
571646803,송이로,104,40,0.087,1,4077
571759939,올림픽로35길,104,30,0.03,1,4092
571765184,,104,30,0.007,1,4097
571774543,송파대로,103,50,0.01,1,4099
