grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank,핵심_인프라공백,제안시설,위험등급
다사745495,69.0,1,0,1,64.0,0.191,235.82,698.22,0.3536,15.4867,71.7319,87.2186,0.2029,21.46,61.1362,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.5446,1.6667,0.3577,1.6114,1.0,1.0,102.39,교통약자유동多,1353,0.16348,80.28,989,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사726528,69.0,1,0,1,17.0,0.1667,161.09,343.7,0.3275,7.0405,35.627,42.6675,0.1646,18.09,78.8882,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),단독주택,1.4942,1.8333,0.3015,1.7889,1.0,1.0,101.94,주거밀집,1357,0.16205,80.18,993,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사726509,77.0,2,0,1,0.0,0.0,1600.88,2596.99,0.337,65.2781,196.2848,261.5629,0.4071,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),근린공원,1.337,1.6667,1.0,1.0,1.14,1.0,195.61,통행피크위험,715,0.038194,79.94,1003,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사728515,69.0,1,0,1,33.0,0.0525,5284.84,13895.63,0.3345,296.4629,1164.2363,1460.6992,0.3731,26.24,46.0098,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),광장,1.387,1.5,0.4373,1.4601,1.5,1.0,137.49,통행피크위험,1090,0.14221,78.81,1031,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사728513,69.0,1,0,1,8.0,0.0214,7558.22,12994.54,0.3109,387.5019,1209.4096,1596.9115,0.4774,27.24,43.55,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),중심상업,1.3323,1.5,0.454,1.4355,1.5,1.0,134.8,통행피크위험,1115,0.134524,78.28,1044,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사725499,69.0,1,0,1,0.0,0,903.15,3947.62,0.2929,141.0962,253.4952,394.5914,0.581,47.84,99.4158,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),연결녹지,1.2929,1.5,0.7973,1.9942,1.3637,1.0405,301.9,주말방문집중 | 통행피크위험,368,0.134289,78.27,1045,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사731477,69.0,1,0,1,0.0,0,78.28,727.24,0.293,4.9804,34.2419,39.2223,0.4871,69.38,97.7507,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.293,1.6667,1.1563,1.9775,1.0,1.0,340.01,고속도로위험,312,0.132381,78.13,1047,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사731516,69.0,1,0,1,69.0,0.1704,743.08,1800.25,0.2871,70.9682,245.7711,316.7393,0.3364,,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),연결녹지,1.4575,2.0,1.0,1.0,1.2328,1.0,247.96,통행피크위험,494,0.122372,77.44,1088,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사746489,69.0,2,0,1,6.0,0.0606,1823.79,11140.94,0.3708,269.6191,765.2922,1034.9113,0.5227,30.54,20.611,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.4314,1.3333,0.509,1.2061,1.5,1.0113,122.63,교통약자유동多 | 통행피크위험,1208,0.118642,77.19,1104,child_zone_cnt / speedbump_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강,저위험
다사729503,70.0,2,0,1,0.0,0,950.16,3468.03,0.2919,152.8477,215.7011,368.5488,0.7143,23.86,53.1698,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2919,1.8333,0.3977,1.5317,1.3199,1.1072,147.59,주말방문집중 | 통행피크위험,1022,0.099213,76.94,1125,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사751480,69.0,1,0,1,0.0,0,165.43,1574.44,0.3607,15.4198,46.5583,61.9781,0.3762,35.23,99.95,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3607,1.6667,0.5872,1.9995,1.0,1.0,183.73,교통약자유동多,797,0.113101,76.8,1132,child_zone_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사722521,69.0,1,0,1,0.0,0,2613.84,4446.96,0.3594,91.9624,318.2187,410.1811,0.5522,18.05,85.3517,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),근린상업,1.3594,1.6667,0.3008,1.8535,1.3899,1.0261,124.31,교통약자유동多 | 주말방문집중 | 통행피크위험 | 상업지역,1199,0.11178,76.71,1139,child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사752471,69.0,1,0,1,0.0,0,126.39,1235.53,0.3553,7.9259,30.347,38.2729,0.4915,86.46,40.1687,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3553,2.0,1.441,1.4017,1.0,1.0,377.78,교통약자유동多 | 고속도로위험,250,0.109744,76.57,1152,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사736512,69.0,1,0,1,0.0,0.0,522.61,1732.52,0.3032,45.7435,108.4279,154.1714,0.4218,16.17,93.1031,3,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),단독주택,1.3032,1.5,0.2695,1.931,1.0,1.0,70.19,주거밀집,1472,0.099114,75.84,1198,child_zone_cnt / speedbump_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사756494,69.0,1,0,1,0.0,0,1072.9,5468.94,0.3417,142.8504,614.435,757.2854,0.4413,29.0,34.6206,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3417,1.6667,0.4833,1.3462,1.5,1.0,150.58,통행피크위험,1002,0.092085,75.35,1232,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사729532,69.0,1,0,1,0.0,0,752.62,3975.22,0.3263,81.2679,199.6263,280.8942,0.8876,61.57,0.2041,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.3263,2.0,1.0262,1.002,1.1725,1.1938,263.43,주말방문집중 | 통행피크위험 | 고속도로위험,446,0.090199,75.22,1241,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사742502,69.0,1,0,1,0.0,0,3398.13,9477.64,0.34,149.0137,544.8844,693.8981,0.3625,30.1,34.0082,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.34,1.6667,0.5017,1.3401,1.5,1.0,155.41,통행피크위험,968,0.08747,75.04,1253,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,저위험
다사721520,69.0,1,0,1,0.0,0,1409.85,2343.71,0.3649,48.8782,171.7908,220.669,0.5502,27.99,43.8751,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도로,1.3649,1.6667,0.4665,1.4388,1.0712,1.0251,115.69,교통약자유동多 | 주말방문집중 | 통행피크위험,1265,0.082675,74.7,1269,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사742494,69.0,1,0,1,0.0,0,2064.48,6251.65,0.3876,108.5469,390.94,499.4869,0.6935,38.2,13.0413,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3876,1.5,0.6367,1.1304,1.5,1.0968,170.06,교통약자유동多 | 주말방문집중 | 통행피크위험,877,0.079372,74.48,1293,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,저위험
다사731521,69.0,1,0,1,0.0,0,1081.24,2147.6,0.3743,35.4091,118.5958,154.0049,0.5227,24.88,40.2668,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),운동장,1.3743,1.8333,0.4147,1.4027,1.0,1.0113,102.27,교통약자유동多,1354,0.07833,74.4,1297,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사747513,69.0,1,0,1,0.0,0,5.93,49.79,0.3973,0.0207,2.8246,2.8453,0.1498,37.77,55.7779,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3973,1.6667,0.6295,1.5578,1.0,1.0,157.58,교통약자유동多,953,0.075803,74.23,1311,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,저위험
다사734506,69.0,1,0,1,0.0,0.0,223.73,528.54,0.3401,8.2725,26.1941,34.4666,0.4182,24.45,50.4551,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3401,1.6667,0.4075,1.5046,1.0,1.0,94.49,일반,1404,0.074014,74.11,1326,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사740518,69.0,1,0,1,0.0,0,16.12,92.99,0.3831,1.1799,7.2327,8.4126,0.4233,60.36,25.6436,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.3831,1.5,1.006,1.2564,1.0,1.0,180.93,교통약자유동多 | 고속도로위험,819,0.073933,74.1,1327,crosswalk_cnt / child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,저위험
다사749487,69.0,1,0,1,0.0,0,70.68,648.73,0.4193,12.1216,35.7139,47.8355,0.4911,24.91,32.5073,5,crosswalk_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.4193,1.8333,0.4152,1.3251,1.0,1.0,98.78,교통약자유동多 | 학교인근,1376,0.068911,73.75,1360,crosswalk_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 지능형 CCTV,저위험
다사731525,69.0,1,0,1,0.0,0,180.62,612.07,0.331,14.5174,53.693,68.2104,0.4333,60.2,1.0851,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.331,2.0,1.0033,1.0109,1.0,1.0,186.29,고속도로위험,773,0.067873,73.68,1364,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사732520,69.0,1,0,1,0.0,0,611.17,1931.66,0.3161,52.7598,226.9283,279.6881,0.2904,59.95,0.2325,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),일반상업,1.3161,1.8333,0.9992,1.0023,1.1704,1.0,195.14,통행피크위험 | 상업지역,716,0.066874,73.61,1368,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사730527,69.0,1,0,1,0.0,0,248.65,842.78,0.2699,15.7686,63.7386,79.5072,0.6269,51.94,10.2242,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2699,1.5,0.8657,1.1022,1.0,1.0635,133.38,주말방문집중,1122,0.066653,73.6,1370,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,저위험
다사731520,69.0,1,0,1,0.0,0,496.0,1505.02,0.3049,46.4356,178.6167,225.0523,0.3798,27.29,28.6516,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),운동장,1.3049,1.6667,0.4548,1.2865,1.0785,1.0,94.7,통행피크위험,1402,0.065944,73.55,1373,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사730485,69.0,1,0,1,0.0,0,104.69,774.94,0.3105,9.8273,46.0916,55.9189,0.3231,23.35,45.913,3,crosswalk_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3105,1.5,0.3892,1.4591,1.0,1.0,77.03,일반,1460,0.064745,73.47,1387,crosswalk_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도,저위험
다사730523,69.0,1,0,1,0.0,0.0,268.1,1096.6,0.3232,22.5777,89.7645,112.3422,0.4766,29.94,22.562,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도로,1.3232,1.6667,0.499,1.2256,1.0,1.0,93.06,일반,1411,0.062699,73.33,1394,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사725512,69.0,1,0,1,0.0,0.0,2184.61,3160.87,0.3408,79.1476,293.2341,372.3817,0.4499,34.91,12.8875,2,child_zone_cnt(없음) | speedbump_cnt(없음),근린공원,1.3408,1.3333,0.5818,1.1289,1.3264,1.0,107.46,통행피크위험,1321,0.061593,73.25,1400,child_zone_cnt / speedbump_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강,저위험
다사742474,69.0,1,0,1,0.0,0,4.65,116.14,0.4018,4.9067,4.2728,9.1795,0.6247,35.19,3.4514,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.4018,1.8333,0.5865,1.0345,1.0,1.0623,114.29,교통약자유동多 | 주말방문집중,1277,0.057778,72.99,1417,crosswalk_cnt / child_zone_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사727500,69.0,1,0,1,0.0,0,1079.92,5144.98,0.2885,215.5661,368.7459,584.312,0.5794,,,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),자족기능확보시설,1.2885,1.8333,1.0,1.0,1.5,1.0397,254.19,주말방문집중 | 통행피크위험,473,0.057474,72.97,1419,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사734465,69.0,1,0,1,0.0,0,7.49,214.82,0.3898,9.2461,9.228,18.4741,0.5908,37.21,1.0177,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3898,1.6667,0.6202,1.0102,1.0,1.0454,104.68,교통약자유동多 | 주말방문집중,1335,0.053415,72.69,1435,crosswalk_cnt / child_zone_cnt / cctv_cnt / cctv_cam_cnt,스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
다사723531,69.0,1,0,1,0.0,0,279.96,431.67,0.3345,5.4659,22.848,28.3139,0.4292,39.97,5.0614,2,child_zone_cnt(없음) | speedbump_cnt(없음),도로,1.3345,1.3333,0.6662,1.0506,1.0,1.0,85.93,일반,1438,0.046249,72.19,1451,child_zone_cnt / speedbump_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강,저위험
다사722498,69.0,1,0,1,0.0,0,155.9,814.29,0.312,19.1171,39.6861,58.8032,0.6616,,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.312,2.0,1.0,1.0,1.0,1.0808,195.69,주말방문집중,714,0.044841,72.09,1452,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,저위험
