grid_gid,epdo_total,epdo_avg,accident_cnt,사망_cnt,중상_cnt,경상_cnt,부상신고_cnt,상해없음_cnt,기타불명_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt
다사660282,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,2,0
다사689316,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사654304,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1
다사613301,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사616292,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사618302,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,9,0
다사657319,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사612294,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사657333,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
다사670321,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사596330,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사679300,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사619289,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사682308,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1
다사658297,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
다사656279,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사671341,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0
다사675348,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,11,1
다사607325,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사668340,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0
다사672307,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사633324,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669324,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
다사665319,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사648285,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사662323,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사684302,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사612291,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사691410,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사628346,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사618365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0
다사691383,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
다사660363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사668390,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사662348,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사681377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사660364,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
다사698406,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사676390,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,5,1,1,4,1
다사672403,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사663349,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사681394,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사678384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0
다사663381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사641347,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
다사654359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사647360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사648355,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사685413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2
다사669408,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0
다사680384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
다사646368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0
다사687390,8.0,4.0,2,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
다사674408,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사684409,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사643344,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,5,1
다사682407,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사672381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사652399,8.0,8.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0
다사692391,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,8,1
다사683413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4
다사676387,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,15,1
다사681403,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사677382,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
다사689397,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사671381,8.0,8.0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,4,4
다사671387,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사626373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사678389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0
다사679397,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사620369,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사653360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사659352,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
다사702399,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,6,3
다사684415,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사680377,8.0,8.0,1,0,0,1,0,0,0,1,1,0,0,1,0,2,7,0
다사682413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0
다사680407,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0
다사664350,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사704411,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사628345,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사685386,8.0,8.0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,4,1
다사685381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1
다사661355,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0
다사689398,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0
다사649380,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사647366,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,4,2,9,0
다사638365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사687391,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
다사680387,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,8,4
다사629348,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사670406,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1
다사707411,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사682389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,13,0
다사635349,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사679409,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2
다사650389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사668396,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사655343,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사639365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
다사635345,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사682416,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,5,0
다사660344,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사685387,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,4,0
다사694403,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
다사648343,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사670376,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,8,0
다사670391,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사690393,8.0,8.0,1,0,0,1,0,0,0,0,2,0,0,1,0,5,15,5
다사660360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사615332,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사664389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사699397,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,8,1
다사656359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사650360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사668388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사684413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0
다사668413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사676408,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사670375,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,4,1
다사675376,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
다사645368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,10,0
다사648358,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사694397,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2
다사668387,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사675377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0
다사690392,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3
다사701398,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2
다사668397,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사649384,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사689384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
다사676414,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
다사668406,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사692400,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사681413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
다사688407,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2
다사651343,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사682415,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사685380,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사695399,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1
다사679381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,10,1
다사655360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사640342,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사699395,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,1
다사677388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,25,2
다사685400,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669391,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사687415,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
다사678374,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1
다사683389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,14,0
다사668409,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사661351,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669409,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사689416,8.0,2.0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
다사684379,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0
다사686389,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0
다사682410,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사688393,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사671396,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0
다사646363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0
다사689381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0
다사699392,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
다사685383,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,2
다사669387,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사685410,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사689412,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
다사700406,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사682377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,1
다사694388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
다사680406,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사647365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사619368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사668405,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사665373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사667384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사673378,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,7,21,1
다사666377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사673375,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,12,0
다사681384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1
다사680413,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
다사641349,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사633351,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사652359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사670400,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사666373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사651394,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
다사648345,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사626335,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사673408,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1
다사671377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,4,1
다사684378,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사642346,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사644342,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사625361,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사676382,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,10,0
다사629334,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사666378,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0
다사672388,8.0,8.0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,4,2
다사679376,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사641364,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사703383,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사700372,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,7,0
다사702349,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사671366,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사693370,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사677355,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사711372,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사704385,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,9,0
다사679364,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사706377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사688351,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사663368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사711370,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사696358,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사704381,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
다사688353,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사665359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0
다사705401,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
다사716373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
다사697353,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사708405,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
다사669366,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사703376,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0
다사701350,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사680372,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0
다사713360,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,10,2
다사682363,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사705392,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,8,0
다사690380,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0
다사715384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
다사717363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사685375,8.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0
다사675365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사706381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,14,0
다사707400,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사711375,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사664359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사689365,8.0,8.0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,8,3
다사705371,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0
다사713415,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사692367,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사674359,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사662368,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
다사687363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사707380,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사700388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사717384,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
다사712377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사694350,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사700362,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사700394,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사690354,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
다사669368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,11,0
다사698388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
다사712414,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사706384,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사705382,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,12,0
다사697377,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사716369,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사678365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사700363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사691351,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
다사679366,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0
다사713369,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사690361,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사700350,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사704380,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0
다사676361,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사692368,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0
다사707404,8.0,4.0,2,0,0,1,0,0,0,1,0,0,0,0,4,1,1,1
다사697370,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
다사698373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0
다사666362,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669354,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0
다사702379,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사709372,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
다사713378,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사711379,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사698379,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,7,0
다사704373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
다사718382,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사708382,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사714388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사705388,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0
다사672365,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사702395,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,7,7
다사665370,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사678361,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사697386,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사694381,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,6
다사699385,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0
다사725368,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사720357,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사683366,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사710383,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사703379,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
다사708371,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사704348,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사674357,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,6
다사674360,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사693378,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사686351,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사708397,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0
다사696383,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,7,1
다사700373,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,9,0
다사685363,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사702394,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1
