grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank
다사650301,69.0,1,0,1,28.0,0.2258,5374.95,12113.93,0.272,450.4468,1069.3739,1519.8207,0.7042,20.86,74.5835,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.4978,1.5,0.3477,1.7458,1.5,1.1021,155.56,노인밀집거주 | 주말방문집중 | 통행피크위험,967,0.25118,86.33,767
다사398107,77.0,2,0,1,0.0,0,148.04,760.58,0.3027,14.8772,18.2851,33.1623,0.4053,40.08,99.925,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3027,2.0,0.668,1.9992,1.0,1.0,267.92,일반,441,0.120812,86.3,768
다사688380,78.0,4,0,1,0.0,0.0,1799.3,9882.06,0.3702,248.6169,1023.654,1272.2709,0.5678,40.75,17.0937,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3702,1.5,0.6792,1.1709,1.5,1.0339,197.72,교통약자유동多 | 주말방문집중 | 통행피크위험,702,0.106423,86.3,769
다사618466,77.0,2,0,1,0.0,0,113.27,743.15,0.286,4.4671,24.2784,28.7455,0.8454,52.52,68.8781,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.286,2.0,0.8753,1.6888,1.0,1.1727,343.31,주말방문집중,301,0.120683,86.29,770
다사670380,69.0,1,0,1,47.0,0.1992,1444.73,10363.27,0.3491,230.0234,734.1663,964.1897,0.5157,43.53,99.8001,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.5483,1.8333,0.7255,1.998,1.5,1.0078,429.18,교통약자유동多 | 통행피크위험,168,0.249338,86.2,771
다사641454,69.0,1,0,1,59.0,0.4538,158.65,497.17,0.3278,32.4833,86.7861,119.2694,0.5606,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.7816,1.6667,1.0,1.0,1.0,1.0303,211.1,노인밀집거주 | 주말방문집중,628,0.249235,86.2,772
다사691367,69.0,1,0,1,62.0,0.3647,422.51,3085.85,0.342,145.0089,293.619,438.6279,0.4469,49.42,3.8548,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7067,2.0,0.8237,1.0385,1.4378,1.0,289.67,노인밀집거주 | 통행피크위험,393,0.247144,86.05,773
다사721503,77.0,2,0,1,0.0,0,4512.32,13961.45,0.2945,497.521,940.6113,1438.1323,0.4604,33.68,26.7599,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),교통광장,1.2945,1.8333,0.5613,1.2676,1.5,1.0,195.03,통행피크위험,718,0.116307,85.96,774
다사704396,69.0,1,0,1,86.0,0.327,137.71,791.19,0.3992,23.4779,98.0852,121.5631,0.2433,15.45,89.4682,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.7262,1.6667,0.2575,1.8947,1.0,1.0,96.85,노인밀집거주 | 교통약자유동多,1390,0.2456,85.95,775
다사683418,70.0,2,0,1,73.0,0.1952,6879.95,10085.63,0.3231,348.4985,1110.7498,1459.2483,0.3845,18.17,80.2248,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),준주거용지,1.5183,1.5,0.3028,1.8022,1.5,1.0,130.5,통행피크위험,1149,0.227377,85.92,776
다사647300,77.0,2,0,1,0.0,0,323.14,1836.71,0.2536,27.7838,79.0875,106.8713,0.661,47.01,71.1402,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2536,2.0,0.7835,1.7114,1.0,1.0805,279.7,주말방문집중,416,0.115549,85.9,777
다사676422,77.0,2,0,1,0.0,0,325.14,1561.6,0.2918,16.1683,60.8985,77.0668,0.7005,86.63,37.5705,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공원,1.2918,2.0,1.4438,1.3757,1.0,1.1002,434.73,주말방문집중 | 고속도로위험,162,0.11546,85.89,778
다사692385,69.0,1,0,1,137.0,0.3713,36.05,209.18,0.355,9.0108,36.5617,45.5725,0.3775,24.32,51.2121,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7263,1.5,0.4053,1.5121,1.0,1.0,109.5,노인밀집거주 | 교통약자유동多,1308,0.243578,85.81,779
다사400111,77.0,2,0,1,0.0,0,581.05,2465.22,0.2866,53.1043,62.6876,115.7919,0.5412,34.83,99.875,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2866,1.3333,0.5805,1.9988,1.0,1.0206,156.42,일반,962,0.113337,85.73,780
다사443101,77.0,2,0,1,0.0,0,18.14,198.89,0.2916,2.2343,5.9519,8.1862,0.5693,84.81,45.6345,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2916,2.0,1.4135,1.4563,1.0,1.0347,423.65,주말방문집중 | 고속도로위험,179,0.113201,85.72,781
다사650294,77.0,3,0,1,0.0,0,2238.44,7429.82,0.2453,396.3934,674.9506,1071.344,0.4999,45.24,30.5851,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2453,1.8333,0.754,1.3059,1.5,1.0,259.64,통행피크위험,457,0.113007,85.7,782
다사464197,77.0,2,0,1,0.0,0,22.77,181.62,0.3182,0.0,7.9067,7.9067,0.4712,81.75,51.8657,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3182,2.0,1.3625,1.5187,1.0,1.0,420.06,고속도로위험,187,0.112843,85.69,783
다사691368,69.0,1,0,1,27.0,0.3375,420.04,3163.67,0.3542,131.9735,272.6372,404.6107,0.5177,35.63,33.0167,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6917,1.6667,0.5938,1.3302,1.3806,1.0089,214.04,노인밀집거주 | 교통약자유동多 | 통행피크위험,618,0.241928,85.69,784
다사537131,78.0,3,0,1,0.0,0,320.88,965.89,0.2785,33.069,79.7463,112.8153,0.4055,34.7,80.4728,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2785,1.5,0.5783,1.8047,1.0,1.0,156.12,일반,964,0.098526,85.69,785
다사641105,77.0,2,0,1,0.0,0,605.1,1036.76,0.2283,34.7033,128.4807,163.184,0.5461,90.86,33.8587,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.2283,2.0,1.5143,1.3386,1.0,1.0231,392.29,고속도로위험,215,0.112541,85.67,786
다사728481,77.0,2,0,1,0.0,0,25.31,235.47,0.2763,0.9889,9.3261,10.315,0.6797,69.95,51.535,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2763,2.0,1.1658,1.5153,1.0,1.0898,378.39,주말방문집중 | 고속도로위험,249,0.112464,85.66,787
다사649305,77.0,2,0,1,0.0,0,491.94,1837.19,0.2481,56.9766,109.1256,166.1022,0.6759,57.41,53.6704,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2481,2.0,0.9568,1.5367,1.0,1.0879,307.45,주말방문집중,354,0.112019,85.63,788
다사670436,69.0,1,0,1,102.0,0.3517,125.04,524.26,0.3284,24.9117,58.3686,83.2803,0.2852,28.52,47.459,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6801,2.0,0.4753,1.4746,1.0,1.0,162.5,노인밀집거주,923,0.241008,85.63,789
다사619324,77.0,2,0,1,0.0,0,307.46,1424.49,0.2468,2.9772,44.7894,47.7666,0.4047,80.13,53.6044,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공공공지,1.2468,2.0,1.3355,1.536,1.0,1.0,393.87,고속도로위험,214,0.111497,85.59,790
다사665482,78.0,3,0,1,0.0,0,918.81,6319.53,0.3522,220.4412,490.5553,710.9965,0.5586,30.13,33.4537,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3522,1.8333,0.5022,1.3345,1.5,1.0293,200.08,교통약자유동多 | 주말방문집중 | 통행피크위험,685,0.097142,85.58,791
다사395123,77.0,2,0,1,0.0,0,2753.91,14759.87,0.328,286.1829,341.4652,627.6481,0.4873,24.6,80.3108,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.328,1.3333,0.41,1.8031,1.5,1.0,151.19,통행피크위험,998,0.111326,85.57,792
다사658296,71.0,4,0,1,89.0,0.2348,1304.08,4217.08,0.3237,108.7818,390.4986,499.2804,0.5317,23.65,54.0385,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.5585,1.6667,0.3942,1.5404,1.5,1.0158,170.64,노인밀집거주 | 통행피크위험 | 학교인근,873,0.205101,85.56,793
다사662476,69.0,1,0,1,146.0,0.3252,962.01,5211.6,0.37,136.3667,319.0938,455.4605,0.5357,29.67,34.9705,5,crosswalk_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6952,1.8333,0.4945,1.3497,1.4661,1.0178,213.57,노인밀집거주 | 교통약자유동多 | 통행피크위험,620,0.239724,85.54,794
다사323129,77.0,2,0,1,0.0,0,2335.95,29085.22,0.394,354.3545,560.8315,915.186,0.4726,24.15,57.2989,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.394,1.5,0.4025,1.573,1.5,1.0,152.91,교통약자유동多 | 통행피크위험,986,0.108968,85.39,795
다사647287,77.0,2,0,1,0.0,0,184.83,927.22,0.2618,14.9464,39.7168,54.6632,0.5263,49.86,72.067,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2618,1.8333,0.831,1.7207,1.0,1.0131,258.03,일반,461,0.108715,85.37,796
다사721521,77.0,2,0,1,0.0,0,4478.0,8049.25,0.3548,148.6344,553.3385,701.9729,0.5089,24.49,57.2073,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),근린상업,1.3548,1.8333,0.4082,1.5721,1.5,1.0045,184.92,교통약자유동多 | 통행피크위험 | 상업지역,787,0.108122,85.33,797
다사741499,69.0,1,0,1,128.0,0.4038,143.1,407.04,0.352,9.4395,38.5484,47.9879,0.1388,27.05,23.2034,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.7558,1.6667,0.4508,1.232,1.0,1.0,112.14,노인밀집거주 | 교통약자유동多,1290,0.236587,85.32,798
다사703395,69.0,1,0,1,105.0,0.3344,55.74,323.01,0.3876,14.6145,66.7149,81.3294,0.2433,18.18,79.2506,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.722,1.3333,0.303,1.7925,1.0,1.0,86.04,노인밀집거주 | 교통약자유동多,1437,0.236277,85.3,799
다사668407,77.0,2,0,1,0.0,0,366.09,2016.43,0.2796,14.5338,50.5073,65.0411,0.6307,61.63,50.533,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2796,2.0,1.0272,1.5053,1.0,1.0654,324.63,주말방문집중 | 고속도로위험,325,0.10759,85.28,800
다사657468,77.0,2,0,1,7.0,0.0366,483.39,1872.97,0.3292,41.0173,129.5027,170.52,0.5386,19.67,70.0547,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3658,1.5,0.3278,1.7005,1.0,1.0193,89.63,일반,1427,0.107247,85.26,801
다사659443,78.0,3,0,1,0.0,0,309.16,1737.35,0.3295,42.8818,81.7205,124.6023,0.582,40.13,49.0551,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3295,1.8333,0.6688,1.4906,1.0,1.041,197.3,주말방문집중,707,0.092974,85.25,802
다바456972,77.0,2,0,1,0.0,0,32.36,281.85,0.3161,0.8895,9.6341,10.5236,0.486,84.97,39.7731,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3161,2.0,1.4162,1.3977,1.0,1.0,401.19,고속도로위험,211,0.107025,85.24,803
다사644338,77.0,2,0,1,0.0,0,823.14,4818.9,0.216,294.5863,241.4308,536.0171,0.4878,80.79,17.2459,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.216,2.0,1.3465,1.1725,1.5,1.0,443.47,통행피크위험 | 고속도로위험,152,0.106911,85.23,804
다사693359,78.0,3,0,1,0.0,0,5.99,56.66,0.3175,0.095,1.487,1.582,0.6381,63.1,29.4759,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3175,2.0,1.0517,1.2948,1.0,1.0691,299.22,주말방문집중 | 고속도로위험,375,0.0927,85.23,805
다사652473,77.0,2,0,1,0.0,0,501.96,2958.36,0.3397,99.1512,237.1589,336.3101,0.7456,18.85,76.6071,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3397,1.5,0.3142,1.7661,1.2657,1.1228,122.02,주말방문집중 | 통행피크위험,1217,0.10685,85.23,806
다사314121,77.0,2,0,1,0.0,0,71.16,1108.62,0.4049,12.2152,17.4865,29.7017,0.5515,49.99,62.1206,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.4049,2.0,0.8332,1.6212,1.0,1.0257,299.76,교통약자유동多 | 주말방문집중,371,0.106696,85.22,807
다사657459,69.0,1,0,1,55.0,0.267,1114.33,5659.63,0.2896,237.3931,500.6692,738.0623,0.4657,51.3,53.4275,2,crosswalk_cnt(없음) | child_zone_cnt(없음),미분류,1.5566,1.3333,0.855,1.5343,1.5,1.0,281.79,노인밀집거주 | 통행피크위험,413,0.234903,85.21,808
다사662266,69.0,1,0,1,136.0,0.2793,162.47,665.53,0.3589,13.9998,32.7269,46.7267,0.4134,19.83,90.7234,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6382,2.0,0.3305,1.9072,1.0,1.0,142.5,노인밀집거주 | 교통약자유동多,1051,0.234883,85.21,809
다사658119,78.0,3,0,1,0.0,0.0,8105.94,7790.62,0.2774,110.8349,286.1625,396.9974,0.4744,20.95,64.3571,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),단독주택,1.2774,1.5,0.3492,1.6436,1.3678,1.0,117.33,통행피크위험 | 주거밀집,1249,0.092346,85.2,810
다사643446,75.0,2,0,1,19.0,0.1195,293.16,1357.39,0.2941,96.7942,159.3348,256.129,0.5535,29.25,42.9371,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.4136,1.5,0.4875,1.4294,1.1308,1.0268,128.67,주말방문집중 | 통행피크위험,1163,0.135923,85.19,811
다사550094,77.0,2,0,1,0.0,0,37.94,460.07,0.2524,14.4613,16.2356,30.6969,0.5836,45.89,74.0424,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2524,1.6667,0.7648,1.7404,1.0,1.0418,222.88,주말방문집중,572,0.105841,85.15,812
다사549120,77.0,2,0,1,0.0,0,555.64,2189.53,0.2781,50.4446,82.1352,132.5798,0.6204,51.23,66.0873,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2781,1.5,0.8538,1.6609,1.0,1.0602,221.94,주말방문집중,577,0.105603,85.13,813
다사665368,77.0,2,0,1,0.0,0,130.08,1725.83,0.2792,11.7082,59.0478,70.756,0.9413,59.56,33.1173,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2792,2.0,0.9927,1.3312,1.0,1.2207,317.78,주말방문집중,336,0.105004,85.09,814
다사698432,69.0,1,0,1,37.0,0.3304,836.89,1661.65,0.3443,40.5548,156.9191,197.4739,0.3304,28.16,59.0952,2,child_zone_cnt(없음) | speedbump_cnt(없음),아파트,1.6747,1.3333,0.4693,1.591,1.0322,1.0,118.74,노인밀집거주 | 교통약자유동多 | 통행피크위험 | 주거밀집,1234,0.232733,85.06,815
다사676352,69.0,1,0,1,93.0,0.2943,102.76,464.81,0.3536,24.018,62.2806,86.2986,0.2876,13.85,90.1015,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6479,1.8333,0.2308,1.901,1.0,1.0,91.46,노인밀집거주 | 교통약자유동多,1422,0.232486,85.04,816
다사468036,69.0,1,0,1,52.0,0.327,129.21,546.37,0.3141,14.1912,28.9642,43.1554,0.2258,15.18,85.362,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.6411,1.3333,0.253,1.8536,1.0,1.0,70.8,노인밀집거주,1471,0.232486,85.04,817
다사664360,77.0,2,0,1,0.0,0,46.86,411.39,0.2746,1.0484,15.8682,16.9166,0.4569,72.04,48.1163,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2746,2.0,1.2007,1.4812,1.0,1.0,349.09,고속도로위험,293,0.1043,85.03,818
다사742495,69.0,1,0,1,28.0,0.3333,708.84,2143.02,0.3732,39.0289,144.3278,183.3567,0.6377,36.95,17.1088,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7065,2.0,0.6158,1.1711,1.0084,1.0689,183.06,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,801,0.232167,85.02,819
다사686343,69.0,1,0,1,64.0,0.3107,118.31,595.88,0.3335,34.8262,56.0284,90.8546,0.3598,23.27,64.9995,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6442,1.8333,0.3878,1.65,1.0,1.0,133.08,노인밀집거주,1124,0.23067,84.92,820
다사659062,77.0,2,0,1,0.0,0,5309.95,4768.61,0.2468,36.4102,84.6476,121.0578,0.4295,35.19,76.6536,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.2468,1.8333,0.5865,1.7665,1.0,1.0,182.35,일반,808,0.102745,84.91,821
다사677376,69.0,1,0,1,206.0,0.4527,52.2,318.84,0.4154,12.8399,46.6159,59.4558,0.1135,,,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.8681,1.5,1.0,1.0,1.0,1.0,193.35,노인밀집거주 | 교통약자유동多,731,0.230267,84.89,822
다사699393,78.0,3,0,1,0.0,0,451.89,2677.24,0.3671,119.695,488.0846,607.7796,0.45,33.34,36.827,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3671,1.5,0.5557,1.3683,1.5,1.0,182.43,교통약자유동多 | 통행피크위험,807,0.088366,84.89,823
다사732497,77.0,2,0,1,0.0,0,267.91,1158.07,0.3539,29.6338,95.0603,124.6941,0.3386,31.76,85.7197,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3539,1.6667,0.5293,1.8572,1.0,1.0,170.8,교통약자유동多,871,0.102525,84.89,824
다사646125,77.0,2,0,1,12.0,0.0952,269.55,659.45,0.201,26.8749,40.9436,67.8185,0.2826,27.95,31.2564,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),도시지원시설용지,1.2962,1.6667,0.4658,1.3126,1.0,1.0,101.71,일반,1359,0.102408,84.89,825
다사659450,69.0,1,0,1,85.0,0.3069,328.55,1437.21,0.3155,57.6336,166.8223,224.4559,0.3633,23.97,63.3754,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6224,1.6667,0.3995,1.6338,1.0775,1.0,131.22,노인밀집거주 | 통행피크위험,1145,0.229874,84.86,826
다사590125,77.0,3,0,1,0.0,0,2889.38,6195.55,0.3034,181.7312,557.6158,739.347,0.5337,22.79,51.4317,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3034,1.6667,0.3798,1.5143,1.5,1.0169,146.74,통행피크위험,1029,0.101876,84.84,827
다사678407,77.0,2,0,1,0.0,0,2154.94,7438.07,0.3033,193.9406,531.7,725.6406,0.6044,38.13,31.4654,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),공공공지,1.3033,1.8333,0.6355,1.3147,1.5,1.0522,242.61,주말방문집중 | 통행피크위험,513,0.101611,84.82,828
다사677343,69.0,1,0,1,52.0,0.3467,114.25,556.48,0.3521,22.885,53.08,75.965,0.5478,47.56,4.415,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6988,2.0,0.7927,1.0441,1.0,1.0239,198.67,노인밀집거주 | 교통약자유동多,695,0.228746,84.78,829
다사678449,69.0,1,0,1,99.0,0.2526,866.16,4111.94,0.3627,132.7818,241.45,374.2318,0.6097,20.7,81.0061,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6153,1.6667,0.345,1.8101,1.3295,1.0549,162.7,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,920,0.228507,84.77,830
다사636082,77.0,2,0,1,0.0,0,519.44,2289.4,0.1921,166.8065,121.1709,287.9774,0.7929,35.89,55.8916,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.1921,1.5,0.5982,1.5589,1.1844,1.1464,174.34,주말방문집중 | 통행피크위험,857,0.100322,84.72,831
다사646457,77.0,2,0,1,0.0,0,1635.44,4976.59,0.2915,196.8988,1052.9871,1249.8859,0.4301,40.05,8.7464,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2915,1.8333,0.6675,1.0875,1.5,1.0,198.51,통행피크위험,698,0.100045,84.7,832
다사727501,77.0,2,0,1,0.0,0,912.04,4363.72,0.2941,133.3785,295.4804,428.8589,0.5452,20.32,69.6198,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2941,1.5,0.3387,1.6962,1.4214,1.0226,124.81,통행피크위험,1195,0.099162,84.64,833
다사590122,69.0,1,0,1,46.0,0.2911,437.9,1163.11,0.2949,33.1858,120.0631,153.2489,0.3419,21.11,80.1846,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.586,1.5,0.3518,1.8018,1.0,1.0,104.05,노인밀집거주,1339,0.225885,84.59,834
다사677444,69.0,1,0,1,80.0,0.332,628.5,2645.49,0.3547,74.7825,186.7194,261.5019,0.414,37.6,14.1059,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6867,2.0,0.6267,1.1411,1.1399,1.0,189.74,노인밀집거주 | 교통약자유동多 | 통행피크위험,753,0.22517,84.54,835
다사649284,77.0,2,0,1,0.0,0,1422.67,3390.18,0.291,41.6634,115.81,157.4734,0.5493,61.81,34.7237,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.291,2.0,1.0302,1.3472,1.0,1.0247,282.75,고속도로위험,409,0.097807,84.53,836
다사674464,77.0,2,0,1,0.0,0,4602.84,18509.04,0.3649,208.2124,888.174,1096.3864,0.5841,42.16,11.6747,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3649,1.5,0.7027,1.1167,1.5,1.042,193.35,교통약자유동多 | 주말방문집중 | 통행피크위험,730,0.097824,84.53,837
다사657119,77.0,2,0,1,6.0,0.1071,10970.37,8094.7,0.2947,127.8974,276.3685,404.2659,0.5581,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),단독주택,1.4018,1.6667,1.0,1.0,1.38,1.0291,255.49,주말방문집중 | 통행피크위험 | 주거밀집,469,0.097442,84.5,838
