gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat,hght_class,grid_gid
,경기도 성남시 수정구 신흥동 1237번지,해당도로명 주소 인근,,12.0,,,127.1481121572705,37.44755794513889,nan,다사688387
,경기도 성남시 수정구 신흥동 2020번지,해당도로명 주소 인근,,9.0,,,127.1484767775815,37.44557797653002,nan,다사689385
,경기도 성남시 수정구 신흥동 955번지,해당도로명 주소 인근,,6.0,,,127.146710474294,37.44948180629221,nan,다사687389
,경기도 성남시 수정구 신흥동 860번지,해당도로명 주소 인근,,6.0,,,127.1480033442382,37.45080309854164,nan,다사688391
,경기도 성남시 수정구 신흥동 906번지,해당도로명 주소 인근,,6.0,,,127.1473856084657,37.45025159427392,nan,다사688390
,경기도 성남시 수정구 산성동 2134-1번지,해당도로명 주소 인근,,5.0,,,127.1496245400205,37.45219063472774,nan,다사690392
,경기도 성남시 수정구 수진동 4731번지,해당도로명 주소 인근,,3.0,,,127.1185478702619,37.43265879766363,nan,다사662371
,경기도 성남시 수정구 신흥동 2537번지,해당도로명 주소 인근,,5.0,,,127.1491328492417,37.44270780272259,nan,다사689382
,경기도 성남시 수정구 신흥동 2808-1번지,해당도로명 주소 인근,,6.0,,,127.1477325476361,37.44293020206835,nan,다사688382
,경기도 성남시 수정구 신흥동 181번지,해당도로명 주소 인근,,2.0,,,127.1487209323349,37.45152393508635,nan,다사689392
,경기도 성남시 수정구 신흥동 4950번지,해당도로명 주소 인근,,4.0,,,127.140310546387,37.44116333587229,nan,다사681380
,경기도 성남시 수정구 수진동 625번지,해당도로명 주소 인근,,4.0,,,127.1365285207582,37.44005782107621,nan,다사678379
,경기도 성남시 수정구 신흥동 5084번지,해당도로명 주소 인근,,4.0,,,127.1400728633611,37.44191487787594,nan,다사681381
,경기도 성남시 수정구 신흥동 5410번지,해당도로명 주소 인근,,6.0,,,127.140238557796,37.44256120244608,nan,다사681382
,경기도 성남시 수정구 신흥동 5733번지,해당도로명 주소 인근,,3.0,,,127.1384727309285,37.44142978179332,nan,다사680380
,경기도 성남시 수정구 신흥동 6078번지,해당도로명 주소 인근,,3.0,,,127.1381799832425,37.44094117029604,nan,다사679380
,경기도 성남시 수정구 신흥동 6030번지,해당도로명 주소 인근,,4.0,,,127.1375419284331,37.44086867374322,nan,다사679380
,경기도 성남시 수정구 신흥동 5584번지,해당도로명 주소 인근,,5.0,,,127.1377296945623,37.44181417082197,nan,다사679381
,경기도 성남시 수정구 신흥동 5599번지,해당도로명 주소 인근,,5.0,,,127.138357653376,37.4419967144924,nan,다사680381
,경기도 성남시 수정구 신흥동 5623번지,해당도로명 주소 인근,,5.0,,,127.1387204550707,37.44210572410803,nan,다사680381
,경기도 성남시 수정구 신흥동 5400번지,해당도로명 주소 인근,,5.0,,,127.1393247014808,37.44228728927231,nan,다사680381
,경기도 성남시 수정구 오야동 288-38번지,해당도로명 주소 인근,,6.0,,,127.1041019914726,37.45345663551812,nan,다사649394
,경기도 성남시 수정구 태평동 3456번지,해당도로명 주소 인근,,5.0,,,127.1366157835171,37.44321113151823,nan,다사678382
,경기도 성남시 수정구 수진동 3257번지,해당도로명 주소 인근,,3.0,,,127.1308754560389,37.43898011342285,nan,다사673378
,경기도 성남시 수정구 수진동 3164번지,해당도로명 주소 인근,,3.0,,,127.1304780092912,37.4382641485067,nan,다사673377
,경기도 성남시 수정구 수진동 3308번지,해당도로명 주소 인근,,3.0,,,127.131433251067,37.43854906461842,nan,다사673377
,경기도 성남시 수정구 수진동 3490번지,해당도로명 주소 인근,,4.0,,,127.1320415607884,37.4382046880223,nan,다사674377
,경기도 성남시 수정구 수진동 4380번지,해당도로명 주소 인근,,4.0,,,127.132655354981,37.43750168337979,nan,다사675376
,경기도 성남시 수정구 수진동 3724번지,해당도로명 주소 인근,,4.0,,,127.1309024214953,37.43699224131381,nan,다사673376
,경기도 성남시 수정구 태평동 78번지,해당도로명 주소 인근,,4.0,,,127.1399907819102,37.4506472846664,nan,다사681391
,경기도 성남시 수정구 태평동 3068번지,해당도로명 주소 인근,,3.0,,,127.135011673217,37.44727579535051,nan,다사677387
,경기도 성남시 수정구 태평동 2749번지,해당도로명 주소 인근,,4.0,,,127.1375426435234,37.44850996665599,nan,다사679388
,경기도 성남시 수정구 태평동 965번지,해당도로명 주소 인근,,4.0,,,127.1352886225693,37.44871509878444,nan,다사677388
,경기도 성남시 수정구 태평동 2643번지,해당도로명 주소 인근,,3.0,,,127.138922360523,37.4475787684987,nan,다사680387
,경기도 성남시 수정구 태평동 2765번지,해당도로명 주소 인근,,3.0,,,127.1379236247181,37.4473117568363,nan,다사679387
,경기도 성남시 수정구 태평동 3068번지,해당도로명 주소 인근,,4.0,,,127.135011109133,37.44727547129616,nan,다사677387
,경기도 성남시 수정구 태평동 958번지,해당도로명 주소 인근,,4.0,,,127.1349180726241,37.4484675640724,nan,다사677388
,경기도 성남시 수정구 태평동 643번지,해당도로명 주소 인근,,2.0,,,127.1335635477243,37.44874414442042,nan,다사675389
,경기도 성남시 수정구 태평동 1698번지,해당도로명 주소 인근,,3.0,,,127.1396812667201,37.4501024830253,nan,다사681390
,경기도 성남시 수정구 태평동 1689번지,해당도로명 주소 인근,,4.0,,,127.1395712416857,37.45034182819364,nan,다사681390
,경기도 성남시 수정구 단대동 184-4번지,해당도로명 주소 인근,,3.0,,,127.1554066165178,37.44761881107105,nan,다사695387
,경기도 성남시 수정구 단대동 184-7번지,해당도로명 주소 인근,,3.0,,,127.1551721061059,37.44746916555744,nan,다사694387
,경기도 성남시 수정구 단대동 167-6번지,해당도로명 주소 인근,,6.0,,,127.1561278850809,37.448123954324,nan,다사695388
,경기도 성남시 수정구 단대동 154-4번지,해당도로명 주소 인근,,8.0,,,127.1571614580652,37.44863120213175,nan,다사696388
,경기도 성남시 수정구 단대동 114-3번지,해당도로명 주소 인근,,6.0,,,127.1582095219477,37.44961593447694,nan,다사697389
,경기도 성남시 수정구 단대동 120-4번지,해당도로명 주소 인근,,5.0,,,127.1566920237232,37.45161101911864,nan,다사696392
,경기도 성남시 수정구 단대동 123-1번지,해당도로명 주소 인근,,6.0,,,127.1563870012977,37.45046843649634,nan,다사696390
,경기도 성남시 수정구 단대동 142-14번지,해당도로명 주소 인근,,6.0,,,127.1559394477408,37.4495836577139,nan,다사695389
,경기도 성남시 수정구 단대동 93-31번지,해당도로명 주소 인근,,7.0,,,127.1592984399824,37.45214912874737,nan,다사698392
,경기도 성남시 수정구 단대동 83-1번지,해당도로명 주소 인근,,7.0,,,127.1581448097767,37.45247835273694,nan,다사697393
,경기도 성남시 수정구 산성동 503-1번지,해당도로명 주소 인근,,4.0,,,127.1548134196323,37.45548741104994,nan,다사694396
,경기도 성남시 수정구 산성동 2205-12번지,해당도로명 주소 인근,,3.0,,,127.153790626626,37.45324557037989,nan,다사693393
,경기도 성남시 수정구 창곡동 38-3번지,해당도로명 주소 인근,,16.0,,,127.134149354486,37.4712745778832,nan,다사676414
,경기도 성남시 수정구 창곡동 279번지,해당도로명 주소 인근,,7.0,,,127.1525904785157,37.46719053065054,nan,다사692409
,경기도 성남시 수정구 창곡동 294-3번지,해당도로명 주소 인근,,7.0,,,127.1510077219003,37.46741530570277,nan,다사691409
,경기도 성남시 수정구 창곡동 209-2번지,해당도로명 주소 인근,,16.0,,,127.1526455591878,37.46995249693852,nan,다사692412
,경기도 성남시 수정구 창곡동 299번지,해당도로명 주소 인근,,7.0,,,127.1500661381972,37.46779174848254,nan,다사690410
,경기도 성남시 수정구 창곡동 525-11번지,해당도로명 주소 인근,,9.0,,,127.1501918500943,37.46885466059756,nan,다사690411
,경기도 성남시 수정구 창곡동 568-2번지,해당도로명 주소 인근,,9.0,,,127.1501070680298,37.46847261479473,nan,다사690410
,경기도 성남시 수정구 창곡동 169-3번지,해당도로명 주소 인근,,16.0,,,127.1509204110313,37.4698254123649,nan,다사691412
,경기도 성남시 수정구 창곡동 240-1번지,해당도로명 주소 인근,,16.0,,,127.1543498297689,37.47178324079092,nan,다사694414
,경기도 성남시 수정구 창곡동 239-8번지,해당도로명 주소 인근,,16.0,,,127.154377873715,37.47219735844375,nan,다사694414
,경기도 성남시 수정구 창곡동 164-7번지,해당도로명 주소 인근,,9.0,,,127.1503462772854,37.47133011426487,nan,다사690414
,경기도 성남시 수정구 창곡동 187-14번지,해당도로명 주소 인근,,9.0,,,127.1502876043594,37.47039167530144,nan,다사690412
,경기도 성남시 수정구 창곡동 513-3번지,해당도로명 주소 인근,,9.0,,,127.150411915699,37.47239671119883,nan,다사690415
,경기도 성남시 수정구 창곡동 산70-31번지,해당도로명 주소 인근,,8.0,,,127.1491607181795,37.46458053663238,nan,다사689406
,경기도 성남시 수정구 창곡동 585-5번지,해당도로명 주소 인근,,9.0,,,127.1484204041405,37.46497553536319,nan,다사689406
,경기도 성남시 수정구 창곡동 424-1번지,해당도로명 주소 인근,,9.0,,,127.1463684631973,37.46433215751388,nan,다사687406
,경기도 성남시 수정구 창곡동 424번지,해당도로명 주소 인근,,13.0,,,127.1458784384878,37.46422641671102,nan,다사686406
,경기도 성남시 수정구 창곡동 586-12번지,해당도로명 주소 인근,,7.0,,,127.1462372744566,37.46403565517808,nan,다사687405
,경기도 성남시 수정구 창곡동 415-23번지,해당도로명 주소 인근,,10.0,,,127.1441956466715,37.46420961167534,nan,다사685406
,경기도 성남시 수정구 창곡동 415-53번지,해당도로명 주소 인근,,9.0,,,127.1447836566178,37.46413084231242,nan,다사685406
,경기도 성남시 수정구 창곡동 412-3번지,해당도로명 주소 인근,,9.0,,,127.1431031465812,37.4647383066112,nan,다사684406
,경기도 성남시 수정구 창곡동 415-36번지,해당도로명 주소 인근,,9.0,,,127.1434084850919,37.46357269336784,nan,다사684405
,경기도 성남시 수정구 창곡동 397-6번지,해당도로명 주소 인근,,15.0,,,127.1419038765821,37.46445376434608,nan,다사683406
,경기도 성남시 수정구 창곡동 산83-9번지,해당도로명 주소 인근,,13.0,,,127.141830055673,37.46461090942307,nan,다사683406
,경기도 성남시 수정구 단대동 185-15번지,해당도로명 주소 인근,,4.0,,,127.1548559893245,37.44813482819416,nan,다사694388
,경기도 성남시 수정구 신흥동 2440-1번지,해당도로명 주소 인근,,6.0,,,127.1541381301341,37.44793125910384,nan,다사694388
,경기도 성남시 수정구 신흥동 2440-1번지,해당도로명 주소 인근,,6.0,,,127.1538627262419,37.44826987633076,nan,다사693388
,경기도 성남시 수정구 단대동 190-1번지,해당도로명 주소 인근,,4.0,,,127.1540031953459,37.44935933356713,nan,다사693389
,경기도 성남시 수정구 단대동 127번지,해당도로명 주소 인근,,5.0,,,127.1548802622048,37.44952896546418,nan,다사694389
,경기도 성남시 수정구 단대동 126번지,해당도로명 주소 인근,,5.0,,,127.1555241195741,37.45040753893097,nan,다사695390
,경기도 성남시 수정구 단대동 126번지,해당도로명 주소 인근,,5.0,,,127.1557480563771,37.45031270191736,nan,다사695390
,경기도 성남시 수정구 단대동 80번지,해당도로명 주소 인근,,5.0,,,127.1571420309296,37.45240114302504,nan,다사696393
,경기도 성남시 수정구 단대동 6986번지,해당도로명 주소 인근,,6.0,,,127.1568794680393,37.4517815726773,nan,다사696392
,경기도 성남시 수정구 신흥동 2354번지,해당도로명 주소 인근,,5.0,,,127.1530755815172,37.44776140249344,nan,다사693387
,경기도 성남시 수정구 단대동 78번지,해당도로명 주소 인근,,6.0,,,127.1564973889566,37.45303121412179,nan,다사696393
,경기도 성남시 수정구 산성동 2207번지,해당도로명 주소 인근,,6.0,,,127.155103934285,37.4542258790709,nan,다사694395
,경기도 성남시 수정구 단대동 78번지,해당도로명 주소 인근,,4.0,,,127.1564232924751,37.45285157018576,nan,다사696393
,경기도 성남시 수정구 단대동 76-1번지,해당도로명 주소 인근,,4.0,,,127.1582156808714,37.45269501546192,nan,다사697393
,경기도 성남시 수정구 창곡동 550-9번지,해당도로명 주소 인근,,10.0,,,127.1392454503958,37.46490218478803,nan,다사680406
,경기도 성남시 수정구 창곡동 338-3번지,해당도로명 주소 인근,,12.0,,,127.1475187412206,37.46522320093889,nan,다사688407
,경기도 성남시 수정구 창곡동 297-1번지,해당도로명 주소 인근,,8.0,,,127.1491406921948,37.46724700009162,nan,다사689409
,경기도 성남시 수정구 창곡동 584-13번지,해당도로명 주소 인근,,9.0,,,127.148238472657,37.46611065096346,nan,다사688408
,경기도 성남시 수정구 창곡동 579-1번지,해당도로명 주소 인근,,7.0,,,127.1492286553611,37.4667252642743,nan,다사689408
,경기도 성남시 수정구 창곡동 584-9번지,해당도로명 주소 인근,,7.0,,,127.1478713938248,37.46526706972454,nan,다사688407
,경기도 성남시 수정구 창곡동 297-2번지,해당도로명 주소 인근,,6.0,,,127.1494792611922,37.46751836913099,nan,다사690409
,경기도 성남시 수정구 창곡동 176-7번지,해당도로명 주소 인근,,16.0,,,127.1489623713717,37.46990246188363,nan,다사689412
,경기도 성남시 수정구 창곡동 159번지,해당도로명 주소 인근,,13.0,,,127.1460792491504,37.4697132300386,nan,다사687412
,경기도 성남시 수정구 창곡동 산83-8번지,해당도로명 주소 인근,,13.0,,,127.1428474738512,37.46577973109902,nan,다사684407
,경기도 성남시 수정구 창곡동 563-1번지,해당도로명 주소 인근,,7.0,,,127.1417450098258,37.46716550035072,nan,다사683409
,경기도 성남시 수정구 창곡동 564번지,해당도로명 주소 인근,,7.0,,,127.1416769717427,37.46716847886228,nan,다사683409
,경기도 성남시 수정구 창곡동 317-1번지,해당도로명 주소 인근,,13.0,,,127.1444126348646,37.46770243165038,nan,다사685410
,경기도 성남시 수정구 창곡동 320-2번지,해당도로명 주소 인근,,10.0,,,127.1445409637507,37.46761246112555,nan,다사685409
,경기도 성남시 수정구 창곡동 111-1번지,해당도로명 주소 인근,,16.0,,,127.1405706135517,37.46994622016529,nan,다사682412
,경기도 성남시 수정구 창곡동 552-11번지,해당도로명 주소 인근,,10.0,,,127.1386288314071,37.46701298615313,nan,다사680409
,경기도 성남시 수정구 창곡동 550-8번지,해당도로명 주소 인근,,10.0,,,127.137950097186,37.46574727501046,nan,다사679407
,경기도 성남시 수정구 창곡동 551-17번지,해당도로명 주소 인근,,10.0,,,127.1381828117637,37.4660975203317,nan,다사680408
,경기도 성남시 수정구 창곡동 390-1번지,해당도로명 주소 인근,,8.0,,,127.1393906753471,37.46725918600711,nan,다사681409
,경기도 성남시 수정구 창곡동 544-10번지,해당도로명 주소 인근,,8.0,,,127.1386514597303,37.46728755383975,nan,다사680409
,경기도 성남시 수정구 창곡동 386번지,해당도로명 주소 인근,,8.0,,,127.1379009895443,37.46731776672398,nan,다사679409
,경기도 성남시 수정구 복정동 203-2번지,해당도로명 주소 인근,,10.0,,,127.1370598224405,37.46656885214681,nan,다사679408
,경기도 성남시 수정구 단대동 76-1번지,해당도로명 주소 인근,,4.0,,,127.158317213714,37.4529068769011,nan,다사697393
,경기도 성남시 수정구 단대동 76-1번지,해당도로명 주소 인근,,5.0,,,127.1583478244285,37.45299476106271,nan,다사697393
,경기도 성남시 수정구 단대동 78번지,해당도로명 주소 인근,,5.0,,,127.1571911706739,37.4527729351904,nan,다사696393
,경기도 성남시 수정구 단대동 78번지,해당도로명 주소 인근,,6.0,,,127.1572815810665,37.45274823858027,nan,다사696393
,경기도 성남시 수정구 단대동 81번지,해당도로명 주소 인근,,5.0,,,127.1576985889093,37.45263727652106,nan,다사697393
,경기도 성남시 수정구 단대동 83-1번지,해당도로명 주소 인근,,4.0,,,127.1578941475316,37.45258266964874,nan,다사697393
,경기도 성남시 수정구 단대동 66-4번지,해당도로명 주소 인근,,6.0,,,127.160561828264,37.45504066972886,nan,다사699395
,경기도 성남시 수정구 산성동 2208-1번지,해당도로명 주소 인근,,5.0,,,127.1533288274941,37.45439351655345,nan,다사693395
,경기도 성남시 수정구 산성동 1103번지,해당도로명 주소 인근,,5.0,,,127.153472504923,37.45472488627921,nan,다사693395
,경기도 성남시 수정구 산성동 511-2번지,해당도로명 주소 인근,,3.0,,,127.1546553354119,37.45509909748155,nan,다사694396
,경기도 성남시 수정구 복정동 202번지,해당도로명 주소 인근,,7.0,,,127.1373090253724,37.46734074583587,nan,다사679409
,경기도 성남시 수정구 복정동 204-7번지,해당도로명 주소 인근,,9.0,,,127.1370998070106,37.46578354079482,nan,다사679407
,경기도 성남시 수정구 복정동 214-5번지,해당도로명 주소 인근,,8.0,,,127.1366294892731,37.46596327310592,nan,다사678408
,경기도 성남시 수정구 창곡동 545-5번지,해당도로명 주소 인근,,10.0,,,127.1399069347265,37.4677519638676,nan,다사681410
,경기도 성남시 수정구 창곡동 544-8번지,해당도로명 주소 인근,,10.0,,,127.1386626075268,37.4675618855018,nan,다사680409
,경기도 성남시 수정구 창곡동 538-3번지,해당도로명 주소 인근,,8.0,,,127.1379477762152,37.46794430332087,nan,다사679410
,경기도 성남시 수정구 창곡동 380-7번지,해당도로명 주소 인근,,8.0,,,127.1387275969552,37.46846833480022,nan,다사680410
,경기도 성남시 수정구 창곡동 545-7번지,해당도로명 주소 인근,,8.0,,,127.1394220244598,37.4677638947438,nan,다사681410
,경기도 성남시 수정구 창곡동 539-17번지,해당도로명 주소 인근,,10.0,,,127.1387055932731,37.46800821205334,nan,다사680410
,경기도 성남시 수정구 창곡동 384-1번지,해당도로명 주소 인근,,10.0,,,127.1374324856704,37.46795223306508,nan,다사679410
,경기도 성남시 수정구 창곡동 145-5번지,해당도로명 주소 인근,,15.0,,,127.1447804813651,37.47084535493354,nan,다사685413
,경기도 성남시 수정구 창곡동 145-1번지,해당도로명 주소 인근,,15.0,,,127.1438017355944,37.47089385995413,nan,다사685413
,경기도 성남시 수정구 창곡동 122-4번지,해당도로명 주소 인근,,11.0,,,127.1425002944464,37.4708650364233,nan,다사683413
,경기도 성남시 수정구 창곡동 122-5번지,해당도로명 주소 인근,,6.0,,,127.1423690865339,37.47090705707323,nan,다사683413
,경기도 성남시 수정구 창곡동 143-8번지,해당도로명 주소 인근,,6.0,,,127.1424368597349,37.47099283915651,nan,다사683413
,경기도 성남시 수정구 창곡동 122-4번지,해당도로명 주소 인근,,6.0,,,127.1424979947911,37.47082371421846,nan,다사683413
,경기도 성남시 수정구 창곡동 111-1번지,해당도로명 주소 인근,,16.0,,,127.1405745728251,37.47001823618047,nan,다사682412
,경기도 성남시 수정구 창곡동 109-2번지,해당도로명 주소 인근,,10.0,,,127.1407530148026,37.47017502989054,nan,다사682412
,경기도 성남시 수정구 창곡동 109-2번지,해당도로명 주소 인근,,15.0,,,127.1406854288445,37.47017600414044,nan,다사682412
,경기도 성남시 수정구 창곡동 92-1번지,해당도로명 주소 인근,,16.0,,,127.139828814888,37.47105108161244,nan,다사681413
,경기도 성남시 수정구 창곡동 59-1번지,해당도로명 주소 인근,,16.0,,,127.1356071367662,37.47121795857904,nan,다사677413
,경기도 성남시 수정구 사송동 524-1번지,해당도로명 주소 인근,,3.0,,,127.1097121194348,37.41683185889352,nan,다사654353
,경기도 성남시 수정구 수진동 4557-5번지,해당도로명 주소 인근,,5.0,,,127.1271224062944,37.43822393577042,nan,다사670377
,경기도 성남시 수정구 심곡동 331-9번지,해당도로명 주소 인근,,4.0,,,127.1022147814343,37.44943610524622,nan,다사648389
,경기도 성남시 수정구 심곡동 339-6번지,해당도로명 주소 인근,,4.0,,,127.1022499025979,37.44981925739333,nan,다사648390
,경기도 성남시 수정구 심곡동 338-8번지,해당도로명 주소 인근,,4.0,,,127.1004678644335,37.44968339083668,nan,다사646390
,경기도 성남시 수정구 심곡동 331-10번지,해당도로명 주소 인근,,4.0,,,127.1020647003677,37.44939667020888,nan,다사648389
,경기도 성남시 수정구 심곡동 333-3번지,해당도로명 주소 인근,,3.0,,,127.1015561072661,37.44957917376111,nan,다사647390
,경기도 성남시 수정구 심곡동 391-54번지,해당도로명 주소 인근,,5.0,,,127.0985110854191,37.44990168331167,nan,다사644390
,경기도 성남시 수정구 심곡동 391-37번지,해당도로명 주소 인근,,5.0,,,127.0990985393904,37.45023784258378,nan,다사645390
,경기도 성남시 수정구 태평동 7334-11번지,해당도로명 주소 인근,,4.0,,,127.1406780832063,37.44513977381637,nan,다사682385
,경기도 성남시 수정구 신흥동 74번지,해당도로명 주소 인근,,4.0,,,127.1448802691321,37.44803409106301,nan,다사685388
,경기도 성남시 수정구 신흥동 86-2번지,해당도로명 주소 인근,,4.0,,,127.1446935300994,37.44814595598215,nan,다사685388
,경기도 성남시 수정구 신흥동 49번지,해당도로명 주소 인근,,4.0,,,127.1439592391014,37.4492218956529,nan,다사685389
,경기도 성남시 수정구 신흥동 78-2번지,해당도로명 주소 인근,,4.0,,,127.1440789560879,37.44905554126583,nan,다사685389
,경기도 성남시 수정구 신흥동 48번지,해당도로명 주소 인근,,3.0,,,127.143790821437,37.44966985239969,nan,다사684390
,경기도 성남시 수정구 신흥동 48-1번지,해당도로명 주소 인근,,3.0,,,127.144017852249,37.44977996175714,nan,다사685390
,경기도 성남시 수정구 신흥동 45번지,해당도로명 주소 인근,,3.0,,,127.1442262767338,37.44988160468046,nan,다사685390
,경기도 성남시 수정구 태평동 7298-5번지,해당도로명 주소 인근,,2.0,,,127.143279644653,37.44776138545198,nan,다사684387
,경기도 성남시 수정구 태평동 7298-5번지,해당도로명 주소 인근,,2.0,,,127.143290931658,37.44774004609929,nan,다사684387
,경기도 성남시 수정구 태평동 7297-4번지,해당도로명 주소 인근,,4.0,,,127.142553758976,37.4478889365415,nan,다사683388
,경기도 성남시 수정구 신흥동 86번지,해당도로명 주소 인근,,4.0,,,127.1446387241672,37.44834324492407,nan,다사685388
,경기도 성남시 수정구 태평동 7290-2번지,해당도로명 주소 인근,,6.0,,,127.1407400808976,37.44777930759867,nan,다사682387
,경기도 성남시 수정구 태평동 3307-5번지,해당도로명 주소 인근,,4.0,,,127.1384324090575,37.4473149169011,nan,다사680387
,경기도 성남시 수정구 태평동 3307-149번지,해당도로명 주소 인근,,6.0,,,127.1378087350586,37.44536233086762,nan,다사679385
,경기도 성남시 수정구 태평동 3307-7번지,해당도로명 주소 인근,,4.0,,,127.1380671131306,37.44710434714886,nan,다사679387
,경기도 성남시 수정구 태평동 3307-50번지,해당도로명 주소 인근,,4.0,,,127.1386339093076,37.44638152979297,nan,다사680386
,경기도 성남시 수정구 태평동 3307-68번지,해당도로명 주소 인근,,4.0,,,127.1384820793974,37.4462243336998,nan,다사680386
,경기도 성남시 수정구 양지동 984번지,해당도로명 주소 인근,,0.0,,,127.1618071763921,37.46264947243457,nan,다사700404
,경기도 성남시 수정구 양지동 997-3번지,해당도로명 주소 인근,,0.0,,,127.1602811034091,37.46239989390333,nan,다사699404
,경기도 성남시 수정구 창곡동 496-43번지,해당도로명 주소 인근,,4.0,,,127.1501951973437,37.45696068423479,nan,다사690398
,경기도 성남시 수정구 태평동 7313-13번지,해당도로명 주소 인근,,4.0,,,127.1395945628418,37.44611880166716,nan,다사681386
,경기도 성남시 수정구 태평동 3308-3번지,해당도로명 주소 인근,,4.0,,,127.1394008025274,37.44654025635025,nan,다사681386
,경기도 성남시 수정구 태평동 3307-44번지,해당도로명 주소 인근,,3.0,,,127.1392877480406,37.44657787814107,nan,다사680386
,경기도 성남시 수정구 태평동 3308-2번지,해당도로명 주소 인근,,5.0,,,127.1393557842167,37.44668296758973,nan,다사680386
,경기도 성남시 수정구 태평동 3308-4번지,해당도로명 주소 인근,,5.0,,,127.1392867926237,37.44683463896467,nan,다사680386
,경기도 성남시 수정구 태평동 3307-163번지,해당도로명 주소 인근,,5.0,,,127.1390735068746,37.44729434248126,nan,다사680387
,경기도 성남시 수정구 태평동 2605번지,해당도로명 주소 인근,,4.0,,,127.1392117829791,37.44758082693321,nan,다사680387
,경기도 성남시 수정구 태평동 4919번지,해당도로명 주소 인근,,4.0,,,127.1336357727625,37.44750450140658,nan,다사675387
,경기도 성남시 수정구 태평동 3755-1번지,해당도로명 주소 인근,,3.0,,,127.1336429221708,37.44505327831097,nan,다사675384
,경기도 성남시 수정구 태평동 3904번지,해당도로명 주소 인근,,4.0,,,127.1328887464907,37.44715389366475,nan,다사675387
,경기도 성남시 수정구 태평동 670번지,해당도로명 주소 인근,,3.0,,,127.1332147913425,37.44850057648868,nan,다사675388
,경기도 성남시 수정구 태평동 4938번지,해당도로명 주소 인근,,4.0,,,127.1330796170441,37.44868967598489,nan,다사675388
,경기도 성남시 수정구 태평동 519번지,해당도로명 주소 인근,,7.0,,,127.1343386523291,37.44974186530948,nan,다사676390
,경기도 성남시 수정구 태평동 4791번지,해당도로명 주소 인근,,3.0,,,127.1322480058036,37.44825013650335,nan,다사674388
,경기도 성남시 수정구 태평동 4827번지,해당도로명 주소 인근,,4.0,,,127.1323749913474,37.4484008960678,nan,다사674388
,경기도 성남시 수정구 태평동 5090번지,해당도로명 주소 인근,,4.0,,,127.1302280780407,37.44854596911465,nan,다사672388
,경기도 성남시 수정구 태평동 5033번지,해당도로명 주소 인근,,4.0,,,127.1320621918835,37.44830416463282,nan,다사674388
,경기도 성남시 수정구 태평동 5089-1번지,해당도로명 주소 인근,,4.0,,,127.1307617306651,37.4487038662274,nan,다사673388
,경기도 성남시 수정구 태평동 5485번지,해당도로명 주소 인근,,4.0,,,127.1287343720198,37.44532750820212,nan,다사671385
,경기도 성남시 수정구 태평동 5170-8번지,해당도로명 주소 인근,,3.0,,,127.1279366303174,37.44588323403588,nan,다사670385
,경기도 성남시 수정구 태평동 5170-9번지,해당도로명 주소 인근,,5.0,,,127.127947180608,37.44569326110291,nan,다사670385
,경기도 성남시 수정구 태평동 5090-1번지,해당도로명 주소 인근,,4.0,,,127.1298479553864,37.44843418279901,nan,다사672388
,경기도 성남시 수정구 신흥동 45번지,해당도로명 주소 인근,,3.0,,,127.1445493226324,37.45003966339799,nan,다사685390
,경기도 성남시 수정구 태평동 376번지,해당도로명 주소 인근,,7.0,,,127.1354995907756,37.45008038345546,nan,다사677390
,경기도 성남시 수정구 신흥동 4131번지,해당도로명 주소 인근,,4.0,,,127.1454636498085,37.44140461248801,nan,다사686380
,경기도 성남시 수정구 신흥동 4126번지,해당도로명 주소 인근,,4.0,,,127.1458275503467,37.44153028111192,nan,다사686380
,경기도 성남시 수정구 신흥동 3388번지,해당도로명 주소 인근,,5.0,,,127.1460233471008,37.44543387509582,nan,다사686385
,경기도 성남시 수정구 신흥동 3385번지,해당도로명 주소 인근,,5.0,,,127.1458231813602,37.44522753144906,nan,다사686385
,경기도 성남시 수정구 신흥동 3380-1번지,해당도로명 주소 인근,,5.0,,,127.145594037065,37.44498778266289,nan,다사686384
,경기도 성남시 수정구 신흥동 3371번지,해당도로명 주소 인근,,5.0,,,127.1450052067433,37.44452209573505,nan,다사685384
,경기도 성남시 수정구 수진동 2226번지,해당도로명 주소 인근,,6.0,,,127.1379382140383,37.43625275360434,nan,다사679375
,경기도 성남시 수정구 사송동 614-2번지,해당도로명 주소 인근,,3.0,,,127.1183106825491,37.42082279970954,nan,다사662358
,경기도 성남시 수정구 수진동 2718번지,해당도로명 주소 인근,,4.0,,,127.1360965838784,37.43601382158228,nan,다사678374
,경기도 성남시 수정구 수진동 2787번지,해당도로명 주소 인근,,2.0,,,127.1354137370085,37.43618629597624,nan,다사677375
,경기도 성남시 수정구 수진동 1571번지,해당도로명 주소 인근,,4.0,,,127.1359130277373,37.43706260472752,nan,다사677376
,경기도 성남시 수정구 수진동 1651번지,해당도로명 주소 인근,,4.0,,,127.1364202814724,37.43721159844068,nan,다사678376
,경기도 성남시 수정구 신흥동 6595번지,해당도로명 주소 인근,,3.0,,,127.1399169774635,37.43877902443124,nan,다사681377
,경기도 성남시 수정구 수진동 1999번지,해당도로명 주소 인근,,4.0,,,127.1377450424734,37.43772989966418,nan,다사679376
