install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
806,다사641117,93.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,36.48,56.52,9.42,516,98.17
807,다사659487,75.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,37.62,37.38,9.345,939,82.35
808,다사679379,70.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.84,37.16,9.29,666,90.17
809,다사642452,70.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.84,37.16,9.29,971,81.25
810,다사402117,70.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.84,37.16,9.29,1177,76.19
811,다사676369,91.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,44.62,46.38,9.276,367,111.97
812,다사677367,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.69,46.31,9.262,406,107.06
813,다사667488,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.69,46.31,9.262,653,90.79
814,다사648068,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.69,46.31,9.262,621,91.88
815,다사664321,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1039,78.74
816,다사682298,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1016,79.64
817,다사654272,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,896,83.22
818,다사659300,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,456,101.7
819,다사667326,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1253,74.96
820,다사661274,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1027,79.09
821,다사667350,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1322,74.23
822,다사687344,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,849,83.97
823,다사680378,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,742,86.94
824,다사684404,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1176,76.2
825,다사672394,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1174,76.23
826,다사680391,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,832,84.52
827,다사648367,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1163,76.44
828,다사677389,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,894,83.24
829,다사681389,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,847,84.02
830,다사684383,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,616,92.0
831,다사680379,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,875,83.56
832,다사703390,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,718,87.82
833,다사691368,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,776,86.08
834,다사704396,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,769,86.23
835,다사704382,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,600,92.78
836,다사702373,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,966,81.4
837,다사705391,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,725,87.62
838,다사710388,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1005,80.0
839,다사664445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1100,77.35
840,다사648471,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1157,76.55
841,다사653441,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,878,83.53
842,다사661452,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,756,86.61
843,다사672427,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,843,84.16
844,다사653454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,897,83.21
845,다사644445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1020,79.5
846,다사663447,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1240,75.08
847,다사641454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,763,86.37
848,다사630464,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1230,75.18
849,다사672418,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1167,76.32
850,다사683417,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,714,88.01
851,다사646445,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,925,82.6
852,다사683453,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1298,74.49
853,다사731477,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1205,75.65
854,다사684461,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1412,73.19
855,다사740485,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,692,88.79
856,다사742502,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1222,75.32
857,다사747513,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1319,74.27
858,다사709478,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1406,73.27
859,다사689451,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1361,73.76
860,다사688454,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1454,72.2
861,다사704463,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1339,74.04
862,다사587114,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,911,82.83
863,다사568123,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,974,81.14
864,다사408118,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1473,71.43
865,다사651074,69.0,2,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1203,75.69
866,다사422035,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1082,77.68
867,다사454114,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1138,76.82
868,다사408105,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1388,73.47
869,다사657113,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1076,77.8
870,다사451017,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1374,73.58
871,다사494073,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1114,77.16
872,다사402121,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1410,73.23
873,다사541111,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1267,74.82
874,다사499106,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1274,74.75
875,다사379120,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1144,76.75
876,다사451079,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1289,74.57
877,다사601125,69.0,1,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,32.37,36.63,9.1575,1015,79.74
878,다사657327,77.0,2,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,40.38,36.62,9.155,431,104.38
879,다사683375,77.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,40.38,36.62,9.155,545,96.09
880,다사646449,77.0,2,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,40.38,36.62,9.155,704,88.32
881,다사653278,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,398,108.0
882,다사669407,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,468,101.04
883,다사662474,85.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,597,93.02
884,다사662423,85.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,588,93.43
885,다사672461,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,645,91.18
886,다사660441,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,403,107.39
887,다사672438,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,444,102.58
888,다사726518,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,501,98.94
889,다사470032,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,665,90.24
890,다사401116,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,563,95.12
891,다사407127,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,630,91.54
892,다사590113,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,429,104.46
893,다사643118,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,39.23,45.77,9.154,555,95.54
894,다사592125,69.0,1,0,1,2,bus_stop_cnt | speedbump_cnt,26.4,50.78,18.22,9.11,1243,75.01
895,다사610120,69.0,1,0,1,2,bus_stop_cnt | speedbump_cnt,26.4,50.78,18.22,9.11,1004,80.05
896,다사675308,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,41.57,36.43,9.1075,459,101.42
897,다사655463,78.0,3,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,41.57,36.43,9.1075,669,89.8
898,다사665341,79.0,5,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,33.68,45.32,9.064,428,104.48
899,다사652451,84.0,14,0,0,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,38.76,45.24,9.048,500,98.97
900,다사628453,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,49.03,35.97,8.9925,506,98.65
901,다사733497,85.0,3,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,49.03,35.97,8.9925,594,93.22
902,다사626459,83.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,38.3,44.7,8.94,659,90.61
903,다사687413,69.0,1,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,33.43,35.57,8.8925,1335,74.1
904,다사698358,69.0,1,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,33.43,35.57,8.8925,1264,74.84
905,다사658296,71.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,35.61,35.39,8.8475,773,86.14
906,다사647287,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,781,85.74
907,다사664307,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,628,91.63
908,다사637365,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,835,84.42
909,다사678407,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,778,85.83
910,다사685402,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,944,82.23
911,다사705397,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,520,97.79
912,다사706370,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,694,88.74
913,다사671413,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,961,81.59
914,다사653460,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,803,85.21
915,다사660440,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,720,87.78
916,다사670416,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,801,85.28
917,다사625451,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,903,82.97
918,다사672458,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,595,93.16
919,다사673446,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,972,81.23
920,다사670417,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,809,85.11
921,다사698465,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,900,83.05
922,다사688417,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,631,91.53
923,다사485042,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,949,81.96
924,다사502106,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,945,82.14
925,다사656082,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,962,81.51
926,다사398105,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,748,86.72
927,다사649123,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,856,83.81
928,다사659113,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,848,84.02
929,다사528112,77.0,2,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,32.83,44.17,8.834,954,81.83
930,다사635324,86.0,4,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,42.17,43.83,8.766,548,96.04
931,다사659461,75.0,2,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,39.97,35.03,8.7575,761,86.38
932,다사653266,86.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,532,96.61
933,다사658333,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,573,94.71
934,다사645336,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,493,99.34
935,다사671365,86.0,5,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,521,97.68
936,다사669416,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,551,95.82
937,다사728534,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,612,92.13
938,다사726483,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,582,94.07
939,다사501103,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,523,97.56
940,다사633074,86.0,4,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.73,52.27,8.7117,639,91.33
941,다사687412,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,41.68,43.32,8.664,623,91.82
942,다사744489,85.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,41.68,43.32,8.664,370,111.69
943,다사668303,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,531,96.62
944,다사670329,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,438,103.2
945,다사652294,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,397,108.04
946,다사654269,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,536,96.47
947,다사692390,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,472,100.82
948,다사648363,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,565,95.02
949,다사626360,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,558,95.33
950,다사696369,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,629,91.59
951,다사681373,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,450,102.21
952,다사666368,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,528,96.93
953,다사657476,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,622,91.87
954,다사665430,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,435,103.69
955,다사723501,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,606,92.51
956,다사728472,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,596,93.07
957,다사698434,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,648,91.17
958,다사585122,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,579,94.33
959,다사458080,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,550,95.85
960,다사442103,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,564,95.02
961,다사663105,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,603,92.63
962,다사472168,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,592,93.29
963,다사459080,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,465,101.1
964,다사656108,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,656,90.69
965,다사554068,85.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,33.34,51.66,8.61,537,96.45
966,다사656453,69.0,1,0,1,3,bus_stop_cnt | crosswalk_cnt | speedbump_cnt,37.44,43.17,25.83,8.61,992,80.37
