grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank
다사691368,69.0,1,0,1,27.0,0.3375,51.26,432.21,0.3556,17.6578,41.2745,58.9323,0.4796,35.63,33.0167,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6931,1.6667,0.5938,1.3302,1.5,1.0,230.69,노인밀집거주 | 교통약자유동多 | 통행피크위험,570,0.247495,86.08,776
다사693359,78.0,3,0,1,0.0,0,1.04,8.5,0.3042,0.011,0.1511,0.1621,0.7764,63.1,29.4759,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3042,2.0,1.0517,1.2948,1.0,1.1382,315.34,주말방문집중 | 고속도로위험,352,0.102739,86.01,777
다사678407,77.0,2,0,1,0.0,0,154.19,721.34,0.2985,32.8142,76.6734,109.4876,0.5981,38.13,31.4654,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),공공공지,1.2985,1.8333,0.6355,1.3147,1.5,1.049,240.98,주말방문집중 | 통행피크위험,532,0.114684,85.83,778
다사692385,69.0,1,0,1,137.0,0.3713,4.01,24.57,0.3446,1.2834,5.4646,6.748,0.3242,24.32,51.2121,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7159,1.5,0.4053,1.5121,1.0,1.0,108.84,노인밀집거주 | 교통약자유동多,1311,0.243721,85.82,779
다사652304,77.0,2,0,1,0.0,0,392.6,1119.02,0.2821,39.2417,116.0769,155.3186,0.4826,32.9,30.5609,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cam_cnt(부족),미분류,1.2821,1.5,0.5483,1.3056,1.5,1.0,159.01,통행피크위험,974,0.113615,85.75,780
다사647287,77.0,2,0,1,0.0,0,32.74,199.01,0.2495,2.4159,6.3162,8.7321,0.5119,49.86,72.067,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2495,1.8333,0.831,1.7207,1.0,1.0059,253.7,일반,493,0.113498,85.74,781
다사550094,77.0,2,0,1,0.0,0,2.92,29.14,0.2378,0.9686,1.0106,1.9792,0.6393,48.47,74.0424,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2378,1.6667,0.8078,1.7404,1.0,1.0696,238.88,주말방문집중,541,0.111937,85.62,782
다사400111,77.0,2,0,1,0.0,0,36.36,147.96,0.2707,3.3155,4.0227,7.3382,0.5197,34.83,99.875,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2707,1.3333,0.5805,1.9988,1.0,1.0099,152.87,일반,1014,0.11197,85.62,783
다바456972,77.0,2,0,1,0.0,0,2.13,19.71,0.3032,0.0851,0.7745,0.8596,0.4678,84.97,39.7731,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3032,2.0,1.4162,1.3977,1.0,1.0,397.26,고속도로위험,217,0.111838,85.61,784
다사665368,77.0,2,0,1,0.0,0,29.19,351.92,0.2752,1.9141,10.1013,12.0154,0.9404,59.56,33.1173,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2752,2.0,0.9927,1.3312,1.0,1.2202,316.66,주말방문집중,351,0.11188,85.61,785
다사659443,78.0,3,0,1,0.0,0,28.86,161.44,0.3414,3.6306,6.2742,9.9048,0.5606,43.44,49.0551,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3414,1.8333,0.724,1.4906,1.0,1.0303,213.28,교통약자유동多 | 주말방문집중,653,0.097604,85.61,786
다사662266,69.0,1,0,1,136.0,0.2793,28.3,118.33,0.3577,2.228,5.46,7.688,0.4069,19.83,90.7234,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.637,2.0,0.3305,1.9072,1.0,1.0,142.4,노인밀집거주 | 교통약자유동多,1076,0.240211,85.57,787
다사662476,69.0,1,0,1,146.0,0.3252,118.23,612.23,0.4088,12.2214,27.0512,39.2726,0.5333,29.67,34.9705,5,crosswalk_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.734,1.8333,0.4945,1.3497,1.3125,1.0166,195.34,노인밀집거주 | 교통약자유동多 | 통행피크위험,746,0.240062,85.56,788
다사537131,78.0,3,0,1,0.0,0,21.9,74.34,0.2854,1.8127,3.8452,5.6579,0.3356,34.7,80.4728,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2854,1.5,0.5783,1.8047,1.0,1.0,156.96,일반,987,0.096632,85.54,789
다사699393,78.0,3,0,1,0.0,0,41.4,314.44,0.3527,17.9458,72.9627,90.9085,0.414,33.34,36.827,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3527,1.5,0.5557,1.3683,1.5,1.0,180.51,교통약자유동多 | 통행피크위험,847,0.096581,85.53,790
다사676352,69.0,1,0,1,93.0,0.2943,27.23,114.27,0.3679,5.3089,13.6292,18.9381,0.2865,13.85,90.1015,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6622,1.8333,0.2308,1.901,1.0,1.0,92.25,노인밀집거주 | 교통약자유동多,1414,0.239218,85.51,791
다사664360,77.0,2,0,1,0.0,0,7.1,59.73,0.2641,0.1484,2.2804,2.4288,0.4658,72.04,48.1163,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2641,2.0,1.2007,1.4812,1.0,1.0,346.22,고속도로위험,304,0.11032,85.49,792
다사703395,69.0,1,0,1,105.0,0.3344,2.81,18.87,0.3568,2.4995,10.4812,12.9807,0.2543,18.18,79.2506,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.6912,1.3333,0.303,1.7925,1.0,1.0,84.5,노인밀집거주 | 교통약자유동多,1436,0.237889,85.41,793
다사665482,78.0,3,0,1,0.0,0,71.69,487.86,0.3618,19.7153,36.7602,56.4755,0.5667,30.13,33.4537,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3618,1.8333,0.5022,1.3345,1.5,1.0334,202.3,교통약자유동多 | 주말방문집중 | 통행피크위험,707,0.094843,85.4,794
다사657334,77.0,2,0,1,0.0,0,175.91,529.63,0.2862,53.1861,42.2522,95.4383,0.5446,66.8,20.4179,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),수도공급시설,1.2862,1.5,1.1133,1.2042,1.5,1.0223,305.4,통행피크위험 | 고속도로위험,367,0.108754,85.37,795
다사741499,69.0,1,0,1,128.0,0.4038,25.23,51.75,0.3506,1.0972,5.2097,6.3069,0.0694,27.05,23.2034,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.7544,1.6667,0.4508,1.232,1.0,1.0,112.05,노인밀집거주 | 교통약자유동多,1291,0.237228,85.37,796
다사667456,77.0,2,0,1,0.0,0.0,235.6,726.78,0.3783,33.8423,98.6295,132.4718,0.4934,22.5,52.0524,1,child_zone_cnt(없음),미분류,1.3783,1.1667,0.375,1.5205,1.5,1.0,105.9,교통약자유동多 | 통행피크위험,1338,0.108661,85.37,797
다사657468,77.0,2,0,1,7.0,0.0366,29.83,125.71,0.3556,3.0417,9.2377,12.2794,0.5667,19.67,70.0547,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3922,1.5,0.3278,1.7005,1.0,1.0334,92.63,교통약자유동多 | 주말방문집중,1411,0.108694,85.37,798
다사719492,78.0,3,0,1,0.0,0,1.37,12.03,0.3285,0.2459,0.9243,1.1702,0.3726,,80.0745,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3285,2.0,1.0,1.8007,1.0,1.0,373.19,일반,263,0.093603,85.3,799
다사646125,77.0,2,0,1,12.0,0.0952,19.34,52.58,0.2095,4.1847,4.1675,8.3522,0.3002,29.45,31.2564,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),도시지원시설용지,1.3047,1.6667,0.4908,1.3126,1.0,1.0,107.87,일반,1324,0.107691,85.29,800
다사670416,77.0,2,0,1,0.0,0,2.56,18.91,0.2747,0.3244,1.2638,1.5882,0.2891,74.89,56.3737,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),복합용지,1.2747,1.8333,1.2482,1.5637,1.0,1.0,351.21,고속도로위험,300,0.107577,85.28,801
다사651076,77.0,2,0,1,0.0,0,482.19,448.22,0.263,18.5959,58.1191,76.715,0.4267,,80.8885,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),상업시설,1.263,1.5,1.0,1.8089,1.5,1.0,395.81,통행피크위험 | 상업지역,220,0.10671,85.22,802
다사653460,77.0,2,0,1,0.0,0,82.65,509.85,0.2973,27.4803,70.6959,98.1762,0.4541,26.55,41.0822,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2973,1.8333,0.4425,1.4108,1.5,1.0,171.49,통행피크위험,904,0.106604,85.21,803
다사677343,69.0,1,0,1,52.0,0.3467,21.29,110.4,0.3655,4.0488,8.848,12.8968,0.5375,47.56,4.415,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7122,2.0,0.7927,1.0441,1.0,1.0188,199.24,노인밀집거주 | 교통약자유동多,724,0.234764,85.2,804
다사649284,77.0,2,0,1,0.0,0,128.12,543.07,0.248,7.0952,19.4058,26.501,0.5686,61.81,34.7237,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.248,2.0,1.0302,1.3472,1.1133,1.0343,307.15,주말방문집중 | 통행피크위험 | 고속도로위험,363,0.106403,85.19,805
다사395123,77.0,2,0,1,0.0,0,179.64,1018.28,0.3248,23.105,23.8534,46.9584,0.5167,24.99,80.3108,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3248,1.3333,0.4165,1.8031,1.4324,1.0084,147.54,통행피크위험,1048,0.106387,85.19,806
다사686343,69.0,1,0,1,64.0,0.3107,12.93,73.91,0.3335,6.0248,9.3328,15.3576,0.3122,23.27,64.9995,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6442,1.8333,0.3878,1.65,1.0,1.0,133.08,노인밀집거주,1149,0.234487,85.18,807
다사652473,77.0,2,0,1,0.0,0,39.3,241.37,0.3583,8.5495,21.5283,30.0778,0.6979,18.85,76.6071,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3583,1.5,0.3142,1.7661,1.1691,1.0989,111.84,교통약자유동多 | 주말방문집중 | 통행피크위험,1292,0.105508,85.12,808
다사670417,77.0,2,0,1,0.0,0,5.43,45.06,0.2752,0.5136,1.427,1.9406,0.4801,87.87,32.961,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),교통광장,1.2752,1.8333,1.4645,1.3296,1.0,1.0,350.52,고속도로위험,301,0.105293,85.11,809
다사677376,69.0,1,0,1,206.0,0.4527,14.33,74.45,0.4488,2.0533,7.7504,9.8037,0.1163,,,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.9015,1.5,1.0,1.0,1.0,1.0,196.81,노인밀집거주 | 교통약자유동多,742,0.233242,85.09,810
다사643446,75.0,2,0,1,19.0,0.1195,18.71,114.3,0.2956,9.0134,12.8095,21.8229,0.5095,29.25,42.9371,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.4151,1.5,0.4875,1.4294,1.0403,1.0048,115.96,통행피크위험,1262,0.134571,85.09,811
다사549120,77.0,2,0,1,0.0,0,24.06,148.93,0.2817,3.7077,5.3142,9.0219,0.5745,51.23,66.0873,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2817,1.5,0.8538,1.6609,1.0,1.0372,217.74,주말방문집중,632,0.104755,85.07,812
다사468036,69.0,1,0,1,52.0,0.327,7.79,39.37,0.313,0.9917,2.0016,2.9933,0.2326,15.82,85.362,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.64,1.3333,0.2637,1.8536,1.0,1.0,73.75,노인밀집거주,1471,0.232946,85.07,813
다사742495,69.0,1,0,1,28.0,0.3333,145.83,293.83,0.3595,5.7597,20.63,26.3897,0.4276,36.95,17.1088,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6928,2.0,0.6158,1.1711,1.1116,1.0,187.27,노인밀집거주 | 교통약자유동多 | 통행피크위험,797,0.231847,85.0,814
다사659062,77.0,2,0,1,0.0,0,14.48,35.93,0.2463,0.6471,1.3741,2.0212,0.6656,19.83,76.6536,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.2463,1.8333,0.3305,1.7665,1.0,1.0828,111.22,주말방문집중,1299,0.102974,84.93,815
다사732497,77.0,2,0,1,0.0,0,45.05,187.34,0.3607,4.4311,14.2303,18.6614,0.1902,31.76,85.7197,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3607,1.6667,0.5293,1.8572,1.0,1.0,171.66,교통약자유동多,901,0.102755,84.91,816
다사698432,69.0,1,0,1,37.0,0.3304,40.71,120.87,0.3088,6.4236,24.4703,30.8939,0.1622,28.16,59.0952,2,child_zone_cnt(없음) | speedbump_cnt(없음),아파트,1.6392,1.3333,0.4693,1.591,1.1818,1.0,133.07,노인밀집거주 | 통행피크위험 | 주거밀집,1150,0.230083,84.88,817
다사658119,78.0,3,0,1,0.0,0.0,467.81,412.65,0.2813,6.0088,18.0745,24.0833,0.3963,24.29,64.3571,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),단독주택,1.2813,1.5,0.4048,1.6436,1.0756,1.0,107.28,통행피크위험 | 주거밀집,1328,0.08782,84.85,818
다사659450,69.0,1,0,1,85.0,0.3069,19.49,107.88,0.3157,4.5158,11.6852,16.201,0.3525,23.97,63.3754,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6226,1.6667,0.3995,1.6338,1.0,1.0,121.8,노인밀집거주,1222,0.229396,84.83,819
다사714464,77.0,2,0,1,0.0,0,0.66,6.43,0.2808,0.121,0.7334,0.8544,0.5804,,82.552,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2808,2.0,1.0,1.8255,1.0,1.0402,374.54,주말방문집중,258,0.101306,84.8,820
다사657459,69.0,1,0,1,55.0,0.267,83.5,485.94,0.2934,20.5744,40.4908,61.0652,0.4733,51.3,53.4275,2,crosswalk_cnt(없음) | child_zone_cnt(없음),미분류,1.5604,1.3333,0.855,1.5343,1.5,1.0,282.48,노인밀집거주 | 통행피크위험,418,0.228877,84.79,821
다사323129,77.0,2,0,1,0.0,0,163.44,2281.21,0.3859,26.7631,34.9292,61.6923,0.5202,25.62,57.2989,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3859,1.5,0.427,1.573,1.5,1.0101,162.9,교통약자유동多 | 통행피크위험,948,0.100746,84.76,822
다사727501,77.0,2,0,1,0.0,0,142.76,681.26,0.2928,19.322,44.3372,63.6592,0.3704,20.32,69.6198,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2928,1.5,0.3387,1.6962,1.5,1.0,128.68,통행피크위험,1176,0.100796,84.76,823
다사656085,77.0,2,0,1,0.0,0,4.65,8.1,0.2524,0.2695,0.5161,0.7856,0.9494,,81.4351,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),근린생활시설용지,1.2524,1.5,1.0,1.8144,1.0,1.2247,321.43,주말방문집중 | 상업지역,339,0.100138,84.71,824
다사678449,69.0,1,0,1,99.0,0.2526,81.0,362.66,0.3987,10.9783,17.7113,28.6896,0.6099,20.7,81.0061,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6513,1.6667,0.345,1.8101,1.1474,1.055,143.56,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,1067,0.22743,84.69,825
다사650290,77.0,2,0,1,0.0,0,120.59,469.31,0.2444,24.96,42.8167,67.7767,0.561,23.98,54.9355,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2444,1.5,0.3997,1.5494,1.5,1.0305,137.59,주말방문집중 | 통행피크위험,1116,0.099847,84.69,826
다사677444,69.0,1,0,1,80.0,0.332,54.33,222.36,0.3683,6.64,15.1014,21.7414,0.3985,37.6,14.1059,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7003,2.0,0.6267,1.1411,1.0391,1.0,174.36,노인밀집거주 | 교통약자유동多 | 통행피크위험,888,0.22731,84.68,827
다사529097,77.0,2,0,1,0.0,0,1.06,5.96,0.2643,0.1532,0.5778,0.731,0.3457,95.39,18.6752,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2643,2.0,1.5898,1.1868,1.0,1.0,367.36,고속도로위험,272,0.099009,84.62,828
다사590122,69.0,1,0,1,46.0,0.2911,36.31,89.73,0.3053,2.8722,9.6106,12.4828,0.3376,21.11,80.1846,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.5964,1.5,0.3518,1.8018,1.0,1.0,104.73,노인밀집거주,1344,0.226017,84.6,829
다사683418,70.0,2,0,1,73.0,0.1952,347.76,569.98,0.3094,30.9358,85.4478,116.3836,0.3761,,80.2248,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),준주거용지,1.5046,1.5,1.0,1.8022,1.5,1.0,427.08,통행피크위험,180,0.207778,84.54,830
다사606130,77.0,2,0,1,0.0,0.0,32.93,83.35,0.2155,2.9652,7.6605,10.6257,0.5859,22.3,67.3236,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),단독주택,1.2155,1.8333,0.3717,1.6732,1.0,1.043,111.3,주말방문집중 | 주거밀집,1296,0.097845,84.53,831
다사680391,69.0,1,0,1,70.0,0.3167,6.06,35.34,0.3463,2.0306,8.8467,10.8773,0.1948,28.42,55.851,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.663,1.6667,0.4737,1.5585,1.0,1.0,141.19,노인밀집거주 | 교통약자유동多,1089,0.224943,84.52,832
다사464024,77.0,2,0,1,0.0,0,0.27,2.12,0.2915,0.0439,0.0733,0.1172,1.0,74.88,0.0243,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2915,2.0,1.248,1.0002,1.0,1.25,310.33,주말방문집중 | 고속도로위험,361,0.096537,84.43,833
다사719525,79.0,4,0,1,0.0,0.0,63.25,110.77,0.3368,4.5552,21.0134,25.5686,0.1201,26.1,34.1111,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),완충녹지,1.3368,1.8333,0.435,1.3411,1.0988,1.0,124.11,통행피크위험,1208,0.068772,84.43,834
다사637365,77.0,2,0,1,0.0,0,4.32,34.18,0.2682,0.1786,1.7484,1.927,0.6678,77.16,19.3713,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2682,1.8333,1.286,1.1937,1.0,1.0839,297.88,주말방문집중 | 고속도로위험,389,0.096319,84.42,835
다사650440,70.0,2,0,1,167.0,0.2724,14.05,74.79,0.3175,1.6514,4.4475,6.0989,0.0431,20.61,67.4761,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.5899,1.8333,0.3435,1.6748,1.0,1.0,117.38,노인밀집거주,1254,0.205241,84.37,836
다사590125,77.0,3,0,1,0.0,0,334.82,561.49,0.3359,13.6244,38.4645,52.0889,0.5145,22.79,51.4317,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3359,1.6667,0.3798,1.5143,1.5,1.0072,148.97,통행피크위험,1041,0.095512,84.35,837
다사728481,77.0,2,0,1,0.0,0,4.96,36.33,0.2473,0.1214,1.4463,1.5677,0.5039,38.45,51.535,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2473,2.0,0.6408,1.5153,1.0,1.0019,186.87,일반,802,0.09501,84.32,838
다사676456,77.0,2,0,1,0.0,0,68.27,287.43,0.3599,6.4141,15.3005,21.7146,0.6131,27.71,49.6311,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3599,1.8333,0.4618,1.4963,1.0387,1.0566,145.58,교통약자유동多 | 주말방문집중 | 통행피크위험,1057,0.094975,84.31,839
다사663483,69.0,1,0,1,8.0,0.2963,6.79,47.22,0.3719,2.9447,5.4778,8.4225,0.5407,23.48,65.039,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.6682,1.3333,0.3913,1.6504,1.0,1.0204,101.13,노인밀집거주 | 교통약자유동多,1370,0.221654,84.29,840
다사657119,77.0,2,0,1,6.0,0.1071,827.09,556.43,0.3062,9.7488,20.4581,30.2069,0.4951,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),단독주택,1.4133,1.6667,1.0,1.0,1.1711,1.0,212.41,통행피크위험 | 주거밀집,659,0.094362,84.27,841
다사583119,77.0,2,0,1,0.0,0,13.31,46.55,0.2821,0.5112,1.505,2.0162,0.6697,,66.1283,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2821,2.0,1.0,1.6613,1.0,1.0848,355.83,주말방문집중,288,0.093583,84.21,842
다사672427,69.0,1,0,1,56.0,0.2745,30.83,138.0,0.3096,4.7777,9.7663,14.544,0.3425,27.06,70.2284,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.5841,1.6667,0.451,1.7023,1.0,1.0,139.86,노인밀집거주,1102,0.219777,84.16,843
다사567115,77.0,2,0,1,0.0,0,83.46,452.67,0.2652,6.2288,11.2083,17.4371,0.752,39.41,27.1438,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2652,2.0,0.6568,1.2714,1.0,1.126,183.2,주말방문집중,828,0.092377,84.11,844
다사460167,77.0,2,0,1,0.0,0,28.42,370.0,0.31,2.3938,7.8464,10.2402,0.5377,52.06,53.4803,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.31,1.3333,0.8677,1.5348,1.0,1.0188,182.47,일반,833,0.092316,84.11,845
다사757484,69.0,1,0,1,48.0,0.3137,79.65,466.73,0.3811,5.7866,14.3286,20.1152,0.1952,27.3,31.9916,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6948,2.0,0.455,1.3199,1.0137,1.0,142.38,노인밀집거주 | 교통약자유동多 | 통행피크위험,1077,0.218264,84.06,846
다사681389,69.0,1,0,1,139.0,0.3971,8.83,57.56,0.3373,3.7172,18.2858,22.003,0.2312,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.7344,1.6667,1.0,1.0,1.0432,1.0,208.08,노인밀집거주 | 통행피크위험,675,0.217739,84.02,847
다사659113,77.0,2,0,1,21.0,0.0602,260.39,174.94,0.2743,2.963,8.7163,11.6793,0.2145,43.83,14.452,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도로,1.3345,1.8333,0.7305,1.1445,1.0,1.0,157.5,학교인근,983,0.091149,84.02,848
다사687344,69.0,1,0,1,35.0,0.2893,1.53,8.37,0.3429,0.6831,1.6209,2.304,0.1256,16.24,80.1556,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6322,1.6667,0.2707,1.8016,1.0,1.0,91.54,노인밀집거주 | 교통약자유동多,1416,0.216923,83.97,849
다사699374,69.0,1,0,1,161.0,0.4025,7.49,55.0,0.3541,12.423,21.5059,33.9289,0.1193,,,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7566,1.5,1.0,1.0,1.2292,1.0,223.48,노인밀집거주 | 교통약자유동多 | 통행피크위험,598,0.216553,83.94,850
