gid,sigungu,pop_0to12
다사659122,화성시,121
다사650120,화성시,106
다사660121,화성시,101
다사636121,화성시,105
다사658120,화성시,101
다사659123,화성시,102
다사646120,화성시,99
다사660124,화성시,96
다사655118,화성시,103
다사654118,화성시,101
다사659121,화성시,86
다사655125,화성시,76
다사645124,화성시,99
다사659119,화성시,78
다사651119,화성시,92
다사662124,화성시,70
다사647120,화성시,77
다사654122,화성시,73
다사654131,화성시,75
다사655123,화성시,70
다사657126,화성시,70
다사654123,화성시,71
다사638127,화성시,84
다사656126,화성시,63
다사658123,화성시,64
다사636120,화성시,68
다사656132,화성시,72
다사660119,화성시,63
다사654132,화성시,69
다사660122,화성시,57
다사653118,화성시,74
다사655127,화성시,51
다사663126,화성시,65
다사653119,화성시,74
다사661119,화성시,62
다사649120,화성시,53
다사653124,화성시,60
다사661118,화성시,49
다사652118,화성시,60
다사655131,화성시,62
다사656124,화성시,50
다사658131,화성시,60
다사655133,화성시,55
다사656130,화성시,57
다사657127,화성시,46
다사657130,화성시,54
다사635121,화성시,49
다사644124,화성시,58
다사659124,화성시,50
다사656133,화성시,52
다사659120,화성시,43
다사655124,화성시,44
다사656131,화성시,53
다사636122,화성시,48
다사661124,화성시,40
다사660118,화성시,43
다사636123,화성시,43
다사653133,화성시,42
다사656127,화성시,35
다사662125,화성시,45
다사653131,화성시,41
다사646119,화성시,32
다사658127,화성시,36
다사645120,화성시,36
다사652119,화성시,44
다사659118,화성시,30
다사661125,화성시,39
다사655126,화성시,34
다사657131,화성시,40
다사654133,화성시,38
다사658126,화성시,32
다사639127,화성시,40
다사647124,화성시,40
다사644122,화성시,34
다사654124,화성시,26
다사661126,화성시,32
다사644121,화성시,32
다사653122,화성시,25
다사654119,화성시,33
다사663125,화성시,30
다사647122,화성시,25
다사654127,화성시,30
다사663127,화성시,30
다사647125,화성시,29
다사645122,화성시,27
다사655128,화성시,29
다사645121,화성시,26
다사655130,화성시,25
다사649130,화성시,28
다사662118,화성시,23
다사664125,화성시,26
다사654130,화성시,24
다사646124,화성시,23
다사647121,화성시,19
다사658132,화성시,20
다사658119,화성시,14
다사659130,화성시,22
다사650126,화성시,16
다사655122,화성시,17
다사656119,화성시,13
다사646125,화성시,15
다사652124,화성시,15
다사653123,화성시,15
다사655121,화성시,15
다사664118,화성시,15
다사645119,화성시,10
다사646127,화성시,10
다사650128,화성시,10
다사651127,화성시,10
다사657119,화성시,10
다사664119,화성시,10
다사649131,화성시,12
다사658130,화성시,11
다사639120,화성시,6
다사639121,화성시,6
다사639122,화성시,6
다사642120,화성시,8
다사648126,화성시,8
다사648128,화성시,8
다사649125,화성시,6
다사649126,화성시,8
다사650125,화성시,8
다사653125,화성시,8
다사655120,화성시,6
다사656120,화성시,8
다사656122,화성시,8
다사658118,화성시,6
다사662119,화성시,8
다사663118,화성시,8
다사663119,화성시,8
다사664120,화성시,8
다사664121,화성시,6
다사665116,화성시,6
다사665117,화성시,8
다사665118,화성시,8
다사665121,화성시,6
다사666116,화성시,6
다사667117,화성시,8
다사668115,화성시,3
다사668116,화성시,6
다사669116,화성시,3
다사649128,화성시,7
다사640122,화성시,5
다사648127,화성시,5
다사650127,화성시,5
다사651122,화성시,2
다사651126,화성시,5
다사652122,화성시,2
다사653120,화성시,2
다사654125,화성시,5
다사655119,화성시,5
다사656118,화성시,2
다사656121,화성시,2
다사656123,화성시,2
다사657118,화성시,5
다사657132,화성시,2
다사657133,화성시,2
다사664116,화성시,5
다사665120,화성시,2
다사665132,화성시,5
다사666132,화성시,5
다사666133,화성시,5
다사667116,화성시,2
다사669115,화성시,5
다사670115,화성시,5
다사671115,화성시,2
다사683119,화성시,2
다사639123,화성시,0
다사642121,화성시,0
다사648125,화성시,0
다사649127,화성시,0
다사653126,화성시,0
다사654121,화성시,0
다사654126,화성시,0
다사657122,화성시,0
다사664117,화성시,0
다사666117,화성시,0
다사666120,화성시,0
다사670116,화성시,0
다사680118,화성시,0
다사642117,화성시,181
다사635099,화성시,165
다사635115,화성시,139
다사634114,화성시,145
다사633100,화성시,139
다사636108,화성시,137
다사636115,화성시,131
다사636100,화성시,114
다사636117,화성시,121
다사636109,화성시,120
다사634111,화성시,108
다사637115,화성시,112
다사637109,화성시,103
다사642112,화성시,99
다사642111,화성시,94
다사637107,화성시,102
다사633101,화성시,88
다사642109,화성시,88
다사635117,화성시,90
다사634112,화성시,81
다사633102,화성시,79
다사636102,화성시,76
다사652091,화성시,78
다사635116,화성시,64
다사635108,화성시,73
다사649093,화성시,65
다사635101,화성시,61
다사648093,화성시,71
다사635102,화성시,56
다사642108,화성시,59
다사650092,화성시,71
다사654091,화성시,67
다사637117,화성시,63
다사636116,화성시,63
다사637102,화성시,56
다사638107,화성시,58
다사632097,화성시,58
다사643103,화성시,54
다사633098,화성시,58
다사635100,화성시,53
다사653090,화성시,56
다사651093,화성시,58
다사642103,화성시,49
다사634097,화성시,45
다사634108,화성시,49
다사634109,화성시,46
다사635097,화성시,47
다사650091,화성시,43
다사637103,화성시,45
다사629070,화성시,42
다사652092,화성시,41
다사654092,화성시,40
다사636107,화성시,43
다사632102,화성시,40
다사633096,화성시,40
다사654093,화성시,40
다사653093,화성시,37
다사649092,화성시,39
다사638117,화성시,39
다사655093,화성시,31
다사633097,화성시,34
다사631103,화성시,35
다사637101,화성시,35
다사650093,화성시,40
다사642104,화성시,33
다사656093,화성시,30
다사655092,화성시,29
다사643102,화성시,31
다사648092,화성시,34
다사653092,화성시,28
다사632098,화성시,27
다사651091,화성시,24
다사651092,화성시,27
다사632101,화성시,25
다사653091,화성시,26
다사642102,화성시,19
다사648094,화성시,26
다사632096,화성시,18
다사655091,화성시,18
다사656092,화성시,18
다사632095,화성시,19
다사632100,화성시,16
다사647096,화성시,15
다사652093,화성시,15
다사631095,화성시,9
다사634098,화성시,14
다사642114,화성시,10
다사631096,화성시,8
다사631100,화성시,10
다사631102,화성시,10
다사633095,화성시,8
다사635093,화성시,10
다사635098,화성시,10
다사637116,화성시,10
다사646096,화성시,10
다사647093,화성시,10
다사631097,화성시,6
다사631101,화성시,8
다사636091,화성시,6
다사636092,화성시,6
다사636093,화성시,8
다사636097,화성시,8
다사636103,화성시,8
다사636114,화성시,8
다사637091,화성시,8
다사637094,화성시,8
다사642110,화성시,6
다사642113,화성시,6
다사646097,화성시,8
다사647095,화성시,6
다사648096,화성시,6
다사621097,화성시,5
다사622093,화성시,2
다사622094,화성시,5
다사622095,화성시,2
다사622097,화성시,5
다사623097,화성시,5
다사624077,화성시,2
다사624092,화성시,2
다사625078,화성시,2
다사635090,화성시,5
다사635091,화성시,5
다사635092,화성시,5
다사635094,화성시,5
다사635109,화성시,5
다사635114,화성시,2
다사636094,화성시,2
다사636110,화성시,5
다사637092,화성시,5
다사637093,화성시,5
다사637097,화성시,5
다사638114,화성시,5
다사647094,화성시,5
다사648095,화성시,5
다사649095,화성시,5
다사623082,화성시,0
다사623087,화성시,0
다사623092,화성시,0
다사623095,화성시,0
다사624078,화성시,0
다사625095,화성시,0
다사626076,화성시,0
다사634090,화성시,0
다사635112,화성시,0
다사637114,화성시,0
다사653083,화성시,242
다사653084,화성시,196
다사652081,화성시,162
다사652077,화성시,183
다사669074,화성시,177
다사653081,화성시,158
다사651083,화성시,154
다사649083,화성시,157
다사646074,화성시,139
다사648083,화성시,134
다사660081,화성시,118
다사661082,화성시,131
다사650080,화성시,120
다사649084,화성시,116
다사653085,화성시,101
다사659084,화성시,110
다사671075,화성시,119
다사658090,화성시,111
다사673074,화성시,109
다사650081,화성시,89
다사652076,화성시,100
다사652075,화성시,97
다사648082,화성시,94
다사658080,화성시,85
다사647083,화성시,106
다사651085,화성시,101
다사648087,화성시,82
다사648080,화성시,84
다사649081,화성시,85
다사672074,화성시,88
다사651084,화성시,86
다사652083,화성시,87
다사658088,화성시,91
다사671076,화성시,96
다사659087,화성시,83
다사648081,화성시,74
다사647074,화성시,90
다사672077,화성시,88
다사660083,화성시,80
다사670073,화성시,80
다사650083,화성시,73
다사668077,화성시,84
다사648086,화성시,72
다사658081,화성시,71
다사660080,화성시,75
다사657081,화성시,68
다사660072,화성시,68
다사659088,화성시,80
다사659081,화성시,65
다사672075,화성시,78
다사658082,화성시,73
다사671073,화성시,67
다사649085,화성시,68
다사658076,화성시,65
다사655077,화성시,68
다사658083,화성시,73
다사656077,화성시,65
다사647086,화성시,56
다사652085,화성시,61
다사670077,화성시,69
다사653075,화성시,61
다사660082,화성시,58
다사652084,화성시,50
다사647084,화성시,57
다사649074,화성시,55
다사673076,화성시,51
다사660084,화성시,47
다사669073,화성시,48
다사673075,화성시,50
다사658077,화성시,53
다사670074,화성시,47
다사641078,화성시,43
다사647085,화성시,46
다사647087,화성시,42
다사648084,화성시,48
다사669075,화성시,43
다사650076,화성시,46
다사658087,화성시,46
다사657075,화성시,38
다사658089,화성시,39
다사660087,화성시,49
다사659076,화성시,42
다사661084,화성시,42
다사655075,화성시,37
다사656075,화성시,43
다사661072,화성시,39
다사670075,화성시,43
다사672076,화성시,40
다사653077,화성시,47
다사648085,화성시,41
다사649086,화성시,33
다사658084,화성시,42
다사661083,화성시,35
다사654077,화성시,40
다사671074,화성시,40
다사641079,화성시,37
다사661090,화성시,37
다사669076,화성시,37
다사656076,화성시,29
다사652080,화성시,30
다사659078,화성시,42
다사670076,화성시,34
다사660086,화성시,39
다사664071,화성시,32
다사657080,화성시,30
다사641080,화성시,32
다사653080,화성시,30
다사655076,화성시,30
다사659077,화성시,30
다사662071,화성시,28
다사653076,화성시,28
다사648074,화성시,27
다사658085,화성시,30
다사659072,화성시,28
다사663071,화성시,27
다사671077,화성시,35
다사659082,화성시,28
다사659083,화성시,24
다사665087,화성시,30
다사643081,화성시,22
다사670072,화성시,22
다사642081,화성시,22
다사659079,화성시,23
다사664084,화성시,24
다사667077,화성시,25
다사660079,화성시,24
다사662090,화성시,21
다사665086,화성시,25
다사657083,화성시,19
다사659080,화성시,18
다사668076,화성시,20
다사656083,화성시,14
다사666085,화성시,20
다사644081,화성시,16
다사661076,화성시,20
다사650077,화성시,16
다사643080,화성시,15
다사649077,화성시,16
다사657077,화성시,16
다사664073,화성시,16
다사646087,화성시,12
다사656084,화성시,12
다사664072,화성시,15
다사666077,화성시,15
다사642080,화성시,10
다사649075,화성시,12
다사654086,화성시,10
다사667086,화성시,12
다사642079,화성시,10
다사643082,화성시,10
다사662079,화성시,10
다사663079,화성시,10
다사663080,화성시,10
다사664074,화성시,10
다사664079,화성시,8
다사666086,화성시,13
다사639076,화성시,6
다사640075,화성시,8
다사641075,화성시,8
다사641081,화성시,6
다사648075,화성시,8
다사655086,화성시,6
다사656088,화성시,6
다사657084,화성시,8
다사663082,화성시,6
다사664078,화성시,6
다사666087,화성시,8
다사667090,화성시,8
다사662075,화성시,6
다사639075,화성시,5
다사639078,화성시,5
다사640076,화성시,2
다사640078,화성시,5
다사640079,화성시,5
다사641076,화성시,2
다사644074,화성시,5
다사644075,화성시,2
다사644076,화성시,5
다사644082,화성시,2
다사656085,화성시,2
다사656087,화성시,2
다사657088,화성시,5
다사662080,화성시,2
다사663072,화성시,2
다사663076,화성시,5
다사663078,화성시,5
다사663083,화성시,5
다사664075,화성시,5
다사664080,화성시,5
다사664081,화성시,5
다사664082,화성시,5
다사664083,화성시,2
다사665078,화성시,5
다사665084,화성시,5
다사639074,화성시,0
다사641074,화성시,0
다사656082,화성시,0
다사657089,화성시,0
다사663074,화성시,0
다사663081,화성시,0
다사642071,화성시,259
다사644072,화성시,164
다사644073,화성시,157
다사655071,화성시,162
다사656071,화성시,155
다사656072,화성시,141
다사651072,화성시,130
다사645071,화성시,136
다사660071,화성시,109
다사646071,화성시,121
다사650068,화성시,113
다사648070,화성시,127
다사657072,화성시,117
다사656070,화성시,122
다사641070,화성시,125
다사646070,화성시,115
다사655066,화성시,95
다사646073,화성시,100
다사639071,화성시,109
다사648072,화성시,102
다사642070,화성시,110
다사652072,화성시,96
다사647072,화성시,97
다사655072,화성시,98
다사654065,화성시,84
다사655065,화성시,86
다사652071,화성시,87
다사654066,화성시,80
다사643073,화성시,87
다사640071,화성시,83
다사663068,화성시,81
다사651071,화성시,80
다사642072,화성시,83
다사652070,화성시,65
다사652068,화성시,72
다사656067,화성시,69
다사651073,화성시,68
다사647073,화성시,68
다사643072,화성시,70
다사653071,화성시,65
다사657071,화성시,66
다사642073,화성시,68
다사651074,화성시,60
다사653074,화성시,61
다사652074,화성시,59
다사652067,화성시,55
다사645070,화성시,53
다사650069,화성시,49
다사650070,화성시,55
다사663067,화성시,47
다사653066,화성시,49
다사655067,화성시,50
다사650074,화성시,45
다사653070,화성시,48
다사647071,화성시,46
다사653073,화성시,45
다사654067,화성시,38
다사647070,화성시,45
다사649073,화성시,55
다사650073,화성시,42
다사651070,화성시,39
다사652073,화성시,36
다사656069,화성시,38
다사662070,화성시,39
다사650072,화성시,40
다사640070,화성시,36
다사654072,화성시,44
다사651068,화성시,34
다사647069,화성시,37
다사652066,화성시,32
다사639070,화성시,36
다사651067,화성시,33
다사651069,화성시,39
다사657070,화성시,30
다사663070,화성시,30
다사661071,화성시,24
다사663069,화성시,32
다사638070,화성시,34
다사638071,화성시,32
다사653067,화성시,25
다사662067,화성시,29
다사664069,화성시,32
다사655068,화성시,31
다사648073,화성시,26
다사661070,화성시,24
다사664070,화성시,27
다사649068,화성시,28
다사662068,화성시,20
다사654071,화성시,23
다사659071,화성시,20
다사656066,화성시,20
다사657069,화성시,22
다사649072,화성시,24
다사652069,화성시,18
다사653068,화성시,17
다사648069,화성시,17
다사649069,화성시,23
다사653065,화성시,17
다사658071,화성시,9
다사639073,화성시,13
다사640073,화성시,13
다사640072,화성시,6
다사643068,화성시,8
다사645068,화성시,6
다사649067,화성시,6
다사652065,화성시,8
다사658067,화성시,8
다사658068,화성시,6
다사658070,화성시,8
다사659069,화성시,6
다사661065,화성시,8
다사637071,화성시,2
다사642068,화성시,5
다사644068,화성시,2
다사645067,화성시,5
다사649071,화성시,5
다사650067,화성시,5
다사651066,화성시,5
다사653064,화성시,5
다사656063,화성시,5
다사656064,화성시,5
다사657063,화성시,5
다사657064,화성시,2
다사657067,화성시,2
다사658063,화성시,2
다사658065,화성시,5
다사658066,화성시,2
다사659067,화성시,5
다사659068,화성시,2
다사659070,화성시,5
다사660069,화성시,2
다사660070,화성시,5
다사661066,화성시,5
다사661067,화성시,2
다사661069,화성시,5
다사662069,화성시,5
다사666061,화성시,2
다사667063,화성시,5
다사669063,화성시,5
다사637072,화성시,0
다사638073,화성시,0
다사650066,화성시,0
다사651065,화성시,0
다사652064,화성시,0
다사658064,화성시,0
다사658069,화성시,0
다사659065,화성시,0
다사659066,화성시,0
다사661064,화성시,0
다사666064,화성시,0
다사670084,화성시,266
다사662095,화성시,201
다사664096,화성시,196
다사670085,화성시,210
다사667104,화성시,162
다사668105,화성시,154
다사666098,화성시,126
다사667097,화성시,122
다사660091,화성시,129
다사667103,화성시,114
다사670086,화성시,156
다사664099,화성시,122
다사659092,화성시,115
다사663098,화성시,115
다사659091,화성시,111
다사669099,화성시,116
다사665100,화성시,108
다사669104,화성시,103
다사665099,화성시,107
다사661092,화성시,104
다사668096,화성시,109
다사671102,화성시,103
다사670101,화성시,92
다사667099,화성시,100
다사664095,화성시,99
다사658091,화성시,85
다사670103,화성시,77
다사670102,화성시,81
다사664094,화성시,87
다사666103,화성시,89
다사670100,화성시,79
다사668104,화성시,82
다사674083,화성시,86
다사668103,화성시,74
다사679085,화성시,73
다사666104,화성시,78
다사669085,화성시,91
다사671103,화성시,73
다사673083,화성시,79
다사676084,화성시,89
다사673085,화성시,65
다사661091,화성시,70
다사663095,화성시,67
다사666099,화성시,65
다사669103,화성시,61
다사658092,화성시,67
다사663096,화성시,58
다사674086,화성시,70
다사667098,화성시,65
다사669098,화성시,68
다사673084,화성시,67
다사663094,화성시,53
다사666096,화성시,68
다사674085,화성시,62
다사673086,화성시,65
다사668078,화성시,59
다사666097,화성시,52
다사662094,화성시,55
다사665102,화성시,57
다사667105,화성시,55
다사669097,화성시,57
다사669084,화성시,69
다사662091,화성시,54
다사662092,화성시,54
다사668079,화성시,47
다사670098,화성시,54
다사662096,화성시,48
다사668095,화성시,51
다사660092,화성시,45
다사667094,화성시,51
다사669100,화성시,49
다사671101,화성시,39
다사674084,화성시,48
다사669086,화성시,55
다사675084,화성시,50
다사668094,화성시,43
다사670099,화성시,40
다사679086,화성시,42
다사663097,화성시,48
다사668098,화성시,42
다사668093,화성시,39
다사660093,화성시,38
다사668106,화성시,36
다사669087,화성시,47
다사669096,화성시,38
다사681087,화성시,35
다사667106,화성시,39
다사667093,화성시,38
다사669101,화성시,33
다사665103,화성시,36
다사677087,화성시,29
다사667102,화성시,34
다사668080,화성시,30
다사676086,화성시,25
다사677086,화성시,27
다사668086,화성시,31
다사668099,화성시,23
다사669095,화성시,21
다사668097,화성시,21
다사666095,화성시,25
다사667095,화성시,27
다사675085,화성시,25
다사666091,화성시,17
다사668102,화성시,21
다사669102,화성시,17
다사675086,화성시,17
다사683092,화성시,18
다사676085,화성시,16
다사685092,화성시,13
다사668087,화성시,16
다사666094,화성시,15
다사667091,화성시,15
다사667096,화성시,17
다사667092,화성시,16
다사682086,화성시,14
다사685093,화성시,10
다사664097,화성시,10
다사671104,화성시,10
다사665091,화성시,6
다사665095,화성시,8
다사667078,화성시,6
다사682091,화성시,6
다사682092,화성시,8
다사682096,화성시,8
다사682099,화성시,8
다사682100,화성시,8
다사683085,화성시,8
다사684092,화성시,8
다사684093,화성시,8
다사684097,화성시,8
다사686092,화성시,8
다사667084,화성시,2
다사668092,화성시,2
다사682095,화성시,5
다사682097,화성시,5
다사683091,화성시,5
다사683093,화성시,5
다사683096,화성시,5
다사683097,화성시,5
다사684091,화성시,2
다사684096,화성시,5
다사665092,화성시,0
다사668091,화성시,0
다사681085,화성시,0
다사682085,화성시,0
다사685097,화성시,0
다사359120,화성시,23
다사358121,화성시,10
다사359119,화성시,10
다사360121,화성시,7
다사313104,화성시,6
다사353117,화성시,6
다사354119,화성시,6
다사355120,화성시,8
다사355122,화성시,8
다사360120,화성시,8
다사313107,화성시,5
다사319084,화성시,2
다사319086,화성시,2
다사319098,화성시,2
다사320097,화성시,5
다사321085,화성시,5
다사326106,화성시,2
다사327099,화성시,2
다사327106,화성시,5
다사330095,화성시,5
다사335116,화성시,5
다사338098,화성시,2
다사342116,화성시,2
다사343100,화성시,2
다사344101,화성시,5
다사344116,화성시,5
다사346097,화성시,5
다사346126,화성시,2
다사348084,화성시,5
다사348105,화성시,5
다사350108,화성시,5
다사352103,화성시,5
다사352123,화성시,2
다사353110,화성시,5
다사353118,화성시,5
다사353120,화성시,5
다사354112,화성시,5
다사354116,화성시,5
다사354117,화성시,5
다사354120,화성시,2
다사354121,화성시,5
다사355112,화성시,2
다사356118,화성시,2
다사356119,화성시,5
다사356120,화성시,2
다사356122,화성시,2
다사356124,화성시,2
다사358090,화성시,5
다사358120,화성시,5
다사359121,화성시,2
다사360090,화성시,2
다사360119,화성시,2
다사360123,화성시,2
다사361095,화성시,5
다사361121,화성시,5
다사361124,화성시,5
다사361125,화성시,2
다사361126,화성시,2
다사362122,화성시,2
다사363099,화성시,2
다사363119,화성시,2
다사363120,화성시,5
다사364135,화성시,2
다사365102,화성시,5
다사365135,화성시,2
다사367109,화성시,2
다사368137,화성시,2
다사369099,화성시,5
다사369106,화성시,5
다사371128,화성시,5
다사372098,화성시,2
다사373129,화성시,2
다사307097,화성시,0
다사308100,화성시,0
다사310110,화성시,0
다사321116,화성시,0
다사324119,화성시,0
다사327100,화성시,0
다사327101,화성시,0
다사327107,화성시,0
다사328083,화성시,0
다사330111,화성시,0
다사330114,화성시,0
다사331100,화성시,0
다사332114,화성시,0
다사334096,화성시,0
다사342090,화성시,0
다사343091,화성시,0
다사343101,화성시,0
다사344109,화성시,0
다사345087,화성시,0
다사346093,화성시,0
다사346100,화성시,0
다사347083,화성시,0
다사347097,화성시,0
다사347105,화성시,0
다사349097,화성시,0
다사353121,화성시,0
다사353122,화성시,0
다사355083,화성시,0
다사355117,화성시,0
다사355118,화성시,0
다사356121,화성시,0
다사356127,화성시,0
다사357115,화성시,0
다사359089,화성시,0
다사360085,화성시,0
다사360117,화성시,0
다사360126,화성시,0
다사361097,화성시,0
다사363121,화성시,0
다사364134,화성시,0
다사365147,화성시,0
다사367096,화성시,0
다사367097,화성시,0
다사367124,화성시,0
다사368098,화성시,0
다사368101,화성시,0
다사369098,화성시,0
다사370099,화성시,0
다사372143,화성시,0
다사373130,화성시,0
다사375132,화성시,0
다사514160,화성시,31
다사515160,화성시,35
다사450187,화성시,27
다사493170,화성시,25
다사451188,화성시,16
다사493169,화성시,10
다사509163,화성시,10
다사449187,화성시,6
다사489169,화성시,6
다사490169,화성시,8
다사491169,화성시,6
다사492169,화성시,8
다사492170,화성시,8
다사493171,화성시,6
다사496167,화성시,8
다사508165,화성시,6
다사509164,화성시,6
다사515161,화성시,8
다사449188,화성시,5
다사450188,화성시,5
다사451187,화성시,5
다사454198,화성시,5
다사454201,화성시,2
다사458195,화성시,5
다사463198,화성시,2
다사473179,화성시,2
다사475175,화성시,5
다사475179,화성시,2
다사476179,화성시,2
다사476182,화성시,5
다사479168,화성시,5
다사479170,화성시,2
다사486175,화성시,5
다사488170,화성시,5
다사489159,화성시,2
다사489171,화성시,2
다사490158,화성시,2
다사491170,화성시,2
다사491171,화성시,2
다사492171,화성시,5
다사505164,화성시,2
다사507162,화성시,5
다사507163,화성시,5
다사508163,화성시,5
다사508166,화성시,2
다사509165,화성시,2
다사509166,화성시,2
다사510163,화성시,2
다사514161,화성시,2
다사514168,화성시,5
다사447188,화성시,0
다사449186,화성시,0
다사450186,화성시,0
다사451191,화성시,0
다사453188,화성시,0
다사456201,화성시,0
다사458194,화성시,0
다사465179,화성시,0
다사475208,화성시,0
다사477169,화성시,0
다사477172,화성시,0
다사478171,화성시,0
다사488168,화성시,0
다사488169,화성시,0
다사489158,화성시,0
다사489168,화성시,0
다사489170,화성시,0
다사491168,화성시,0
다사500175,화성시,0
다사508164,화성시,0
다사510166,화성시,0
다사610141,화성시,194
다사613156,화성시,179
다사606137,화성시,131
다사610143,화성시,162
다사607139,화성시,121
다사614156,화성시,155
다사610144,화성시,153
다사615157,화성시,142
다사611141,화성시,122
다사613157,화성시,136
다사610142,화성시,126
다사609140,화성시,117
다사612155,화성시,139
다사607148,화성시,99
다사606139,화성시,108
다사605136,화성시,101
다사615156,화성시,131
다사609143,화성시,119
다사604137,화성시,93
다사605148,화성시,89
다사601139,화성시,84
다사605138,화성시,80
다사616149,화성시,91
다사606136,화성시,81
다사610148,화성시,81
다사606148,화성시,74
다사611143,화성시,97
다사616150,화성시,84
다사609141,화성시,79
다사609148,화성시,70
다사614155,화성시,88
다사605137,화성시,61
다사607140,화성시,74
다사603151,화성시,63
다사598144,화성시,77
다사609142,화성시,79
다사610140,화성시,65
다사611150,화성시,60
다사609144,화성시,76
다사609151,화성시,61
다사604150,화성시,77
다사611144,화성시,69
다사615155,화성시,50
다사596144,화성시,56
다사611142,화성시,60
다사617152,화성시,51
다사613155,화성시,65
다사600138,화성시,51
다사608150,화성시,47
다사616154,화성시,50
다사599144,화성시,52
다사607138,화성시,44
다사604135,화성시,47
다사610150,화성시,42
다사613152,화성시,44
다사608148,화성시,32
다사614154,화성시,38
다사610151,화성시,37
다사614151,화성시,36
다사616153,화성시,39
다사616144,화성시,43
다사615154,화성시,27
다사606140,화성시,23
다사602139,화성시,26
다사608143,화성시,36
다사608151,화성시,28
다사613151,화성시,30
다사617144,화성시,36
다사603150,화성시,23
다사615152,화성시,21
다사616152,화성시,22
다사617143,화성시,24
다사606138,화성시,24
다사611148,화성시,20
다사614152,화성시,20
다사607147,화성시,19
다사607141,화성시,23
다사610152,화성시,20
다사616143,화성시,23
다사617142,화성시,25
다사618143,화성시,25
다사604148,화성시,16
다사610147,화성시,19
다사597144,화성시,18
다사603147,화성시,17
다사611147,화성시,14
다사611149,화성시,14
다사609150,화성시,13
다사596145,화성시,17
다사599145,화성시,16
다사598145,화성시,15
다사617145,화성시,15
다사609152,화성시,9
다사610149,화성시,14
다사616142,화성시,13
다사615142,화성시,6
다사615148,화성시,8
다사617149,화성시,6
다사602136,화성시,5
다사602137,화성시,2
다사607145,화성시,5
다사608145,화성시,2
다사608147,화성시,5
다사613141,화성시,5
다사616146,화성시,5
다사600140,화성시,0
다사606141,화성시,0
다사609138,화성시,0
다사611151,화성시,0
다사612145,화성시,0
다사612153,화성시,0
다사613149,화성시,0
다사614148,화성시,0
다사615150,화성시,0
다사620144,화성시,0
다사580115,화성시,208
다사581115,화성시,159
다사579116,화성시,151
다사580117,화성시,125
다사580119,화성시,99
다사593114,화성시,91
다사582116,화성시,106
다사591118,화성시,74
다사593117,화성시,78
다사594116,화성시,76
다사594118,화성시,67
다사578116,화성시,75
다사591116,화성시,60
다사594115,화성시,59
다사592118,화성시,64
다사580118,화성시,71
다사581116,화성시,71
다사581117,화성시,67
다사580116,화성시,59
다사590124,화성시,58
다사590120,화성시,49
다사591123,화성시,54
다사588118,화성시,57
다사593119,화성시,46
다사593115,화성시,49
다사578115,화성시,53
다사594111,화성시,49
다사579115,화성시,51
다사591121,화성시,41
다사590112,화성시,44
다사591122,화성시,47
다사579117,화성시,56
다사592121,화성시,49
다사595117,화성시,45
다사590117,화성시,40
다사593116,화성시,45
다사595116,화성시,39
다사581118,화성시,44
다사590118,화성시,38
다사592123,화성시,40
다사595113,화성시,37
다사593113,화성시,36
다사581119,화성시,40
다사592114,화성시,40
다사594117,화성시,36
다사590123,화성시,35
다사592117,화성시,35
다사579118,화성시,39
다사591112,화성시,37
다사593111,화성시,32
다사592116,화성시,28
다사593112,화성시,28
다사592119,화성시,27
다사578113,화성시,29
다사583116,화성시,38
다사584116,화성시,33
다사591117,화성시,27
다사594113,화성시,21
다사594120,화성시,20
다사578114,화성시,22
다사582115,화성시,31
다사591119,화성시,22
다사594119,화성시,24
다사591124,화성시,19
다사590119,화성시,20
다사592115,화성시,19
다사594112,화성시,23
다사591111,화성시,18
다사579113,화성시,17
다사589118,화성시,17
다사577113,화성시,15
다사590113,화성시,15
다사593118,화성시,16
다사594114,화성시,17
다사589113,화성시,16
다사591120,화성시,15
다사592122,화성시,15
다사577114,화성시,10
다사588119,화성시,10
다사588123,화성시,10
다사589124,화성시,10
다사592120,화성시,10
다사576118,화성시,6
다사587113,화성시,8
다사587117,화성시,8
다사587119,화성시,6
다사588120,화성시,8
다사589122,화성시,6
다사589123,화성시,8
다사593110,화성시,6
다사593120,화성시,6
다사583119,화성시,2
다사584118,화성시,5
다사586113,화성시,2
다사587114,화성시,5
다사587115,화성시,2
다사587118,화성시,5
다사587120,화성시,5
다사588122,화성시,5
다사589121,화성시,2
다사590121,화성시,2
다사590122,화성시,5
다사591125,화성시,5
다사584117,화성시,0
다사586118,화성시,0
다사586119,화성시,0
다사586120,화성시,0
다사586121,화성시,0
다사587116,화성시,0
다사587121,화성시,0
다사596127,화성시,89
다사595127,화성시,79
다사597124,화성시,72
다사597129,화성시,57
다사594121,화성시,54
다사594124,화성시,61
다사595128,화성시,63
다사596130,화성시,54
다사596122,화성시,52
다사597123,화성시,56
다사597130,화성시,55
다사597131,화성시,49
다사597121,화성시,51
다사596121,화성시,48
다사595120,화성시,41
다사599127,화성시,46
다사599128,화성시,44
다사596131,화성시,50
다사598130,화성시,39
다사593123,화성시,44
다사602126,화성시,31
다사596128,화성시,36
다사595125,화성시,34
다사597120,화성시,33
다사597125,화성시,32
다사598128,화성시,33
다사593122,화성시,31
다사595121,화성시,26
다사598122,화성시,28
다사598125,화성시,28
다사599129,화성시,33
