v_link_id,vel_mean,vel_min,vel_max,vel_std,probe_mean,ts_vel_mean,ts_vel_min,ts_vel_max,ts_probe_mean,outlier_flag
57135108902,15.17,9.5,20.14,2.8,97.67,10,4,9,9,False
57135111901,35.4,33.27,37.79,1.06,17828.92,13,0,5,20,False
57135111902,36.01,28.71,40.88,3.32,18158.29,13,0,6,21,False
57135115301,25.13,22.32,28.39,2.15,1134.96,7,22,5,13,False
57135115302,19.32,9.68,31.4,6.13,1088.71,10,17,3,11,False
57135115601,36.63,35.0,38.39,0.69,5199.96,16,0,3,6,False
57135115602,22.5,20.1,30.53,3.24,4893.46,6,11,2,21,False
57135115701,29.15,16.87,40.89,7.26,5433.71,10,18,2,21,False
57135115702,31.28,27.0,38.26,3.22,5259.71,13,7,3,6,False
57135116001,34.9,32.76,36.29,1.0,2848.79,22,4,7,21,False
57135116002,23.97,18.64,28.49,2.48,1329.21,11,0,8,21,False
57135117801,46.0,42.5,51.18,1.68,4585.42,15,18,5,21,False
57135117802,32.07,27.95,34.51,1.76,2556.25,21,0,7,21,False
57135117901,35.53,30.9,44.11,3.89,2871.04,11,19,1,21,False
57135117902,39.32,34.61,45.48,3.58,4627.42,10,17,1,21,False
57135119301,15.25,10.27,24.37,3.2,94.67,21,3,1,23,False
57135119302,13.7,8.71,18.97,2.78,93.67,18,5,9,11,False
57135123401,25.74,17.92,33.94,4.93,1546.46,6,9,2,14,False
57135123402,26.64,13.49,35.12,5.26,1191.17,12,17,1,14,False
57135123601,12.87,7.0,40.78,6.6,146.09,9,1,0,15,False
57135123602,14.0,9.27,18.51,2.43,750.42,5,17,23,9,False
57135129801,29.95,27.35,33.25,1.42,4222.58,21,17,5,14,False
57135129802,23.44,15.72,27.12,3.25,4502.62,4,0,6,6,False
57135130001,21.22,7.0,33.42,6.77,97.71,8,4,12,12,False
57135130002,20.04,9.86,32.73,6.08,106.12,11,2,6,12,False
57135130201,17.17,8.9,22.82,4.03,128.17,15,2,9,12,False
57135130202,20.93,10.0,30.33,5.63,80.33,7,2,12,10,False
57135133501,51.14,42.88,61.01,3.49,9102.92,10,8,0,11,False
57135133901,66.24,60.59,68.71,1.64,21304.21,20,0,5,20,True
57135134001,61.83,47.31,67.81,4.7,11120.75,8,17,1,22,False
57135134101,61.06,37.18,68.0,6.56,20629.04,15,17,23,21,False
57135135401,65.83,56.34,69.21,2.36,21653.42,14,0,5,20,True
57135140201,33.94,13.33,47.31,8.56,51.38,3,2,13,19,False
57135140202,14.34,6.0,20.5,2.95,44.71,18,2,22,19,False
57135140301,21.95,16.49,27.92,3.2,819.54,14,19,3,8,False
57135140302,16.41,13.38,19.83,1.39,664.17,3,6,4,19,False
57135140701,20.81,10.94,24.96,3.22,844.0,7,18,22,11,False
57135140702,30.99,27.13,34.94,1.46,495.92,20,6,4,21,False
57135140801,23.42,8.0,35.69,6.84,80.33,10,1,4,15,False
57135140802,10.06,8.44,14.5,1.33,339.08,8,1,2,15,False
57135140901,17.17,13.6,23.13,2.7,698.88,23,8,4,22,False
57135140902,20.6,14.06,26.25,3.23,1211.42,6,8,3,12,False
57135141101,17.2,9.43,25.39,3.76,18.4,11,23,9,15,False
57135141102,10.59,5.0,22.5,3.98,14.05,5,22,23,16,False
57135142201,8.84,4.83,20.26,3.04,147.5,11,2,3,17,False
57135142202,9.94,4.48,46.58,9.61,109.25,22,7,2,11,False
57135142301,22.42,20.3,24.65,1.02,761.21,14,0,2,12,False
57135142302,19.85,16.3,25.65,2.49,446.75,6,17,1,14,False
57135143901,28.01,23.27,33.62,2.66,391.38,19,12,2,6,False
57135143902,19.56,9.76,30.18,4.4,902.0,10,17,5,12,False
57135144001,23.25,14.45,32.46,3.49,818.62,8,17,4,13,False
57135144002,22.9,17.48,39.26,5.01,252.12,8,20,4,6,False
57135148401,60.45,56.93,65.22,2.16,10218.25,10,18,5,21,False
57135148402,28.01,17.11,34.91,4.73,8342.46,13,18,2,20,False
57135148601,39.52,21.33,53.57,7.62,8162.46,14,8,4,6,False
57135148602,29.38,20.76,37.51,4.5,8433.29,10,8,4,21,False
57135150501,36.68,27.99,38.67,2.35,1510.92,12,1,6,11,False
57135150502,24.43,22.43,28.67,1.43,603.5,9,0,5,7,False
57135150901,17.42,11.5,24.28,2.92,39.55,8,0,14,10,False
57135150902,31.52,11.73,73.09,16.39,16.74,12,5,23,6,False
57135153301,21.76,11.67,28.64,4.2,51.08,8,4,23,7,False
57135153302,25.07,20.06,31.32,2.51,196.08,3,8,2,15,False
57135153901,16.02,10.0,21.4,2.91,42.92,2,23,8,8,False
57135153902,16.9,10.5,28.43,4.41,24.0,17,21,10,15,False
57135154601,17.85,10.48,28.05,5.97,52.86,7,16,6,18,False
57135154602,14.58,9.5,20.39,3.0,62.33,12,6,2,17,False
57135156601,24.34,19.62,29.24,2.92,1851.58,8,18,5,6,False
57135156602,19.74,12.88,24.12,2.89,1411.0,14,18,5,22,False
57135158301,43.35,40.07,45.2,1.07,1869.54,20,8,0,17,False
57135159901,40.13,24.64,48.5,4.78,4974.12,15,7,3,18,False
57135159902,43.23,24.62,50.82,6.9,4985.79,9,18,3,8,False
57135162401,13.5,11.15,19.1,1.76,159.17,21,9,4,8,False
57135162402,10.47,8.46,12.75,1.24,219.12,12,15,0,16,False
57135163001,44.43,41.85,47.55,1.42,2981.04,15,18,1,21,False
57135163002,25.56,17.72,39.79,6.57,1919.17,6,8,3,21,False
57135163201,48.83,43.73,51.51,1.62,1966.33,3,0,8,21,False
57135163202,36.11,32.07,39.2,1.79,3032.0,15,18,3,21,False
57135189401,13.73,4.25,29.53,5.35,60.71,7,1,0,2,False
57135189402,12.47,6.0,22.75,4.5,55.5,12,0,4,16,False
57135190001,14.08,6.33,24.29,4.33,35.96,14,18,4,8,False
57135190002,11.28,6.34,25.9,5.61,31.39,22,13,1,10,False
57135190601,33.16,18.0,60.5,7.46,130.79,13,2,3,17,False
57135190602,25.61,15.33,31.04,4.04,172.42,21,3,6,8,False
57135190801,26.32,24.15,28.75,1.44,433.0,4,18,1,20,False
57135190802,20.71,15.73,26.35,2.88,463.12,11,15,6,10,False
57135191401,40.87,36.34,42.77,1.59,1994.67,20,3,17,13,False
57135192801,50.78,44.93,64.45,3.85,1685.71,22,2,4,20,False
57135193001,27.77,13.47,39.81,7.05,1991.04,14,18,4,21,False
57135195001,44.64,22.57,48.96,6.04,4651.71,11,7,2,18,False
57135195601,29.87,24.46,32.43,2.32,2091.67,1,5,14,21,False
57135195602,29.96,26.02,32.36,1.18,1688.46,9,0,5,21,False
57135198801,24.27,21.43,25.63,0.93,1642.88,19,5,2,20,False
57135198802,34.19,28.73,39.55,2.81,4254.25,7,0,9,18,False
57135200601,31.58,17.09,36.65,4.49,3317.25,21,18,2,7,False
57135201201,36.09,22.29,46.89,6.4,6955.96,21,7,2,18,False
57135201202,33.2,9.35,42.66,8.57,6414.0,9,18,1,7,False
57135214401,37.11,33.54,41.29,1.96,3752.0,10,18,5,20,False
57135214402,37.93,27.53,49.35,6.78,4439.04,10,18,5,21,False
57135214601,16.7,12.27,21.56,2.25,220.08,6,18,2,21,False
57135214602,29.82,25.52,35.0,1.99,338.25,11,7,4,13,False
57135214801,35.16,30.71,38.37,2.17,3071.0,13,18,3,7,False
57135215001,30.54,18.09,41.6,7.48,3091.08,22,18,2,20,False
57135215201,36.88,32.21,39.26,1.54,1921.67,10,0,8,7,False
57135215202,26.03,23.09,29.68,1.62,2423.62,11,2,7,21,False
57135215401,25.14,17.03,33.1,4.6,3015.62,20,18,3,21,False
57135215402,46.23,42.63,48.29,1.18,1958.17,16,0,8,7,False
57135224201,9.35,4.25,18.62,3.0,18.33,9,0,5,11,False
57135224202,14.7,4.5,37.53,7.07,17.21,17,6,5,13,False
57135224401,27.76,21.0,37.56,2.96,125.88,12,8,0,19,False
57135224402,25.44,11.0,31.4,4.73,81.61,11,3,1,13,False
57135225001,42.06,37.53,45.77,2.07,3281.83,20,18,4,12,False
57135225002,32.98,22.52,52.07,9.21,4086.38,22,8,2,20,False
57135225201,33.14,22.7,52.24,9.16,4106.79,22,8,2,20,False
57135225202,42.56,37.89,46.38,2.05,3301.29,14,18,5,12,False
57135252001,68.02,47.56,71.61,5.91,16570.75,11,7,17,18,True
57135252401,69.13,28.4,79.67,11.0,1030.75,0,7,17,11,True
57135275001,23.3,20.04,31.33,3.0,272.88,22,8,1,19,False
57135275002,24.76,22.08,29.78,1.8,298.12,13,21,3,20,False
57135275401,10.61,3.33,18.67,4.29,11.05,15,20,1,9,False
57135275402,11.66,5.43,30.9,6.31,13.91,7,20,0,7,False
57135275601,17.34,9.0,21.73,2.4,55.33,7,2,22,21,False
57135275602,13.63,10.22,25.24,3.09,64.08,5,15,3,18,False
57135278601,44.86,38.09,49.31,2.68,7448.04,23,18,6,21,False
57135278602,45.95,37.88,55.41,4.03,7045.12,2,18,5,6,False
57135279001,16.12,11.85,26.6,3.3,36.84,10,12,2,11,False
57135279002,14.57,11.27,18.21,1.62,38.43,13,12,22,10,False
57135279201,18.78,14.23,34.0,4.75,19.45,6,19,7,13,False
57135279202,13.2,3.0,24.5,3.96,23.28,7,23,0,7,False
57135279401,14.15,11.21,22.29,2.58,23.16,12,14,6,11,False
57135279402,15.12,10.69,46.8,8.11,27.17,20,16,0,16,False
57135279801,17.08,14.08,36.43,4.38,38.22,8,17,1,9,False
57135279802,18.04,13.0,29.5,4.52,14.48,19,5,15,19,False
57135280001,15.37,11.96,24.78,3.47,38.55,23,7,6,9,False
57135280002,14.11,9.47,22.28,3.25,40.95,21,19,0,15,False
57135280201,18.29,15.18,23.38,1.92,159.29,12,16,4,20,False
57135280202,15.66,11.73,21.31,2.43,127.96,22,16,1,11,False
57135280401,18.28,13.26,21.4,1.85,77.21,21,3,23,9,False
57135280402,18.78,12.14,24.92,2.44,103.83,16,5,4,20,False
57135280801,14.54,12.98,17.78,0.98,178.92,14,2,3,6,False
57135280802,21.92,19.46,27.36,2.5,233.08,22,17,3,22,False
57135291601,14.52,5.0,21.67,4.05,51.71,9,1,0,15,False
57135291602,8.54,5.0,14.14,2.32,21.61,21,6,1,14,False
57135291801,14.86,5.0,34.0,5.7,22.13,1,4,21,11,False
57135291802,17.6,12.14,25.29,3.31,71.58,14,4,0,12,False
57135302001,41.8,38.87,45.66,2.12,3126.58,20,18,1,20,False
57135302002,16.34,12.32,22.01,2.67,2391.46,19,1,8,7,False
57135375201,26.41,23.14,28.41,1.22,888.79,15,6,3,10,False
57135375202,19.59,16.99,21.89,1.35,1054.46,17,22,9,12,False
57135398601,28.84,26.55,31.79,1.47,228.67,2,8,5,6,False
57135399201,41.92,39.16,47.98,2.45,744.38,23,12,6,21,False
57135399202,27.33,17.37,37.92,6.88,580.67,21,18,4,20,False
57135399801,21.21,10.89,27.92,4.32,758.58,20,1,7,14,False
57135399802,34.61,32.94,37.76,1.41,1792.25,4,17,1,7,False
57135401201,33.84,31.9,36.8,1.53,3395.17,8,18,6,20,False
57135401202,31.8,28.46,37.6,2.46,3153.75,11,17,5,6,False
57135402801,43.45,40.41,48.64,2.21,1837.96,23,3,5,22,False
57135402802,36.08,31.42,38.68,1.68,1234.04,7,6,17,20,False
57135403001,33.23,27.07,39.53,3.16,1253.79,6,8,3,20,False
57135403002,41.83,38.88,46.55,2.31,1985.54,11,20,6,22,False
57135406201,18.21,8.0,20.92,2.63,167.83,23,3,5,15,False
57135406202,17.85,11.57,19.89,1.67,213.67,23,2,5,20,False
57135406801,21.86,17.88,24.26,1.36,233.29,20,2,5,12,False
57135406802,20.05,16.35,22.0,1.12,204.12,17,4,1,10,False
57135407001,19.43,17.57,21.39,0.89,232.0,21,0,5,15,False
57135407002,19.81,9.33,21.19,2.32,202.33,20,3,8,13,False
57135407201,17.46,11.88,24.19,3.33,18.45,8,17,1,16,False
57135407202,17.46,13.91,21.78,1.98,29.2,8,10,6,16,False
57135409001,20.84,16.79,23.67,1.59,124.71,15,5,1,22,False
57135409002,13.13,9.36,24.46,4.91,80.62,6,17,3,20,False
57135409201,15.2,11.68,24.17,2.83,55.71,18,16,1,6,False
57135409202,19.92,15.14,23.89,1.99,81.46,11,5,4,22,False
57135409401,21.29,12.96,30.51,3.88,348.94,20,17,6,12,False
57135409402,23.79,17.31,27.32,2.71,363.94,10,17,21,12,False
57135409601,23.04,18.25,39.0,4.1,341.52,18,3,1,16,False
57135409602,19.59,10.36,24.75,3.31,393.25,15,17,2,20,False
57135409801,24.19,16.33,29.71,3.33,367.29,22,17,2,20,False
57135409802,26.61,18.47,59.5,8.19,224.0,5,19,2,6,False
57135411201,31.07,24.07,34.86,3.08,3983.0,1,17,11,14,False
57135411202,41.74,30.83,50.5,5.64,4406.88,20,18,1,6,False
57135418801,53.07,23.25,101.75,15.72,33.38,13,4,21,6,False
57135418802,31.68,18.83,42.78,6.46,45.42,14,23,15,18,False
57135419201,38.15,27.78,57.03,8.99,8550.12,5,8,2,18,False
57135419202,20.45,8.23,29.82,6.58,6434.67,9,18,3,21,False
57135444601,9.04,5.0,16.56,2.43,14.45,15,3,17,19,False
57135444602,10.51,6.0,18.2,3.33,15.17,14,4,5,12,False
57135444801,11.43,7.75,16.25,1.72,68.0,14,3,5,9,False
57135444802,11.36,3.0,15.0,2.61,58.92,10,2,3,13,False
57135445001,6.97,4.0,12.15,2.55,8.29,17,21,23,10,False
57135445002,11.48,5.33,21.6,3.58,22.42,12,17,7,19,False
57135454001,24.69,15.68,30.63,4.26,2584.79,13,17,3,20,False
57135454201,32.04,29.06,34.17,1.34,3420.08,14,7,2,21,False
57135454801,29.91,26.48,32.35,1.69,2650.04,20,2,8,8,False
57135454802,29.23,23.45,36.59,3.47,856.17,7,18,3,20,False
57135455001,25.36,17.4,32.1,4.23,2070.75,21,17,3,20,False
57135455002,34.64,30.28,36.32,1.47,2369.58,5,0,7,8,False
57135455201,32.78,24.57,38.31,4.14,7029.33,9,17,5,20,False
57135455202,32.0,29.66,35.28,1.43,5203.79,19,6,23,21,False
57135455401,24.92,22.62,28.25,1.41,3952.04,20,5,23,21,False
57135455402,32.25,22.24,38.65,4.66,4749.71,20,17,5,20,False
57135455601,29.65,23.62,37.23,3.97,997.88,12,18,3,20,False
57135455602,25.86,16.5,31.44,4.79,2265.04,21,2,6,13,False
57135455801,23.81,17.33,28.62,3.09,2236.96,22,1,5,13,False
57135455802,23.09,21.3,25.38,0.95,4334.42,16,5,2,20,False
57135473401,13.78,3.0,44.0,11.18,41.89,20,7,22,4,False
57135473402,16.26,9.14,25.5,4.04,15.33,1,2,9,21,False
57135473601,15.54,11.01,20.04,2.38,549.12,13,17,4,9,False
57135473801,11.93,9.42,19.05,2.28,440.46,13,18,5,9,False
57135484601,25.21,21.09,32.17,3.0,1070.58,1,0,5,10,False
57135484602,28.34,23.74,30.35,1.54,1086.0,15,17,1,11,False
57135493801,44.79,42.64,48.01,1.32,2012.88,12,20,1,6,False
57135493802,36.75,33.21,39.27,1.51,1224.29,2,5,7,20,False
57135506601,45.56,10.17,78.5,15.97,23.88,14,4,2,13,False
57135506602,12.0,3.0,43.33,7.6,17.12,11,2,3,6,False
57135507201,19.61,8.67,30.67,4.88,65.33,14,4,5,13,False
57135507202,17.66,9.0,28.98,5.97,24.38,19,1,17,7,False
57135508001,9.96,4.0,13.82,1.9,90.04,16,2,4,12,False
57135508002,15.39,5.0,25.0,4.81,17.45,12,0,5,7,False
57135508201,41.81,23.23,48.21,6.13,4483.58,9,8,4,20,False
57135508202,19.31,13.78,26.87,2.96,4484.21,23,18,3,21,False
57135508401,42.56,23.42,52.07,7.78,4611.62,20,18,2,21,False
57135508402,40.15,16.58,49.08,8.91,4624.42,9,8,2,20,False
57135512001,34.22,21.05,43.94,5.99,10008.46,12,7,5,20,False
57135512002,28.31,13.3,46.57,10.63,9232.5,12,8,2,21,False
57135513401,21.64,19.98,28.06,1.83,305.58,16,0,4,9,False
57135513402,12.81,7.0,31.57,4.67,72.0,7,2,3,20,False
57135580601,15.42,12.49,22.27,2.6,50.74,19,10,4,9,False
57135581001,33.25,31.67,35.37,1.1,3407.25,9,0,6,20,False
57135581002,27.2,16.19,37.9,6.8,3428.21,10,17,2,18,False
57135581201,23.06,21.14,26.81,1.32,154.29,9,11,3,13,False
57135581202,15.31,11.35,19.53,1.73,127.46,11,7,2,21,False
57135585801,20.02,14.92,24.57,2.14,95.42,13,3,1,13,False
57135585802,24.92,19.97,26.57,1.71,839.12,23,0,9,12,False
57135586001,31.3,23.67,32.84,1.87,1046.75,6,0,7,12,False
57135586002,26.4,17.85,33.13,3.68,146.08,18,3,8,11,False
57135587401,46.13,41.42,52.52,2.96,512.54,23,10,3,19,False
57135587402,39.76,30.6,50.5,3.99,221.83,5,4,2,11,False
57135588201,39.89,11.2,53.99,11.15,14559.75,9,18,3,7,False
57135588202,54.55,45.83,61.26,4.06,12140.21,15,8,3,19,False
57135588601,42.74,29.71,48.7,4.23,5067.62,20,18,5,9,False
57135588602,28.91,18.07,44.38,7.15,5045.46,20,7,3,20,False
57135596001,13.03,9.89,29.31,4.55,91.86,13,9,1,15,False
57135596002,11.64,8.25,21.25,2.94,153.29,6,4,1,17,False
57135596601,43.33,37.56,50.57,3.22,4150.38,0,17,5,6,False
57135596602,20.69,15.84,27.04,2.95,3271.75,10,0,7,20,False
57135596801,19.68,16.68,23.97,2.27,3124.71,5,21,4,20,False
57135596802,44.84,38.39,51.47,2.99,4102.33,11,17,5,6,False
57135597001,33.24,30.88,38.22,1.91,753.67,16,3,6,11,False
57135597002,19.45,7.47,27.29,6.39,326.83,21,2,8,9,False
57135597201,12.76,7.15,19.84,3.68,291.75,20,23,18,9,False
57135597202,35.95,33.04,42.27,2.53,730.38,18,0,6,11,False
57135597401,40.48,35.04,46.65,3.51,4640.33,20,12,2,21,False
57135597402,33.91,20.3,50.25,8.16,3584.21,9,18,5,21,False
57135597601,37.07,27.12,48.39,5.77,3779.83,20,8,5,21,False
57135597602,37.46,29.05,48.47,6.83,4627.5,8,17,2,21,False
57135598601,37.28,32.25,43.79,3.51,3012.71,21,17,4,6,False
57135598602,26.19,22.61,28.25,1.49,2350.75,10,4,21,6,False
57135598801,24.31,21.32,26.81,1.43,2325.46,10,4,21,6,False
57135598802,36.48,30.33,43.65,3.96,2952.08,21,17,4,6,False
57135599001,32.83,26.2,36.6,2.86,2885.21,14,4,5,7,False
57135599002,17.14,14.16,21.99,2.14,4465.58,20,6,2,21,False
57135599201,16.5,12.65,22.85,2.85,4636.79,20,6,2,21,False
57135599202,36.56,27.12,40.32,3.35,2829.88,13,4,5,21,False
57135600601,37.81,25.82,47.79,6.44,5580.12,8,18,5,7,False
57135600602,45.78,42.06,51.58,2.66,5394.62,22,8,3,20,False
57135602401,30.09,27.56,38.0,2.58,851.83,12,20,3,20,False
57135604201,48.52,42.75,54.58,3.38,5572.08,22,18,5,20,False
57135604202,51.6,44.42,55.62,2.97,5632.75,13,18,1,7,False
57135604401,33.05,12.32,43.0,7.93,27.05,8,5,13,18,False
57135604402,15.04,6.0,42.0,7.12,18.32,7,3,5,18,False
57135605801,14.67,8.5,40.0,6.57,36.14,5,23,0,10,False
57135605802,10.41,7.64,12.33,0.94,182.46,2,8,1,10,False
57135606401,32.94,26.54,34.74,1.78,439.12,22,2,12,8,False
57135607401,27.22,25.31,28.85,0.85,2626.92,16,7,3,21,False
57135608001,29.65,14.65,32.36,4.01,3048.04,16,18,1,22,False
57135608002,23.58,12.55,32.45,6.24,3787.21,19,0,9,18,False
57135608201,23.95,18.25,29.44,2.88,4821.08,17,0,9,18,False
57135608202,29.67,11.69,33.9,5.22,3023.67,20,18,1,22,False
57135609401,25.62,21.35,31.31,2.66,677.29,6,16,4,21,False
57135609402,29.91,24.51,34.36,2.83,948.96,10,18,2,8,False
57135609601,26.1,22.59,32.28,2.91,1177.04,22,18,4,22,False
57135609602,23.22,17.82,31.93,3.79,520.88,13,8,4,21,False
57135609801,32.27,25.28,41.56,4.62,5531.79,11,18,5,21,False
57135609802,38.52,25.65,45.52,5.23,3253.38,12,18,1,22,False
57135610001,40.09,32.68,44.06,2.95,3216.71,9,18,1,22,False
57135610002,32.87,28.63,41.51,3.36,4578.42,14,0,5,21,False
57135610401,45.89,42.65,49.01,1.52,7232.38,9,18,4,6,False
57135610402,37.48,29.65,47.2,4.46,7548.62,1,18,6,21,False
57135610601,46.62,38.87,51.75,3.1,7597.12,23,18,5,21,False
57135610602,46.88,39.17,55.81,3.98,7268.46,14,18,5,6,False
57135611401,24.43,20.63,30.92,2.8,1803.67,6,18,2,22,False
57135611402,31.22,26.96,38.51,3.4,1623.08,23,11,2,21,False
57135612401,23.43,17.52,28.74,3.23,3673.67,12,18,8,21,False
57135612402,32.48,24.33,45.26,5.36,4595.88,9,18,5,21,False
57135613001,29.15,25.67,33.25,2.14,1113.29,12,23,4,22,False
57135613002,27.14,22.69,32.0,2.52,799.46,14,18,4,10,False
57135613601,8.3,3.5,20.7,4.2,13.1,16,1,9,8,False
57135613602,14.99,9.13,36.5,6.04,13.5,8,7,20,6,False
57135617401,30.75,28.26,33.18,1.34,503.25,18,13,23,14,False
57135617402,31.51,29.24,35.69,1.46,492.83,19,4,3,10,False
57135618001,24.11,10.0,47.33,7.83,14.57,7,1,20,16,False
57135618002,14.73,10.0,22.0,2.85,19.77,15,22,23,8,False
57135619601,32.16,30.25,33.38,0.62,934.42,10,0,2,6,False
57135619602,23.64,18.93,31.36,4.0,919.33,5,11,1,13,False
57135634801,10.74,4.0,21.0,4.63,2.6,7,10,16,14,False
57135634802,16.01,3.0,48.0,11.79,3.74,22,12,20,7,False
57135635001,29.96,25.11,37.97,2.86,497.88,11,7,3,21,False
57135635201,48.96,38.83,54.56,3.49,370.67,23,2,6,19,False
57135635401,51.2,43.98,55.27,3.06,5618.5,13,18,1,7,False
57135635402,42.18,37.59,50.05,3.4,5837.67,0,18,5,20,False
57135639601,27.81,26.01,28.57,0.51,1788.25,19,0,17,19,False
57135639602,14.19,11.61,22.16,2.33,715.54,19,15,3,21,False
57135639801,15.61,13.39,23.11,2.17,728.62,5,15,3,21,False
57135639802,29.25,26.7,30.23,0.87,1801.25,10,3,17,19,False
57135642201,18.0,14.39,24.85,1.91,380.21,19,3,5,7,False
57135642202,25.28,20.06,32.69,3.12,421.75,7,18,3,19,False
57135646001,18.26,14.52,24.73,2.77,735.58,11,22,6,21,False
57135646002,23.18,20.11,26.81,2.13,1760.5,1,18,3,8,False
57135646401,36.26,34.42,38.13,0.89,1819.29,12,4,2,22,False
57135646402,22.68,19.94,27.61,2.15,1558.42,12,21,6,21,False
57135665201,23.65,13.36,38.09,5.05,31.41,9,4,5,21,False
57135665202,20.17,9.4,49.0,7.29,43.5,18,4,3,12,False
57135666201,15.76,9.64,27.82,5.5,287.08,5,8,1,6,False
57135666202,28.21,24.91,31.0,1.25,486.38,15,0,3,14,False
57135666801,12.58,7.83,17.35,2.32,110.38,11,0,3,11,False
57135666802,9.72,8.41,11.97,0.94,129.88,0,22,11,19,False
57135667401,44.16,37.46,47.51,2.27,8056.92,22,18,5,21,False
57135667402,38.3,29.96,54.33,5.78,7534.46,11,8,5,6,False
57135667601,38.42,30.12,54.08,5.7,7548.25,11,8,5,6,False
57135667602,43.5,36.67,46.88,2.29,7974.92,0,18,5,21,False
57135667801,43.82,36.98,47.19,2.33,8090.25,22,18,5,21,False
57135667802,39.28,30.62,54.97,5.77,7564.83,11,8,5,6,False
57135668001,21.21,4.75,30.46,8.61,132.55,10,7,3,11,False
57135668002,19.37,7.5,25.95,6.87,117.12,14,15,7,5,False
57135668401,27.56,25.8,32.37,1.73,304.5,8,21,3,21,False
57135668402,22.15,19.49,26.22,1.8,333.83,0,6,2,20,False
57135669401,21.72,15.32,38.67,4.45,145.21,11,6,1,10,False
57135669402,20.5,18.56,23.0,1.33,199.25,17,22,14,20,False
57135671001,25.06,13.25,36.82,4.37,164.7,21,1,23,14,False
57135671002,28.0,17.57,48.2,5.98,118.23,8,23,0,14,False
57135671201,18.95,15.5,22.43,1.64,65.48,14,5,23,9,False
57135671202,19.19,16.38,20.91,1.21,72.2,10,21,8,15,False
57135671401,19.91,12.0,42.75,5.65,98.1,7,23,1,15,False
57135671402,21.15,13.5,29.0,3.26,158.22,21,5,2,13,False
57135714201,39.3,34.33,43.43,2.24,1876.12,10,0,6,12,False
57135714202,25.49,11.83,30.5,5.35,3226.17,6,0,8,20,False
57135714401,22.29,11.0,25.95,4.09,3398.04,2,0,17,20,False
57135714402,43.73,39.45,48.34,1.89,2044.42,11,0,6,6,False
57135716401,30.09,26.6,33.21,1.71,531.79,0,17,6,20,False
57135716402,19.72,10.79,24.38,3.33,892.29,14,18,2,20,False
57135732401,21.33,12.41,49.86,8.61,25.0,6,12,7,16,False
57135732402,14.54,10.33,20.8,2.27,52.86,9,3,5,9,False
57135732601,16.51,13.25,20.41,2.03,49.61,6,4,8,20,False
57135732602,16.31,10.67,24.0,3.41,27.68,13,0,9,20,False
57135732801,21.73,13.25,25.91,3.83,35.68,22,5,11,16,False
57135732802,15.77,12.0,21.73,2.4,97.61,23,12,0,10,False
57135733001,20.26,15.58,32.33,3.55,92.38,21,13,1,20,False
57135733002,15.79,12.13,24.0,2.94,40.0,6,13,23,16,False
57135736001,18.62,12.0,45.6,7.97,18.3,18,3,5,9,False
57135736002,12.49,5.88,31.81,8.32,11.72,21,11,18,7,False
57135738801,11.49,4.67,20.57,3.47,22.25,7,4,21,17,False
57135738802,10.7,9.04,13.75,0.98,146.04,21,18,2,9,False
57135739001,22.59,15.86,32.89,4.54,129.58,5,18,2,9,False
57135739002,21.56,16.07,28.83,3.54,88.08,3,7,23,20,False
57135739201,22.51,17.47,34.44,4.3,148.38,1,18,5,7,False
57135739202,18.35,13.83,24.82,2.85,69.17,23,2,0,21,False
57135739401,20.86,12.88,29.56,3.28,125.79,14,2,3,20,False
57135739402,23.04,18.39,28.93,2.87,141.5,14,18,1,11,False
57135754001,25.52,12.0,39.4,7.04,101.0,20,4,0,14,False
57135754201,14.17,10.15,21.8,3.05,54.7,6,21,0,15,False
57135754401,27.59,17.73,33.3,3.64,1519.08,6,17,1,10,False
57135754402,21.31,17.86,27.55,2.47,1675.38,23,6,5,11,False
57135754801,24.91,15.33,31.15,3.79,1875.75,10,17,1,14,False
57135754802,24.88,13.62,39.37,8.38,1491.62,8,17,4,13,False
57135755201,19.61,13.08,26.98,4.17,1413.08,15,17,1,10,False
57135755202,28.24,21.89,35.71,4.28,1730.67,22,17,1,14,False
57135755401,24.81,19.54,29.41,2.65,1727.17,15,17,3,14,False
57135755402,25.76,16.31,32.91,4.35,1435.08,15,17,5,10,False
57135755601,19.39,3.0,50.2,9.13,60.9,19,2,0,13,False
57135755602,10.03,5.13,21.56,3.16,41.7,17,5,0,12,False
57135755801,18.01,9.73,68.8,13.52,51.1,13,22,0,6,False
57135755802,16.31,8.04,50.17,10.66,45.15,22,18,0,15,False
57135756601,25.65,11.67,52.72,7.93,70.91,18,3,23,8,False
57135756602,16.24,8.67,25.83,4.48,58.7,0,5,1,7,False
57135769001,27.13,24.0,36.35,3.13,199.5,23,1,2,19,False
57135773201,14.17,9.76,22.84,3.54,71.04,10,17,23,14,False
57135773202,14.41,10.0,21.37,3.26,71.88,21,22,23,9,False
57135790201,34.76,31.52,37.2,1.41,1081.71,8,18,22,12,False
57135790202,30.68,20.68,34.36,2.98,1014.5,1,8,21,12,False
57135821301,22.89,14.22,27.85,3.57,4486.67,11,18,5,18,False
57135821302,23.1,18.99,27.9,2.74,4320.08,23,15,5,6,False
57135821501,23.63,20.49,27.12,2.12,4360.54,0,14,5,6,False
57135821502,23.17,15.74,27.85,2.83,4401.25,10,18,5,21,False
