v_link_id,all_mean,all_min,all_max,all_std,pscr_mean,bus_mean,fgcr_mean,ts_all_mean,ts_all_min,ts_all_max,outlier_flag
57134689901,346.14,1.0,719.0,202.64,316.48,2.95,26.76,11,5,14,False
57134689902,193.58,1.0,494.0,137.31,164.71,2.58,26.12,14,0,7,False
57134690001,174.89,0.0,600.0,194.51,161.28,2.11,11.67,9,0,18,False
57134690002,181.33,2.0,899.0,229.42,166.61,4.56,10.17,22,7,8,False
57134690101,308.57,2.0,652.0,164.11,277.67,2.86,27.86,13,5,8,False
57134690102,207.83,0.0,528.0,157.06,179.38,2.88,25.46,6,3,12,False
57134690201,318.22,1.0,784.0,224.39,286.96,2.61,28.57,21,4,5,False
57134690202,200.52,5.0,443.0,125.43,173.09,2.83,24.61,11,1,5,False
57134690301,260.05,6.0,691.0,165.37,231.14,5.19,23.81,11,23,15,False
57134690302,223.91,0.0,670.0,178.64,196.7,2.35,24.87,16,2,15,False
57134690401,297.86,1.0,757.0,193.98,269.41,2.36,26.09,6,0,8,False
57134690402,304.17,0.0,1057.0,259.02,279.17,2.96,22.04,11,2,6,False
57134690501,242.48,1.0,390.0,152.86,215.57,2.43,24.26,20,0,21,False
57134690502,200.95,1.0,447.0,129.14,168.82,2.73,29.32,19,2,15,False
57134690601,220.05,6.0,485.0,127.19,189.71,2.76,27.57,17,4,9,False
57134690602,275.91,1.0,514.0,169.89,246.82,2.41,26.77,17,4,8,False
57134690701,211.96,8.0,476.0,134.46,181.75,6.38,23.92,9,2,16,False
57134690702,240.12,29.0,452.0,127.77,210.0,7.29,23.0,12,2,15,False
57134691601,209.17,3.0,582.0,140.99,172.58,3.42,33.08,14,3,5,False
57134691602,261.25,35.0,654.0,185.99,227.92,3.04,30.33,5,1,17,False
57134691701,242.52,1.0,664.0,196.9,207.22,3.13,32.26,8,0,6,False
57134691702,255.86,6.0,606.0,174.42,225.27,3.55,26.95,16,3,15,False
57134691801,210.57,1.0,615.0,149.01,174.67,3.0,32.81,8,0,13,False
57134691802,211.0,1.0,558.0,141.53,181.14,2.86,27.18,10,1,21,False
57134691901,274.33,2.0,608.0,180.06,234.08,3.83,36.62,6,3,16,False
57134691902,223.38,35.0,524.0,136.29,194.21,3.5,25.83,14,0,20,False
57134692001,232.79,3.0,599.0,162.37,193.25,5.71,33.83,13,4,15,False
57134692002,276.67,25.0,662.0,183.51,241.5,3.0,32.17,22,0,17,False
57134692201,237.13,3.0,581.0,177.04,211.22,4.48,21.43,15,4,9,False
57134692202,232.0,1.0,668.0,186.64,206.04,4.58,21.38,17,2,6,False
57134692401,230.61,3.0,509.0,156.16,197.26,4.57,28.74,7,3,19,False
57134692402,226.71,2.0,554.0,185.84,197.33,4.71,24.67,10,2,7,False
57134692601,223.79,3.0,523.0,163.71,192.17,3.96,27.5,7,4,9,False
57134692602,234.25,12.0,628.0,182.59,200.08,4.54,29.54,17,0,5,False
57134692801,209.23,14.0,488.0,127.04,171.32,3.18,34.59,9,4,11,False
57134692802,191.5,19.0,289.0,71.42,156.9,3.7,30.8,19,23,15,False
57134692901,290.75,5.0,536.0,173.92,258.79,3.25,28.62,23,1,12,False
57134692902,248.5,22.0,649.0,157.48,213.42,3.88,31.17,3,0,7,False
57134693001,255.62,36.0,633.0,173.27,217.5,3.79,34.54,9,0,7,False
57134693002,241.17,35.0,656.0,151.66,206.54,3.29,31.25,16,1,8,False
57134693101,182.95,1.0,594.0,143.41,149.82,2.77,30.09,21,0,9,False
57134693102,200.21,10.0,478.0,134.63,166.12,3.12,31.08,12,1,8,False
57134693201,183.17,7.0,489.0,132.67,148.88,2.75,31.58,14,1,11,False
57134693202,237.64,1.0,547.0,133.11,201.59,3.55,32.55,8,0,14,False
57134693401,250.46,23.0,597.0,177.07,223.33,3.21,23.92,17,0,12,False
57134693402,222.67,1.0,463.0,131.42,196.25,4.08,22.33,3,2,9,False
57134693501,186.46,16.0,375.0,92.94,163.5,3.92,19.12,9,2,5,False
57134693502,247.0,29.0,455.0,126.33,216.71,5.46,24.88,19,1,15,False
57134693601,208.12,6.0,430.0,118.96,183.12,3.12,21.83,17,2,14,False
57134693602,233.08,28.0,610.0,166.58,204.71,3.46,24.83,17,0,5,False
57134693701,196.29,22.0,616.0,126.95,163.62,4.96,27.71,14,3,5,False
57134693702,188.42,4.0,461.0,115.34,156.21,3.67,28.58,21,2,9,False
57134693801,208.25,4.0,513.0,144.75,176.83,4.29,27.21,15,2,13,False
57134693802,196.04,21.0,615.0,125.08,164.38,4.71,27.0,16,3,5,False
57134697001,173.0,21.0,510.0,108.45,139.0,4.79,29.12,14,1,6,False
57134697301,387.42,17.0,864.0,265.22,340.21,10.04,37.04,12,2,7,False
57134697302,544.92,37.0,1044.0,304.6,474.25,13.17,57.29,5,1,8,False
57134697401,557.54,40.0,1085.0,311.67,481.08,21.33,55.0,5,1,8,False
57134697402,344.88,29.0,841.0,258.13,299.88,9.33,35.71,5,1,7,False
57134697501,265.46,41.0,667.0,156.04,220.17,11.17,34.25,9,0,16,False
57134697801,278.54,5.0,566.0,160.15,228.96,8.12,41.38,11,2,7,False
57134698101,193.5,20.0,511.0,121.96,164.42,7.04,22.0,4,2,6,False
57134698601,566.29,127.0,968.0,259.95,484.42,13.62,68.12,20,2,19,False
57134698602,617.83,104.0,983.0,262.02,524.21,12.21,81.33,18,3,7,False
57134704101,742.29,76.0,1239.0,339.84,660.04,15.83,66.33,21,3,7,False
57134704102,747.08,117.0,1161.0,363.49,664.88,17.5,64.58,20,1,18,False
57134704401,725.92,81.0,1229.0,343.64,646.71,14.29,64.96,14,3,6,False
57134704402,725.42,137.0,1196.0,355.66,644.29,15.79,65.33,5,2,8,False
57134705301,236.5,52.0,392.0,104.8,196.29,5.29,34.83,13,0,7,False
57134705401,568.29,63.0,1255.0,307.3,503.04,13.96,51.17,11,3,7,False
57134705402,611.79,97.0,1204.0,316.08,540.62,15.38,55.96,20,3,7,False
57134705701,277.46,42.0,455.0,118.08,233.88,5.21,38.38,20,2,17,False
57134705702,403.04,85.0,691.0,165.5,342.5,7.96,52.62,20,2,7,False
57134705801,606.12,89.0,1170.0,333.26,533.46,13.88,58.88,11,2,7,False
57134705802,657.62,72.0,1402.0,361.51,591.17,12.62,53.92,20,3,7,False
57134705901,667.38,72.0,1404.0,363.2,599.92,15.17,52.21,20,3,7,False
57134705902,616.62,100.0,1199.0,326.84,544.08,14.92,57.71,20,2,7,False
57134706601,417.71,70.0,633.0,185.7,349.83,18.67,49.12,6,4,8,False
57134706602,422.0,91.0,725.0,204.72,360.54,20.62,40.83,6,23,17,False
57134707101,399.0,50.0,723.0,193.33,333.62,18.46,46.88,6,4,5,False
57134707102,407.58,76.0,780.0,191.35,343.92,20.54,43.25,10,2,6,False
57134707401,420.25,46.0,781.0,193.94,374.62,7.08,38.54,21,3,17,False
57134707402,398.75,80.0,590.0,153.26,351.79,6.88,40.21,8,2,16,False
57134707701,243.29,48.0,512.0,99.66,205.67,3.29,34.21,14,0,6,False
57134707702,329.62,26.0,529.0,138.93,286.46,5.46,37.75,10,2,16,False
57134707901,287.96,74.0,527.0,111.47,241.21,3.33,43.42,9,2,6,False
57134707902,307.17,27.0,654.0,140.73,261.12,5.0,40.88,22,1,6,False
57134708001,824.83,123.0,1302.0,406.85,730.96,20.21,73.75,20,1,7,False
57134708002,831.17,116.0,1253.0,377.09,733.5,18.38,79.25,21,3,7,False
57134708501,845.71,124.0,1421.0,418.97,744.62,20.25,80.75,11,3,17,False
57134708502,833.25,120.0,1291.0,382.09,733.79,21.21,78.33,20,2,7,False
57134708601,420.62,70.0,710.0,185.84,352.17,21.38,47.0,9,2,6,False
57134708602,457.29,80.0,710.0,203.12,393.58,21.25,42.33,6,4,17,False
57134708801,888.83,117.0,1471.0,417.62,788.21,19.96,80.71,19,2,7,False
57134708802,878.71,141.0,1576.0,446.17,777.83,21.75,79.17,21,2,17,False
57134709001,878.0,124.0,1583.0,439.56,780.42,20.08,77.54,21,3,17,False
57134709002,883.79,119.0,1366.0,411.99,780.54,21.75,81.42,19,2,6,False
57134710101,1086.67,163.0,1713.0,523.36,972.0,14.67,100.0,19,1,7,True
57134710102,944.42,125.0,1723.0,505.99,845.42,13.08,85.79,20,2,7,True
57134711201,424.25,40.0,732.0,220.98,346.25,12.54,65.38,18,1,6,False
57134711202,409.38,62.0,661.0,206.53,328.96,17.33,62.96,8,2,16,False
57134711401,356.0,13.0,760.0,209.88,301.46,2.75,51.67,23,1,15,False
57134711501,408.38,85.0,681.0,192.67,326.0,16.33,66.17,21,2,16,False
57134711502,404.58,102.0,638.0,157.39,328.17,14.92,61.5,20,2,8,False
57134711901,324.33,60.0,467.0,132.3,237.5,40.88,46.0,19,1,6,False
57134712001,560.08,102.0,1019.0,252.74,469.62,22.5,67.88,20,2,8,False
57134712002,674.83,98.0,1143.0,322.75,543.5,54.08,77.12,6,1,16,False
57134712101,710.21,105.0,1396.0,373.77,573.17,57.25,79.58,10,1,17,False
57134712102,713.79,104.0,1227.0,336.8,585.83,51.12,76.88,19,2,6,False
57134712201,217.21,1.0,528.0,145.05,186.58,3.0,27.62,19,2,17,False
57134712901,724.25,109.0,1185.0,343.65,587.04,56.29,81.04,19,2,5,False
57134712902,790.88,89.0,1745.0,416.75,638.25,64.0,88.62,7,1,17,False
57134713301,773.12,98.0,1144.0,358.44,628.75,59.5,85.0,20,1,6,False
57134713302,726.83,83.0,1297.0,359.79,585.54,55.38,85.96,5,1,17,False
57134713501,266.54,36.0,641.0,148.98,221.67,12.29,32.67,18,4,6,False
57134713901,343.54,59.0,540.0,160.8,268.96,16.04,58.58,22,1,15,False
57134714001,362.54,72.0,684.0,171.24,260.12,35.25,67.08,5,1,17,False
57134714201,650.08,102.0,1082.0,307.3,522.5,51.83,75.67,20,2,7,False
57134714202,689.29,90.0,1241.0,333.88,534.46,50.83,104.08,5,1,17,False
57134714401,730.62,93.0,1219.0,354.7,588.0,56.08,86.54,19,2,7,False
57134714402,695.67,94.0,1234.0,340.91,530.38,55.08,110.08,5,1,16,False
57134714901,230.25,43.0,442.0,114.87,178.58,12.5,38.96,10,1,6,False
57134715101,448.88,54.0,729.0,214.2,333.29,45.42,70.12,12,1,5,False
57134715102,413.12,50.0,826.0,203.82,289.12,41.83,82.21,5,2,17,False
57134715201,235.83,40.0,498.0,119.84,184.46,10.71,40.54,20,1,6,False
57134715202,295.46,38.0,695.0,185.83,227.42,14.21,53.88,14,1,7,False
57134715901,696.75,83.0,1257.0,332.65,555.62,57.96,83.33,5,1,8,False
57134715902,636.17,77.0,1261.0,321.02,520.08,36.67,79.25,20,1,17,False
57134716101,215.42,36.0,515.0,117.7,180.25,6.96,28.29,19,2,7,False
57134716102,246.75,55.0,612.0,138.44,199.58,14.0,33.21,14,2,8,False
57134716501,660.71,87.0,1050.0,326.11,511.96,55.71,93.04,5,1,16,False
57134716502,590.88,84.0,936.0,271.04,470.46,34.42,85.96,20,1,7,False
57134716601,691.83,88.0,1267.0,338.65,548.62,41.17,101.92,4,1,7,False
57134716602,712.67,94.0,1206.0,362.05,562.42,59.0,91.17,21,1,17,False
57134716701,241.75,22.0,400.0,122.82,204.33,6.54,30.79,5,3,14,False
57134716702,240.25,12.0,421.0,123.84,202.08,7.92,30.12,10,1,8,False
57134717001,196.0,8.0,416.0,101.37,171.3,5.09,19.48,14,2,7,False
57134717002,221.3,10.0,426.0,115.26,191.61,5.7,23.91,8,2,6,False
57134717101,264.86,5.0,523.0,144.55,236.05,5.64,23.14,20,0,15,False
57134717102,245.1,6.0,464.0,119.67,214.33,4.81,26.05,11,1,6,False
57134717201,213.0,3.0,445.0,118.77,182.92,4.54,25.62,18,0,16,False
57134717202,327.6,1.0,606.0,154.93,294.0,3.85,29.8,17,0,5,False
57134717401,191.27,7.0,397.0,106.56,162.32,6.5,22.18,16,0,6,False
57134717402,201.79,6.0,417.0,115.4,175.71,5.38,20.75,21,1,6,False
57134717501,200.87,6.0,474.0,115.82,173.39,6.65,20.87,16,3,6,False
57134717502,211.83,12.0,416.0,96.23,181.96,4.48,25.43,16,1,5,False
57134717601,192.42,16.0,403.0,111.02,159.88,7.58,24.71,12,2,16,False
57134717602,239.96,41.0,494.0,137.62,203.67,7.88,28.38,13,1,17,False
57134717701,250.54,53.0,398.0,123.35,210.92,8.33,31.21,18,2,6,False
57134717702,233.58,7.0,460.0,117.76,195.71,7.88,29.96,20,3,7,False
57134717901,345.29,40.0,769.0,176.91,271.92,10.17,63.29,13,1,17,False
57134717902,345.54,44.0,799.0,217.47,256.79,8.5,80.25,18,2,8,False
57134718001,267.33,1.0,513.0,140.23,192.38,7.29,67.67,5,2,7,False
57134718002,234.17,13.0,508.0,141.85,183.58,6.25,44.08,19,1,18,False
57134718201,255.95,0.0,617.0,160.39,186.91,6.77,62.41,12,0,16,False
57134718202,244.26,2.0,512.0,142.31,210.22,3.22,30.74,18,4,16,False
57134718301,204.62,1.0,404.0,112.21,156.54,4.75,43.25,18,0,5,False
57134718302,247.29,16.0,444.0,130.43,186.79,7.21,53.38,9,4,16,False
57134718501,200.54,14.0,473.0,121.63,172.75,5.42,22.38,20,4,7,False
57134718502,240.87,9.0,492.0,132.91,209.78,5.22,25.74,16,3,18,False
57134718601,242.13,1.0,458.0,128.75,167.43,9.13,65.39,11,2,7,False
57134718602,211.96,14.0,443.0,120.69,168.58,6.08,37.17,10,1,6,False
57134718701,231.91,0.0,554.0,149.27,201.0,4.27,26.64,5,0,16,False
57134718702,237.04,0.0,474.0,149.28,208.25,4.5,24.38,6,0,14,False
57134718801,230.17,13.0,576.0,146.97,188.79,6.92,34.62,21,3,8,False
57134718802,219.71,0.0,380.0,110.18,175.21,6.75,37.88,10,1,5,False
57134718901,240.38,5.0,573.0,150.14,208.29,6.38,25.79,10,1,5,False
57134718902,226.04,41.0,357.0,99.94,196.04,6.13,23.65,19,0,4,False
57134719101,290.33,52.0,684.0,158.69,252.29,6.5,31.38,15,1,7,False
57134719201,1092.38,135.0,1748.0,540.41,930.08,62.71,99.62,20,1,16,True
57134719202,1053.96,137.0,1779.0,504.45,898.21,59.04,96.75,20,2,17,True
57134719501,361.54,76.0,786.0,186.23,289.21,13.71,58.67,14,1,7,False
57134719601,586.04,98.0,836.0,241.79,476.17,27.38,82.5,12,2,16,False
57134719701,323.0,75.0,514.0,144.61,254.08,17.5,51.42,21,3,16,False
57134719801,675.21,90.0,1203.0,341.3,548.12,40.67,86.46,5,1,14,False
57134719901,311.5,40.0,452.0,125.17,258.5,14.25,38.79,7,2,17,False
57134720101,743.33,99.0,1206.0,337.99,616.75,34.04,92.42,21,2,15,False
57134720301,933.75,123.0,1462.0,473.33,787.75,55.62,90.46,6,2,18,True
57134720302,864.42,129.0,1369.0,405.45,721.0,61.88,81.58,19,1,6,False
57134722201,480.62,55.0,887.0,242.24,406.29,15.83,58.75,10,2,17,False
57134722202,492.75,77.0,840.0,226.47,419.12,14.54,58.88,9,1,18,False
57134722301,245.33,39.0,371.0,114.52,208.88,3.38,33.08,6,2,7,False
57134722401,239.83,51.0,476.0,117.17,205.04,6.79,28.12,11,1,6,False
57134722402,221.83,59.0,406.0,94.03,188.0,6.83,26.92,14,23,8,False
57134723101,288.88,61.0,641.0,151.1,252.5,3.42,33.04,22,2,6,False
57134723201,400.67,56.0,603.0,195.83,327.29,20.88,52.54,20,2,8,False
57134723202,490.33,99.0,896.0,221.01,410.29,27.38,52.54,21,2,15,False
57134723301,463.71,45.0,769.0,203.34,381.88,26.42,55.54,11,2,17,False
57134723302,435.54,54.0,705.0,195.25,358.46,23.08,54.17,20,2,18,False
57134723401,252.71,58.0,533.0,122.42,220.46,4.42,27.79,11,1,6,False
57134723402,283.67,58.0,539.0,126.39,241.29,6.08,36.17,19,2,7,False
57134723601,650.38,110.0,989.0,280.9,553.0,31.62,65.88,21,2,16,False
57134723602,572.71,70.0,1029.0,301.83,484.33,27.88,60.5,5,2,17,False
57134723701,579.5,72.0,1010.0,309.74,491.71,27.71,60.12,19,2,17,False
57134723702,645.96,110.0,1331.0,318.05,548.17,31.46,66.38,9,1,7,False
57134724001,549.33,70.0,915.0,290.49,464.21,26.46,58.92,20,2,7,False
57134724002,687.12,114.0,1030.0,321.73,584.21,31.88,70.83,9,2,8,False
57134724201,169.38,23.0,423.0,90.57,143.71,2.92,22.75,18,3,5,False
57134724202,211.46,30.0,656.0,139.54,188.92,3.92,18.42,9,1,6,False
57134724601,388.5,51.0,710.0,204.08,316.12,20.0,52.5,5,2,15,False
57134724602,453.21,24.0,784.0,243.18,370.54,19.42,63.12,20,2,17,False
57134726101,347.46,20.0,737.0,210.36,290.67,8.67,47.96,19,2,7,False
57134726102,377.21,82.0,726.0,190.31,321.12,5.42,50.75,11,3,17,False
57134726701,296.96,9.0,656.0,183.36,270.46,3.58,22.92,19,3,15,False
57134726702,218.75,35.0,529.0,132.59,192.42,4.08,22.04,5,1,13,False
57134731601,271.0,54.0,459.0,104.13,228.21,9.17,33.62,9,1,4,False
57134736801,1467.21,267.0,2560.0,661.64,1273.67,37.92,155.58,5,1,6,True
57134736802,1344.12,169.0,2288.0,675.84,1191.67,34.58,117.79,20,2,8,True
57134737001,1438.67,271.0,2338.0,629.02,1260.42,41.79,136.38,5,1,6,True
57134737002,1332.17,164.0,2356.0,672.71,1177.62,36.25,118.21,21,2,8,True
57134737201,485.5,75.0,818.0,245.63,409.71,13.08,62.62,5,2,17,False
57134737401,349.21,69.0,602.0,167.69,288.46,10.29,50.33,12,1,6,False
57134737601,1505.71,293.0,2456.0,648.8,1297.88,36.79,170.92,21,1,7,True
57134737602,1381.25,212.0,2288.0,687.6,1207.04,32.67,141.58,20,3,8,True
57134737701,602.62,81.0,988.0,310.81,490.21,18.25,94.29,20,3,17,False
57134737702,711.17,82.0,1147.0,374.75,566.21,21.67,123.42,20,1,8,False
57134738001,1326.38,255.0,2245.0,604.62,1144.08,36.92,145.38,19,1,7,True
57134738002,1246.58,173.0,2176.0,630.09,1096.79,24.92,125.0,6,3,16,True
57134738701,1316.38,190.0,2055.0,654.46,1161.58,18.75,136.12,21,3,17,True
57134738702,1335.92,246.0,2158.0,606.65,1184.54,21.88,129.54,20,1,7,True
57134739701,567.79,65.0,1123.0,295.24,456.75,32.12,78.92,20,2,16,False
57134739801,248.12,57.0,472.0,105.46,215.96,3.5,28.71,19,1,2,False
57134740101,556.75,80.0,927.0,284.39,449.38,31.96,75.5,6,2,15,False
57134740201,538.33,80.0,925.0,266.62,431.42,32.29,74.75,21,2,15,False
57134740601,659.08,67.0,1283.0,352.71,592.96,14.46,51.54,20,3,7,False
57134740602,608.25,105.0,1211.0,316.53,538.58,14.54,55.17,11,3,7,False
57134740901,193.79,11.0,417.0,111.9,167.17,2.67,23.75,10,3,17,False
57134741001,422.96,103.0,682.0,176.43,353.12,14.38,55.54,9,2,7,False
57134741101,424.08,97.0,651.0,177.55,349.29,15.75,58.88,5,2,16,False
57134741601,633.08,69.0,1313.0,349.37,564.38,14.62,54.08,5,3,6,False
57134741602,616.12,98.0,1282.0,328.88,548.04,15.79,52.21,20,3,16,False
57134741901,618.12,71.0,1319.0,342.7,549.0,14.75,54.17,5,3,6,False
57134741902,612.21,100.0,1267.0,336.79,542.92,15.88,53.33,20,3,16,False
57134742101,619.79,70.0,1309.0,349.14,549.83,15.0,55.04,11,3,6,False
57134742102,585.04,84.0,1262.0,335.41,515.0,14.88,55.12,10,3,16,False
57134743701,277.67,57.0,526.0,167.68,248.62,2.57,26.43,23,3,16,False
57134743702,257.95,9.0,785.0,216.06,229.27,2.59,26.14,21,3,16,False
57134743801,1197.83,163.0,1927.0,602.57,1072.12,21.58,104.25,5,2,7,True
57134743802,1308.12,299.0,2118.0,565.22,1177.96,23.33,106.88,20,2,6,True
57134744001,571.04,110.0,917.0,254.69,506.62,12.83,51.62,5,3,16,False
57134744002,641.21,91.0,930.0,273.5,569.83,11.54,60.04,21,1,7,False
57134744101,642.04,122.0,927.0,271.25,570.46,11.12,60.54,21,1,7,False
57134744102,568.33,113.0,917.0,252.33,501.62,13.29,53.38,21,3,17,False
57134744201,613.58,99.0,1035.0,299.42,540.58,12.21,60.83,20,2,7,False
57134744202,544.25,104.0,873.0,229.24,479.75,13.17,51.38,21,1,18,False
57134744401,285.46,27.0,643.0,170.43,244.62,9.83,31.17,13,1,7,False
57134744402,287.08,31.0,595.0,169.67,243.96,11.79,31.42,5,2,6,False
57134744601,257.54,69.0,385.0,92.73,220.79,6.96,29.71,10,3,6,False
57134745101,388.12,79.0,654.0,173.86,316.38,14.67,57.29,10,1,15,False
57134745501,221.08,15.0,481.0,116.68,183.12,10.42,27.38,10,3,6,False
57134746101,741.25,121.0,1234.0,378.15,596.0,58.5,86.58,21,1,17,False
57134746102,801.75,72.0,1657.0,423.25,660.08,61.21,80.5,20,2,16,False
57134746301,573.21,74.0,965.0,302.99,483.62,28.29,61.46,20,2,7,False
57134746302,719.04,133.0,1102.0,343.29,617.17,31.71,70.46,9,2,6,False
57134746401,778.62,69.0,1489.0,431.89,635.12,61.5,82.12,18,2,16,False
57134746402,838.92,108.0,1449.0,439.71,692.62,56.0,90.38,6,2,18,False
57134746501,1037.17,132.0,1741.0,507.92,878.54,63.17,95.42,7,2,17,True
57134746502,858.08,113.0,1403.0,424.31,708.12,60.71,89.25,19,1,6,False
57134746701,487.58,95.0,1008.0,264.11,419.12,16.33,52.17,20,4,8,False
57134746702,727.62,89.0,1214.0,355.91,634.5,26.21,66.88,5,1,16,False
57134746901,293.48,4.0,788.0,230.58,259.09,2.91,31.26,22,2,8,False
57134746902,197.17,30.0,453.0,99.02,170.42,4.71,21.96,19,1,6,False
57134747001,550.79,116.0,900.0,240.2,471.29,23.75,55.88,5,3,18,False
57134747002,693.58,90.0,1129.0,339.76,606.54,24.33,62.62,21,2,16,False
57134747201,274.21,16.0,584.0,159.22,241.04,3.0,30.29,5,3,16,False
57134747202,258.83,78.0,582.0,134.54,224.46,3.38,30.92,13,0,15,False
57134747501,454.04,88.0,735.0,208.71,359.08,17.62,77.33,12,2,8,False
57134747502,625.58,70.0,1102.0,320.01,515.08,23.21,87.29,6,2,17,False
57134752101,248.3,3.0,665.0,176.74,217.65,2.87,27.91,19,5,8,False
57134752102,217.67,6.0,594.0,134.28,190.92,2.21,24.29,12,1,6,False
57134753001,293.25,8.0,683.0,199.23,252.5,3.29,37.54,15,0,17,False
57134753002,197.08,46.0,389.0,94.44,161.12,4.46,31.33,5,1,6,False
57134753201,544.67,68.0,956.0,290.18,451.42,28.71,64.67,20,2,18,False
57134753202,612.25,124.0,925.0,261.42,499.42,32.54,80.17,18,2,7,False
57134753401,447.46,69.0,780.0,233.39,346.08,23.38,78.17,20,2,9,False
57134754401,259.75,48.0,588.0,160.14,225.83,3.04,30.83,13,1,6,False
57134754402,263.25,45.0,541.0,140.65,233.79,2.75,26.67,18,2,13,False
57134754501,269.29,74.0,564.0,138.43,231.33,3.79,34.38,9,2,17,False
57134754502,237.71,11.0,498.0,131.36,198.88,3.92,35.0,9,2,7,False
57134755001,415.62,52.0,750.0,209.01,347.46,9.29,59.04,4,2,7,False
57134755002,343.54,48.0,633.0,156.39,288.29,10.21,45.0,8,1,6,False
57134760201,378.71,77.0,1079.0,221.61,313.62,10.17,55.04,12,1,7,False
57134760301,345.33,71.0,666.0,147.06,282.17,10.71,52.46,14,1,6,False
57134760302,515.88,98.0,1151.0,261.44,438.96,13.62,63.29,12,1,7,False
57134760401,374.5,14.0,959.0,209.73,340.08,4.21,30.29,12,2,5,False
57134760402,355.79,73.0,696.0,152.97,298.0,10.88,46.96,9,1,6,False
57134760601,358.29,71.0,699.0,154.53,296.67,11.04,50.46,14,1,6,False
57134760602,496.0,10.0,969.0,265.11,454.96,4.33,36.54,9,2,7,False
57134760701,318.09,2.0,616.0,146.82,264.22,3.52,50.43,12,2,10,False
57134760801,270.33,7.0,611.0,152.19,236.0,2.96,31.21,15,3,7,False
57134760802,220.25,12.0,436.0,95.96,189.25,3.25,27.71,6,2,8,False
57134761101,427.38,53.0,778.0,208.49,356.21,9.33,62.0,16,2,7,False
57134761102,356.62,53.0,706.0,165.33,299.04,9.79,47.71,8,1,7,False
57134761201,362.25,48.0,636.0,156.42,304.54,8.71,48.96,16,1,7,False
57134761202,418.5,53.0,773.0,207.82,335.54,10.25,72.62,16,2,7,False
57134763601,286.75,31.0,652.0,166.69,255.58,3.38,27.67,21,1,17,False
57134763602,291.96,3.0,622.0,152.49,259.5,2.88,29.58,23,1,7,False
57134763801,285.7,22.0,473.0,82.31,254.09,3.04,28.35,3,2,12,False
57134763802,272.21,19.0,509.0,125.02,238.88,2.96,30.29,13,1,5,False
57134764101,293.04,68.0,578.0,137.11,240.75,9.88,42.42,15,2,17,False
57134764102,396.71,69.0,796.0,211.38,325.21,9.0,62.46,11,1,7,False
57134764201,285.71,82.0,637.0,149.08,247.88,4.58,33.17,3,2,16,False
57134764202,339.62,56.0,640.0,190.75,300.12,3.21,36.46,6,2,14,False
57134764301,202.33,15.0,508.0,92.99,163.46,3.25,35.42,13,0,6,False
57134764302,245.54,72.0,492.0,105.91,202.83,3.75,38.88,8,1,5,False
57134764401,259.83,48.0,525.0,136.64,217.25,4.04,38.5,10,2,19,False
57134764402,226.96,8.0,436.0,113.74,180.58,3.75,42.71,17,1,7,False
57134764701,269.95,0.0,520.0,170.03,247.29,2.0,20.76,20,0,11,False
57134764702,297.91,8.0,569.0,159.98,263.59,3.59,30.68,20,3,7,False
57134764901,246.04,21.0,430.0,102.27,214.25,2.96,28.92,19,0,18,False
57134764902,284.42,15.0,644.0,161.43,252.38,2.83,29.25,9,0,7,False
57134765001,261.17,64.0,458.0,112.97,228.38,5.75,27.12,9,2,8,False
57134765002,241.79,60.0,447.0,107.17,211.12,5.79,24.75,4,1,8,False
57134765101,269.38,59.0,604.0,126.38,225.0,2.88,41.42,6,2,16,False
57134765102,253.5,18.0,630.0,144.1,216.17,3.42,34.08,13,0,15,False
57134765201,295.46,56.0,499.0,136.88,264.83,5.46,25.04,23,2,15,False
57134765202,288.58,59.0,504.0,131.59,258.42,5.08,25.12,23,1,15,False
57134765301,407.12,54.0,766.0,205.05,339.5,8.71,59.04,16,2,7,False
57134765302,324.12,70.0,733.0,146.63,274.62,8.54,40.88,12,1,7,False
57134765401,305.5,93.0,589.0,128.45,254.71,9.0,41.83,4,2,17,False
57134765402,408.54,61.0,780.0,211.23,338.17,9.92,60.67,11,2,7,False
57134765501,312.04,15.0,674.0,159.56,281.25,2.71,28.0,22,0,16,False
57134765502,324.26,3.0,680.0,139.75,294.22,2.35,27.57,19,1,8,False
57134765801,346.38,8.0,678.0,171.28,313.71,3.04,29.67,23,3,7,False
57134765802,257.96,7.0,442.0,145.82,225.83,2.75,29.0,9,1,7,False
57134766301,243.5,48.0,470.0,99.57,206.58,3.88,33.08,4,2,8,False
57134766302,212.92,39.0,582.0,113.05,177.12,3.96,31.75,4,2,9,False
57134766501,248.17,69.0,640.0,145.09,209.67,3.42,35.21,6,2,8,False
57134766502,259.38,99.0,588.0,96.94,230.33,2.83,26.29,11,2,8,False
57134766601,743.42,149.0,1640.0,394.96,575.79,13.96,153.62,12,2,7,False
57134766901,363.71,3.0,682.0,153.23,335.21,2.79,25.79,19,1,7,False
57134766902,324.96,6.0,678.0,172.12,292.96,2.62,29.33,21,1,15,False
57134767701,176.62,15.0,437.0,90.05,156.33,3.29,17.04,6,2,5,False
57134767702,225.62,13.0,461.0,120.76,203.21,3.67,18.88,10,1,19,False
57134767901,245.42,15.0,481.0,146.1,216.92,3.96,24.62,4,2,12,False
57134767902,209.42,13.0,501.0,124.05,183.38,3.58,22.42,9,0,10,False
