gid,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop,outlier_flag
다사506139,0.0,0.0,21.0,11.0,14.0,8.0,21.0,6.0,16.0,19.0,17.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사506145,0.0,0.0,50.0,58.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사506146,8.0,12.0,117.0,131.0,47.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사506147,10.0,10.0,52.0,64.0,66.0,52.0,20.0,17.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사506148,11.0,14.0,59.0,73.0,65.0,43.0,13.0,13.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사506164,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507133,15.0,18.0,26.0,27.0,17.0,19.0,25.0,23.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507134,43.0,39.0,44.0,42.0,36.0,37.0,53.0,59.0,30.0,25.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507135,20.0,26.0,45.0,41.0,45.0,45.0,41.0,41.0,27.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507136,13.0,11.0,24.0,27.0,18.0,14.0,18.0,26.0,16.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507137,0.0,15.0,18.0,12.0,16.0,11.0,22.0,12.0,16.0,19.0,11.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사507138,6.0,0.0,17.0,8.0,8.0,8.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507139,11.0,0.0,8.0,9.0,10.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507146,9.0,16.0,99.0,103.0,49.0,33.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사507147,0.0,0.0,28.0,28.0,26.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507148,9.0,12.0,62.0,76.0,57.0,46.0,20.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사507149,13.0,0.0,55.0,84.0,85.0,57.0,15.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사507150,9.0,9.0,55.0,64.0,73.0,49.0,16.0,20.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507163,6.0,6.0,9.0,0.0,14.0,8.0,23.0,15.0,14.0,14.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사507164,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508132,16.0,16.0,9.0,11.0,18.0,18.0,19.0,32.0,36.0,32.0,8.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,False
다사508133,9.0,0.0,0.0,0.0,6.0,11.0,12.0,11.0,10.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508134,8.0,13.0,13.0,15.0,11.0,8.0,15.0,16.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508135,14.0,12.0,23.0,25.0,20.0,19.0,23.0,17.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508136,10.0,9.0,17.0,13.0,10.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508137,11.0,10.0,18.0,12.0,7.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508138,6.0,0.0,0.0,6.0,9.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508139,6.0,6.0,9.0,10.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508149,8.0,0.0,24.0,36.0,30.0,19.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508150,0.0,6.0,34.0,38.0,25.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508162,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508163,0.0,0.0,16.0,0.0,10.0,6.0,19.0,0.0,13.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사508165,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,10.0,9.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사508166,12.0,8.0,9.0,8.0,6.0,7.0,13.0,21.0,27.0,21.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509131,29.0,22.0,11.0,17.0,24.0,29.0,35.0,39.0,23.0,19.0,7.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,False
다사509132,40.0,35.0,25.0,29.0,46.0,43.0,61.0,69.0,48.0,51.0,24.0,24.0,0.0,11.0,0.0,0.0,0.0,0.0,False
다사509133,23.0,16.0,14.0,13.0,21.0,19.0,34.0,34.0,21.0,30.0,19.0,24.0,8.0,18.0,0.0,0.0,0.0,0.0,False
다사509134,29.0,39.0,21.0,12.0,14.0,9.0,21.0,8.0,8.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509135,9.0,12.0,18.0,15.0,13.0,6.0,14.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509136,0.0,0.0,18.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509137,0.0,8.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509143,7.0,6.0,33.0,37.0,31.0,19.0,10.0,16.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509144,25.0,31.0,67.0,71.0,54.0,43.0,20.0,27.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사509163,9.0,13.0,7.0,0.0,8.0,12.0,21.0,21.0,27.0,24.0,11.0,18.0,7.0,8.0,0.0,0.0,0.0,0.0,False
다사509164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509165,7.0,0.0,0.0,0.0,6.0,7.0,0.0,13.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사509166,0.0,7.0,9.0,0.0,8.0,0.0,16.0,10.0,13.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사510131,22.0,31.0,9.0,7.0,29.0,34.0,37.0,33.0,20.0,20.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,False
다사510132,57.0,53.0,38.0,26.0,52.0,58.0,69.0,71.0,44.0,52.0,15.0,17.0,6.0,9.0,0.0,0.0,0.0,0.0,True
다사510133,36.0,82.0,129.0,130.0,27.0,21.0,9.0,8.0,8.0,0.0,12.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,True
다사510134,52.0,89.0,32.0,19.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사510136,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510137,0.0,0.0,0.0,6.0,0.0,0.0,10.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510138,0.0,0.0,0.0,6.0,0.0,0.0,6.0,10.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510141,12.0,6.0,45.0,57.0,96.0,74.0,21.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사510142,11.0,10.0,47.0,53.0,68.0,57.0,23.0,24.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510143,10.0,22.0,64.0,64.0,46.0,39.0,21.0,30.0,12.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510144,11.0,26.0,59.0,57.0,45.0,37.0,17.0,17.0,12.0,18.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510145,30.0,17.0,74.0,76.0,79.0,58.0,35.0,31.0,29.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사510146,8.0,10.0,44.0,44.0,35.0,20.0,22.0,20.0,13.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510147,12.0,17.0,33.0,39.0,16.0,26.0,27.0,33.0,19.0,19.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사510163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511132,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511136,0.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511137,0.0,7.0,10.0,7.0,10.0,10.0,22.0,15.0,22.0,17.0,7.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,False
다사511138,15.0,13.0,13.0,6.0,10.0,19.0,17.0,23.0,22.0,13.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511139,70.0,85.0,62.0,63.0,72.0,85.0,105.0,111.0,58.0,68.0,20.0,31.0,9.0,8.0,0.0,0.0,0.0,0.0,True
다사511141,7.0,13.0,40.0,45.0,50.0,50.0,20.0,14.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511142,8.0,18.0,48.0,59.0,66.0,60.0,19.0,21.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511143,17.0,24.0,72.0,76.0,62.0,49.0,21.0,24.0,17.0,17.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사511144,12.0,6.0,29.0,32.0,14.0,18.0,0.0,0.0,0.0,7.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511145,0.0,0.0,23.0,19.0,24.0,29.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511146,37.0,23.0,29.0,49.0,71.0,67.0,53.0,52.0,18.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사511147,29.0,21.0,75.0,74.0,69.0,59.0,42.0,43.0,38.0,32.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사511148,11.0,12.0,29.0,36.0,34.0,34.0,28.0,23.0,18.0,26.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512131,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512132,21.0,21.0,19.0,10.0,12.0,13.0,21.0,29.0,16.0,24.0,8.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사512133,115.0,107.0,87.0,74.0,116.0,120.0,147.0,157.0,122.0,130.0,49.0,70.0,20.0,37.0,0.0,8.0,0.0,0.0,True
다사512134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512136,0.0,8.0,13.0,14.0,30.0,29.0,24.0,23.0,32.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512138,23.0,20.0,19.0,16.0,21.0,24.0,28.0,31.0,27.0,26.0,10.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사512139,40.0,29.0,35.0,27.0,41.0,38.0,52.0,50.0,35.0,41.0,25.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,False
다사512140,48.0,42.0,47.0,35.0,44.0,52.0,60.0,63.0,47.0,39.0,24.0,38.0,0.0,9.0,0.0,0.0,0.0,0.0,False
다사512141,0.0,0.0,43.0,50.0,24.0,15.0,0.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512145,15.0,14.0,52.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512146,17.0,19.0,15.0,20.0,28.0,31.0,23.0,24.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512147,12.0,15.0,33.0,26.0,40.0,33.0,26.0,31.0,18.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사512148,10.0,8.0,36.0,34.0,37.0,23.0,24.0,15.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513131,34.0,24.0,20.0,9.0,11.0,10.0,20.0,19.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513132,7.0,9.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513133,11.0,28.0,28.0,17.0,12.0,6.0,18.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513134,33.0,27.0,11.0,19.0,28.0,38.0,40.0,33.0,18.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513138,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513140,6.0,8.0,19.0,6.0,19.0,0.0,16.0,16.0,22.0,19.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513141,0.0,7.0,6.0,0.0,12.0,0.0,37.0,6.0,56.0,19.0,32.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,False
다사513142,0.0,0.0,0.0,0.0,0.0,8.0,21.0,10.0,39.0,14.0,35.0,28.0,10.0,29.0,0.0,0.0,0.0,0.0,True
다사513145,15.0,23.0,59.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사513146,24.0,16.0,39.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,6.0,0.0,0.0,False
다사514130,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514131,28.0,26.0,6.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514133,34.0,30.0,14.0,16.0,35.0,32.0,34.0,37.0,22.0,15.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514134,32.0,27.0,13.0,6.0,22.0,31.0,42.0,38.0,13.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514135,18.0,20.0,10.0,17.0,28.0,39.0,35.0,27.0,19.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514138,8.0,8.0,16.0,6.0,16.0,8.0,16.0,0.0,20.0,11.0,7.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사514139,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514141,12.0,10.0,32.0,27.0,24.0,22.0,21.0,24.0,39.0,32.0,22.0,31.0,0.0,13.0,0.0,0.0,0.0,0.0,False
다사514142,11.0,0.0,14.0,12.0,18.0,13.0,16.0,15.0,20.0,26.0,12.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사514143,9.0,13.0,18.0,20.0,16.0,17.0,22.0,14.0,21.0,26.0,15.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사514154,16.0,12.0,11.0,11.0,12.0,13.0,17.0,22.0,18.0,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514155,14.0,15.0,8.0,12.0,9.0,15.0,18.0,24.0,22.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514156,0.0,0.0,12.0,15.0,17.0,17.0,9.0,12.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514159,21.0,12.0,9.0,8.0,11.0,7.0,17.0,24.0,15.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사514160,28.0,33.0,29.0,21.0,27.0,35.0,49.0,50.0,48.0,47.0,18.0,21.0,10.0,10.0,0.0,0.0,0.0,0.0,False
다사514161,13.0,13.0,9.0,6.0,10.0,8.0,18.0,15.0,16.0,24.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515134,27.0,23.0,6.0,13.0,37.0,41.0,34.0,30.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515135,6.0,0.0,10.0,0.0,7.0,0.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515136,7.0,10.0,22.0,10.0,9.0,15.0,14.0,12.0,11.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515139,8.0,7.0,9.0,8.0,10.0,8.0,13.0,8.0,12.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515140,0.0,0.0,8.0,8.0,10.0,0.0,14.0,0.0,20.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515152,29.0,21.0,14.0,12.0,25.0,34.0,37.0,32.0,18.0,25.0,12.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사515153,22.0,21.0,0.0,0.0,26.0,24.0,34.0,38.0,13.0,15.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515154,12.0,14.0,12.0,14.0,15.0,23.0,23.0,22.0,13.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515155,34.0,22.0,42.0,32.0,35.0,38.0,42.0,47.0,27.0,32.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515159,13.0,7.0,12.0,11.0,12.0,9.0,15.0,23.0,32.0,25.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515160,33.0,26.0,26.0,25.0,19.0,23.0,51.0,62.0,42.0,42.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사515161,8.0,8.0,13.0,10.0,8.0,0.0,14.0,19.0,16.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사516046,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516131,25.0,29.0,12.0,11.0,18.0,24.0,34.0,45.0,25.0,20.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,False
다사516132,23.0,21.0,6.0,9.0,17.0,19.0,31.0,35.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516135,14.0,9.0,15.0,0.0,15.0,11.0,10.0,11.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516136,12.0,0.0,11.0,12.0,9.0,10.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516137,7.0,0.0,6.0,0.0,7.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516140,10.0,9.0,9.0,0.0,17.0,10.0,15.0,17.0,6.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516141,9.0,9.0,13.0,10.0,0.0,0.0,18.0,10.0,10.0,10.0,7.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,False
다사516151,34.0,25.0,20.0,21.0,29.0,33.0,40.0,42.0,30.0,26.0,11.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사516152,41.0,25.0,17.0,19.0,28.0,41.0,49.0,54.0,35.0,33.0,14.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,False
다사516153,8.0,8.0,11.0,13.0,22.0,14.0,16.0,14.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516154,12.0,15.0,25.0,22.0,24.0,23.0,21.0,24.0,8.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사516155,8.0,9.0,9.0,9.0,27.0,20.0,13.0,16.0,11.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사517131,36.0,38.0,9.0,8.0,21.0,38.0,63.0,63.0,33.0,26.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사517132,20.0,22.0,9.0,7.0,24.0,37.0,39.0,32.0,15.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사517152,36.0,28.0,26.0,19.0,39.0,47.0,45.0,47.0,39.0,45.0,20.0,18.0,6.0,11.0,0.0,0.0,0.0,0.0,False
다사517153,34.0,22.0,44.0,52.0,71.0,63.0,41.0,47.0,42.0,42.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사517154,10.0,15.0,15.0,17.0,14.0,21.0,22.0,23.0,17.0,17.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사517155,14.0,10.0,21.0,20.0,22.0,27.0,17.0,18.0,19.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518130,20.0,30.0,8.0,7.0,22.0,35.0,37.0,32.0,16.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518131,17.0,14.0,0.0,0.0,10.0,16.0,19.0,19.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518132,19.0,32.0,7.0,9.0,19.0,33.0,43.0,50.0,17.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518133,26.0,23.0,19.0,21.0,51.0,54.0,35.0,38.0,34.0,53.0,28.0,22.0,8.0,8.0,0.0,0.0,0.0,0.0,False
다사518134,33.0,26.0,17.0,13.0,27.0,44.0,50.0,40.0,23.0,32.0,17.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,False
다사518136,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518138,25.0,23.0,14.0,16.0,38.0,41.0,34.0,33.0,23.0,23.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518139,26.0,19.0,9.0,14.0,33.0,42.0,35.0,32.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518152,15.0,10.0,15.0,12.0,15.0,18.0,20.0,20.0,21.0,23.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518153,9.0,8.0,6.0,15.0,16.0,13.0,11.0,19.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518154,10.0,0.0,19.0,19.0,25.0,26.0,14.0,19.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사518155,14.0,7.0,6.0,7.0,17.0,15.0,10.0,16.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519129,13.0,14.0,14.0,8.0,26.0,35.0,27.0,29.0,23.0,17.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519130,21.0,26.0,16.0,9.0,30.0,34.0,35.0,30.0,15.0,19.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519131,29.0,23.0,9.0,9.0,18.0,24.0,47.0,41.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519133,11.0,8.0,7.0,11.0,11.0,17.0,15.0,14.0,10.0,17.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519134,12.0,0.0,11.0,6.0,16.0,13.0,15.0,15.0,8.0,19.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519135,9.0,9.0,18.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519136,10.0,14.0,21.0,13.0,22.0,12.0,21.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사519137,52.0,40.0,21.0,28.0,58.0,58.0,69.0,81.0,38.0,30.0,10.0,16.0,7.0,6.0,0.0,0.0,0.0,0.0,True
다사519138,30.0,50.0,31.0,29.0,50.0,60.0,61.0,58.0,42.0,35.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,True
다사520065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,8.0,0.0,0.0,False
다사520128,9.0,14.0,11.0,9.0,20.0,25.0,25.0,18.0,0.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사520129,54.0,45.0,27.0,33.0,62.0,75.0,94.0,82.0,37.0,36.0,19.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,True
다사520130,24.0,20.0,16.0,14.0,30.0,33.0,51.0,44.0,15.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False
